Key,Datetime,Home,Away,Spread,APts,HPts,AFD,HFD,AFum,HFum,AFumL,HFumL,APY,HPY,APA,HPA,API,HPI,APS,HPS,APSY,HPSY,ARA,HRA,ARY,HRY,ADaysSLG,HDaysSLG,Aqb_relinquished,Hqb_relinquished,Arb_relinquished,Hrb_relinquished,Awrte_relinquished,Hwrte_relinquished,Aqb_val_lost,Hqb_val_lost,Arb_val_lost,Hrb_val_lost,Awrte_val_lost,Hwrte_val_lost,Anon_key_relinquished,Hnon_key_relinquished,AZDiff,H_LWGAdv,Turf,Grass,Hybrid,Roof_Open,Roof_Fixed,Roof_Retract
20130905DEN,2013-09-05 21:13:00,DEN,BAL,22,19.207216841726193,26.718859662999936,0.0,0.0,0.0,0.0,0.0,0.0,224.28826277356595,248.13910330475898,33.21471046226099,37.18985055079316,0.18833076319690673,0.1256297131709371,0.0,0.0,0.0,0.0,27.346159523699637,28.05528699600907,104.25003690404763,108.85936547405895,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-2,0.0,0,1,0,1,0,0
20130908STL,2013-09-08 16:23:00,STL,ARI,3,19.386283910686522,14.19587381753732,0.0,0.0,0.0,0.0,0.0,0.0,226.89960833723967,215.28683410481685,33.64993472287328,31.714472350802808,0.17857281627623298,0.23203749952054759,0.0,0.0,0.0,0.0,26.90911416471818,25.337402586292775,101.40924207066817,91.19311681090305,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,-1,0.0,1,0,0,0,1,0
20130908DAL,2013-09-08 20:30:00,DAL,NYG,5,17.077227824030874,24.793132356031283,0.0,0.0,0.0,0.0,0.0,0.0,219.32651737284255,247.74590780386947,32.38775289547376,37.124317967311576,0.21015017218530924,0.12632304475333245,0.0,0.0,0.0,0.0,26.74477839859302,26.60208192840959,100.34105959085463,99.41353253466232,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-1,0.0,1,0,0,0,0,1
20130908DET,2013-09-08 13:02:00,DET,MIN,10,18.257856524444527,29.57790903767411,0.0,0.0,0.0,0.0,0.0,0.0,204.13534028574566,258.40068268794096,29.85589004762428,38.90011378132349,0.3256699540132751,0.10988919389465797,0.0,0.0,0.0,0.0,31.065098489389918,28.062175521707967,128.42314018103446,108.90414089110179,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,1,0,0,0,1,0
20130908JAX,2013-09-08 13:03:00,JAX,KAN,-26,24.342474794678616,14.95918688813008,0.0,0.0,0.0,0.0,0.0,0.0,234.19571373925768,204.85724624610282,34.865952289876276,29.976207707683802,0.1559907905927536,0.3173791954935288,0.0,0.0,0.0,0.0,29.252710115907856,28.265739233592328,116.64261575340106,110.22730501835014,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0,1,0,1,0,0
20130908NOR,2013-09-08 13:03:00,NOR,ATL,6,33.24435027045818,25.82719565746813,0.0,0.0,0.0,0.0,0.0,0.0,270.3536283372879,247.14545994322677,40.892271389547986,37.02424332387113,0.09589400174978972,0.12739672170345726,0.0,0.0,0.0,0.0,28.339118363635897,27.562765427479665,110.70426936363333,105.65797527861781,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1,0.0,1,0,0,0,1,0
20130908BUF,2013-09-08 13:02:00,BUF,NWE,-2,25.189867264196348,15.152042569024669,0.0,0.0,0.0,0.0,0.0,0.0,244.66039918737204,196.26028424407852,36.61006653122867,28.54338070734642,0.1320414802040569,0.45545903534747967,0.0,0.0,0.0,0.0,27.605138436385516,30.330459778757845,105.93339983650586,123.64798856192598,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,0.0,1,0,0,1,0,0
20130908NYJ,2013-09-08 13:03:00,NYJ,TAM,1,22.682103786423447,14.360082862820864,0.0,0.0,0.0,0.0,0.0,0.0,226.38198231743644,197.8982889661458,33.56366371957274,28.816381494357636,0.18042586885834355,0.4205943762250749,0.0,0.0,0.0,0.0,29.660798069708434,29.332890964446513,119.29518745310483,117.16379126890232,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0.0,1,0,0,1,0,0
20130908CHI,2013-09-08 13:02:00,CHI,CIN,3,18.856181082339624,23.41686573876653,0.0,0.0,0.0,0.0,0.0,0.0,217.43617231501318,234.36107875044388,32.07269538583553,34.89351312507398,0.21985445856400418,0.15554497417542457,0.0,0.0,0.0,0.0,28.58801768475766,28.475475090914586,112.32211495092479,111.59058809094479,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-1,0.0,0,1,0,1,0,0
20130908IND,2013-09-08 13:02:00,IND,OAK,4,15.34013423005436,19.021979256323036,0.0,0.0,0.0,0.0,0.0,0.0,202.07751336148723,215.98584290179912,29.512918893581208,31.83097381696652,0.35187157847609785,0.22792979302437344,0.0,0.0,0.0,0.0,29.188215525935213,29.042951649103067,116.22340091857889,115.27918571916993,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,3,0.0,1,0,0,0,0,1
20130908PIT,2013-09-08 13:02:00,PIT,TEN,-7,18.324109903869918,22.933123236232483,0.0,0.0,0.0,0.0,0.0,0.0,212.5587388089837,242.07872781965608,31.25978980149728,36.17978796994268,0.24959275607714093,0.1372396247873294,0.0,0.0,0.0,0.0,29.246234854432895,26.373447962395748,116.60052655381381,97.92741175557236,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0,1,0,1,0,0
20130908SFO,2013-09-08 16:26:00,SFO,GNB,6,30.421798343002187,17.853751622962296,0.0,0.0,0.0,0.0,0.0,0.0,265.897113422343,211.1957959764165,40.14951890372384,31.03263266273608,0.10067439154864959,0.2593974211203427,0.0,0.0,0.0,0.0,27.07141346943663,29.17282441472173,102.46418755133811,116.12335869569124,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2,0.0,0,1,0,1,0,0
20130908CAR,2013-09-08 13:04:00,CAR,SEA,-5,20.21067164231014,23.66427039101136,0.0,0.0,0.0,0.0,0.0,0.0,211.0711541590462,206.7669882160124,31.011859026507697,30.294498036002068,0.260332644915327,0.2973536691450078,0.0,0.0,0.0,0.0,31.08605861183785,34.805418931473,128.55938097694602,152.7352230545745,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3,0.0,0,1,0,1,0,0
20130908CLE,2013-09-08 13:02:00,CLE,MIA,-13,15.923728318382025,12.346109796682713,0.0,0.0,0.0,0.0,0.0,0.0,210.74549114828218,193.93370191435244,30.957581858047032,28.155616985725405,0.26280832010936,0.5162414755176397,0.0,0.0,0.0,0.0,27.728873510642913,28.602731856378963,106.73767781917893,112.41775706646325,24.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0,0.0,0,1,0,1,0,0
20130909SDG,2013-09-09 22:25:00,SDG,HOU,-3,26.36331012305039,22.254116033385785,0.0,0.0,0.0,0.0,0.0,0.0,245.60377951299364,244.95250732846822,36.76729658549894,36.65875122141137,0.13023889667724647,0.13147801813618964,0.0,0.0,0.0,0.0,28.334252651108393,25.191624531493467,110.67264223220455,90.24555945470755,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-2,0.0,0,1,0,1,0,0
20130909WAS,2013-09-09 19:10:00,WAS,PHI,-6,25.35902602474967,21.308971952484427,0.0,0.0,0.0,0.0,0.0,0.0,227.89773741974176,216.1367766515962,33.81628956995696,31.8561294419327,0.17510498422335455,0.2270618541741982,0.0,0.0,0.0,0.0,31.465501393190458,30.83900497274394,131.02575905573798,126.95353232283561,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-3,0.0,0,1,0,1,0,0
20130912NWE,2013-09-12 20:29:00,NWE,NYJ,3,15.270062147115649,24.64240044814726,5.5,6.5,0.5,0.5,0.25,0.5,201.92371672460933,251.74529939052903,31.362286120768225,40.457549898421505,0.5654457821688061,0.34903111015304267,1.25,0.75,10.5,3.75,29.249668223334886,29.203853827289137,110.37284345167674,118.9500498773794,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,-1.0,1,0,0,1,0,0
20130915TAM,2013-09-15 16:05:00,TAM,NOR,-2,25.120396743101097,21.261577839817583,4.5,3.0,0.0,0.75,0.0,0.25,270.6090949574201,216.03648673807731,36.51818249290335,32.922747789679555,0.3455475412775929,0.38531940164375766,0.5,0.75,4.0,6.25,27.92207407060975,28.495598552281326,98.74348145896336,105.72139058982862,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1,-1.0,0,1,0,1,0,0
20130915BUF,2013-09-15 13:02:00,BUF,CAR,1,19.49820279325852,16.6140319267685,4.25,3.75,0.75,0.75,0.5,0.5,184.82524116200932,184.69521318305888,28.47087352700155,28.157535530509815,0.22301525185875587,0.34159427651060975,0.25,0.0,1.5,0.0,32.604064198604746,31.247844834068385,148.05141729093089,126.73599142144448,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0,0.0,1,0,0,1,0,0
20130915KAN,2013-09-15 13:02:00,KAN,DAL,1,27.594849267023463,25.25685609600896,5.5,4.25,0.5,0.25,0.0,0.0,246.8094308529021,218.39678530444326,40.09323847548368,34.64946421740721,0.34474228356499936,0.1169930929445652,0.5,0.25,4.75,0.5,25.701561446307192,28.68953258693089,96.31014940099675,117.7319618150508,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,-1.0,0,1,0,1,0,0
20130915HOU,2013-09-15 13:03:00,HOU,TEN,6,17.743082427902436,27.522482592287794,4.25,6.5,0.25,0.0,0.0,0.0,188.66905410673778,266.4528346347452,28.44484235112296,38.825472439124205,0.1871945670578557,0.34767917250793484,0.25,0.5,2.0,4.25,32.43467614082467,28.250689488331297,115.45039491536036,113.00448167415341,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,0,0,1
20130915ATL,2013-09-15 13:03:00,ATL,STL,7,17.39690536315299,29.183262702843635,5.0,4.5,0.5,0.5,0.25,0.25,236.21512557861263,272.51522125296594,33.28585426310211,40.169203542160986,0.4240281246404107,0.3219205013123423,0.0,0.75,0.0,6.25,25.003051939719583,24.754338772726925,85.14483760817728,105.028202022725,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,-1.0,1,0,0,0,1,0
20130915IND,2013-09-15 13:02:00,IND,MIA,-4,17.69279623878652,19.516484442242277,4.5,4.5,0.0,0.0,0.0,0.0,221.80911836121163,198.73938217634935,32.71818639353528,29.62323036272489,0.44710624008202,0.17094734476828008,1.0,1.0,4.25,7.75,26.546655132982185,28.282213736827302,85.05325836438419,118.20938928937744,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0,1.0,1,0,0,0,0,1
20130915NYG,2013-09-15 16:25:00,NYG,DEN,-18,32.28914474724995,20.557920868023157,6.0,5.25,0.75,0.75,0.5,0.75,297.35432747856925,271.4948880296319,38.39238791309487,34.79081467160532,0.09422228487820283,0.9076126291389819,0.75,0.75,4.25,5.5,26.7914652470068,23.558583798944767,97.8945241055442,87.75579469314097,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2,-1.0,1,0,0,1,0,0
20130915SEA,2013-09-15 20:31:00,SEA,SFO,26,21.890313717221723,18.158003731732606,5.75,4.5,0.0,0.25,0.0,0.25,259.39684698231235,233.30336561928465,33.02447449705206,31.508894269880773,0.19454806584025702,0.19524948368649525,0.5,0.5,2.0,5.0,30.3796183110413,29.81454395887839,109.59251902176842,113.9195357327095,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,-1.0,1,0,0,1,0,0
20130915PHI,2013-09-15 13:02:00,PHI,SDG,-3,23.69058702503934,27.269269518562254,3.5,6.5,0.0,0.5,0.0,0.5,229.46438049635117,215.9233030648063,34.74406341605853,31.61221717746772,0.34860851360214223,0.13132873816751592,0.5,0.75,3.0,5.75,23.893718398620102,35.84912604489284,87.68416959103067,164.01931929180347,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3,-1.0,0,0,1,1,0,0
20130915CHI,2013-09-15 13:03:00,CHI,MIN,1,19.693392393333397,23.562649304074895,4.0,4.25,0.25,0.0,0.25,0.0,209.35150521430924,236.2708090628329,29.391917535718207,34.420134843805485,0.9942524655099563,0.3666587306315684,0.75,0.0,2.75,0.0,28.798823867042437,28.35660631818594,122.56735513577584,103.9429410682086,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,1,0,1,0,0
20130915ARI,2013-09-15 16:05:00,ARI,DET,4,30.68343177825558,20.53971293301489,7.0,6.25,0.75,1.0,0.25,0.25,283.05051201595575,246.17470625292975,39.92508533599262,35.23745104215496,0.3324168954209935,0.3839296122071747,0.0,1.0,0.0,5.75,29.546631641280975,26.681835623538635,109.67810566832634,97.55693155300114,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-2,-1.0,0,1,0,0,0,1
20130915BAL,2013-09-15 13:02:00,BAL,CLE,8,11.759582347512035,21.155412631294645,5.0,6.0,0.5,0.25,0.0,0.0,206.45027643576432,251.96619708017445,34.36671273929406,40.41103284669574,1.1371811066382298,0.6412480723976801,1.5,1.0,11.25,6.75,24.70204889228422,25.759619642774727,96.06331779984744,92.68752767803572,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,-1.0,0,1,0,1,0,0
