Key,Datetime,Home,Away,Spread,APts,HPts,AFD,HFD,AFum,HFum,AFumL,HFumL,APY,HPY,APA,HPA,API,HPI,APS,HPS,APSY,HPSY,ARA,HRA,ARY,HRY
20140914SFO,2014-09-14 20:31:00,SFO,CHI,-8,5.0,7.0,7.25,4.75,0.25,0.0,0.25,0.0,85.25,48.0,12.25,5.75,0.5,0.0,0.5,0.25,2.0,2.25,4.5,7.5,21.5,31.75
20140914CAR,2014-09-14 13:04:00,CAR,DET,17,8.75,5.0,5.0,4.75,0.25,0.25,0.0,0.0,85.25,55.25,8.0,8.5,0.0,0.0,0.25,0.25,1.25,2.25,7.5,8.25,19.0,28.25
20140915IND,2014-09-15 20:31:00,IND,PHI,-3,8.5,6.0,6.0,6.0,0.75,0.25,0.5,0.0,68.75,88.5,11.25,13.25,0.25,0.5,1.25,0.75,11.75,4.0,8.0,3.5,36.25,13.5
20140918ATL,2014-09-18 20:26:00,ATL,TAM,42,6.200000000000001,9.4,7.0,9.4,0.8,0.2,0.2,0.2,67.4,131.4,11.2,17.4,0.6000000000000001,0.6000000000000001,0.8,0.6000000000000001,5.0,4.4,9.4,8.8,51.800000000000004,44.0
20140921NWE,2014-09-21 13:02:00,NWE,OAK,7,5.6000000000000005,10.0,6.6000000000000005,7.2,1.0,0.8,0.4,0.4,79.2,73.60000000000001,14.8,15.400000000000002,0.4,0.0,0.4,1.0,3.6,6.000000000000001,6.4,11.4,25.200000000000003,47.8
20140921DET,2014-09-21 13:02:00,DET,GNB,12,9.4,8.4,8.8,8.2,0.8,0.8,0.2,0.4,97.0,118.80000000000001,15.0,16.0,0.2,0.2,1.4000000000000001,1.0,10.0,8.600000000000001,8.600000000000001,9.6,32.0,29.200000000000003
20140921PHI,2014-09-21 13:02:00,PHI,WAS,3,9.400000000000002,12.8,10.4,9.600000000000001,0.6000000000000001,0.6000000000000001,0.4,0.4,99.80000000000001,121.2,14.600000000000001,16.4,0.0,0.4,1.2000000000000002,1.0,11.2,9.4,13.0,11.8,64.4,54.400000000000006
20140921MIA,2014-09-21 16:25:00,MIA,KAN,-19,5.4,8.600000000000001,8.600000000000001,9.600000000000001,0.2,0.8,0.0,0.6000000000000001,85.0,75.80000000000001,15.4,16.200000000000003,0.6000000000000001,0.4,1.2000000000000002,1.0,6.4,8.0,9.600000000000001,11.8,40.0,54.2
20140921STL,2014-09-21 13:00:00,STL,DAL,-3,8.600000000000001,5.0,10.4,7.0,0.8,1.2000000000000002,0.4,0.2,80.6,93.2,13.200000000000001,13.0,0.6000000000000001,0.4,1.4000000000000001,1.4,10.8,8.4,13.2,10.200000000000001,69.4,38.2
20140921CAR,2014-09-21 20:31:00,CAR,PIT,-18,7.2,8.8,8.200000000000001,7.800000000000001,0.6000000000000001,0.2,0.4,0.0,115.60000000000001,94.4,14.4,13.600000000000001,0.4,0.0,1.0,1.0,5.800000000000001,7.8,9.4,11.400000000000002,45.2,35.0
20140921BUF,2014-09-21 13:02:00,BUF,SDG,-12,9.4,10.400000000000002,8.2,5.6,1.0,0.2,0.0,0.0,102.80000000000001,73.80000000000001,14.600000000000001,9.600000000000001,0.2,0.2,0.2,0.2,1.6,1.2000000000000002,12.200000000000001,13.200000000000001,30.6,61.2
20140921NYG,2014-09-21 13:02:00,NYG,HOU,13,9.4,5.6000000000000005,7.2,8.0,0.6000000000000001,0.4,0.2,0.4,69.0,80.8,8.200000000000001,14.400000000000002,0.0,0.8,0.0,0.8,0.0,7.200000000000001,16.0,9.8,60.6,26.8
20140921SEA,2014-09-21 16:25:00,SEA,DEN,6,11.0,11.4,8.600000000000001,7.800000000000001,0.4,0.8,0.0,0.4,99.20000000000002,74.2,12.4,10.600000000000001,0.0,0.0,0.4,0.6000000000000001,3.0,4.4,10.200000000000001,10.0,38.0,63.00000000000001
20140921NOR,2014-09-21 13:03:00,NOR,MIN,11,8.200000000000001,11.600000000000001,7.0,11.2,0.6000000000000001,0.4,0.0,0.4,66.6,111.20000000000002,12.2,16.4,0.8,0.4,1.2000000000000002,0.4,7.800000000000001,2.8000000000000003,10.200000000000001,11.0,47.8,62.60000000000001
20140921ARI,2014-09-21 16:05:00,ARI,SFO,9,9.600000000000001,8.6,7.6000000000000005,8.600000000000001,0.4,0.4,0.2,0.4,84.80000000000001,87.2,11.400000000000002,13.200000000000001,0.6000000000000001,0.0,1.0,1.2000000000000002,5.0,7.0,11.4,10.8,50.800000000000004,46.6
20140921CIN,2014-09-21 13:02:00,CIN,TEN,26,7.2,9.400000000000002,7.4,7.4,0.4,0.0,0.0,0.0,95.0,120.60000000000001,13.400000000000002,12.400000000000002,0.4,0.0,1.2000000000000002,0.0,5.000000000000001,0.0,10.200000000000001,14.2,48.8,49.8
20140921CLE,2014-09-21 13:02:00,CLE,BAL,-2,8.4,10.600000000000001,10.2,9.200000000000001,0.4,0.0,0.2,0.0,99.0,80.0,18.200000000000003,14.200000000000001,0.2,0.0,0.6000000000000001,0.8,3.2,5.200000000000001,11.2,12.2,50.2,62.60000000000001
20140921JAX,2014-09-21 13:02:00,JAX,IND,-27,10.200000000000001,5.4,9.8,5.2,0.6000000000000001,0.2,0.2,0.2,105.19999999999999,73.0,17.400000000000002,14.2,0.6000000000000001,0.2,0.6000000000000001,2.6,3.2,18.8,10.4,6.800000000000001,44.60000000000001,17.8
20140922NYJ,2014-09-22 20:30:00,NYJ,CHI,-8,9.600000000000001,8.600000000000001,9.600000000000001,7.800000000000001,0.4,0.6000000000000001,0.2,0.2,102.2,71.2,16.6,12.200000000000001,0.4,0.4,0.6000000000000001,0.8,2.8000000000000003,8.2,7.0,14.200000000000001,26.4,71.80000000000001
20140925WAS,2014-09-25 20:26:00,WAS,NYG,-31,9.666666666666668,13.500000000000002,11.0,13.166666666666668,0.6666666666666667,0.6666666666666667,0.5,0.33333333333333337,105.0,154.33333333333334,16.666666666666668,20.166666666666668,0.6666666666666667,0.16666666666666666,0.8333333333333334,1.0000000000000002,7.333333333333334,9.333333333333334,15.166666666666668,15.5,54.5,67.66666666666667
20140928MIN,2014-09-28 16:25:00,MIN,ATL,13,17.166666666666664,8.333333333333336,12.166666666666668,8.0,0.8333333333333333,0.5000000000000001,0.6666666666666667,0.0,166.83333333333334,86.83333333333333,19.166666666666664,15.166666666666666,0.6666666666666667,0.6666666666666667,0.6666666666666667,1.3333333333333335,4.666666666666667,9.0,13.333333333333334,12.166666666666668,60.66666666666667,49.66666666666667
20140928SFO,2014-09-28 16:25:00,SFO,PHI,5,16.833333333333336,10.333333333333336,11.666666666666668,9.666666666666668,0.8333333333333335,0.33333333333333337,0.5,0.16666666666666669,155.16666666666666,110.00000000000001,20.5,15.666666666666668,0.33333333333333337,0.5000000000000001,0.8333333333333334,1.0,7.833333333333334,5.666666666666667,14.0,13.333333333333332,54.33333333333334,56.0
20140928IND,2014-09-28 13:03:00,IND,TEN,24,7.166666666666666,15.833333333333336,9.833333333333334,12.666666666666668,0.6666666666666667,0.5000000000000001,0.0,0.16666666666666669,108.66666666666667,151.83333333333331,16.833333333333336,21.666666666666668,0.6666666666666667,0.5000000000000001,1.3333333333333335,0.8333333333333335,5.500000000000001,3.5,13.166666666666668,13.5,65.5,61.16666666666668
20140928NYJ,2014-09-28 13:02:00,NYJ,DET,-7,10.166666666666668,10.333333333333334,10.333333333333332,10.0,0.8333333333333334,1.3333333333333335,0.5,0.33333333333333337,138.66666666666669,109.33333333333334,19.0,17.333333333333336,0.5,0.6666666666666667,1.1666666666666667,1.1666666666666667,8.500000000000002,9.5,14.333333333333332,16.166666666666668,43.5,78.83333333333334
20140928HOU,2014-09-28 13:02:00,HOU,BUF,6,10.333333333333336,10.666666666666668,7.666666666666667,9.333333333333332,0.33333333333333337,0.6666666666666667,0.0,0.16666666666666669,95.66666666666669,106.16666666666666,14.666666666666668,12.666666666666668,0.16666666666666669,0.5,0.6666666666666667,0.3333333333333333,6.5,1.1666666666666665,14.666666666666668,17.5,65.5,70.33333333333333
20140928SDG,2014-09-28 16:05:00,SDG,JAX,19,7.333333333333334,11.5,7.333333333333334,10.166666666666666,0.33333333333333337,0.8333333333333334,0.33333333333333337,0.0,100.66666666666666,127.33333333333334,17.0,16.333333333333336,0.5,0.16666666666666669,2.8333333333333335,0.5,18.5,2.3333333333333335,9.0,16.166666666666668,32.333333333333336,39.333333333333336
20140928CHI,2014-09-28 13:02:00,CHI,GNB,-21,9.0,12.500000000000002,9.666666666666668,10.833333333333336,0.8333333333333334,0.5,0.33333333333333337,0.33333333333333337,105.33333333333334,118.0,17.0,20.166666666666668,0.16666666666666669,0.33333333333333337,1.5,1.1666666666666667,10.833333333333334,7.0,10.833333333333334,9.333333333333334,39.333333333333336,32.0
20140928OAK,2014-09-28 13:06:00,OAK,MIA,-24,9.666666666666668,6.166666666666667,11.000000000000002,7.833333333333334,0.8333333333333334,0.8333333333333334,0.5000000000000001,0.33333333333333337,95.00000000000001,95.0,20.66666666666667,18.0,0.33333333333333337,0.5,1.5,0.33333333333333337,9.0,3.0,13.166666666666668,9.0,68.66666666666667,32.16666666666667
20140928BAL,2014-09-28 13:02:00,BAL,CAR,28,10.5,10.833333333333334,9.833333333333334,12.333333333333332,0.6666666666666667,0.33333333333333337,0.3333333333333333,0.16666666666666669,129.83333333333334,118.66666666666666,18.166666666666668,20.333333333333336,0.0,0.33333333333333337,1.3333333333333335,0.5000000000000001,10.333333333333332,2.666666666666667,11.166666666666668,14.833333333333334,36.16666666666667,68.5
20140928DAL,2014-09-28 20:31:00,DAL,NOR,21,13.0,12.833333333333334,13.833333333333334,11.833333333333334,0.5,0.8333333333333334,0.33333333333333337,0.5,140.66666666666669,103.33333333333334,19.5,14.833333333333336,0.33333333333333337,0.6666666666666667,0.5,1.1666666666666667,3.166666666666667,9.000000000000002,14.5,15.833333333333332,70.16666666666669,78.33333333333334
20140928PIT,2014-09-28 13:03:00,PIT,TAM,-3,7.500000000000001,12.166666666666666,7.5,10.833333333333336,1.5,0.5000000000000001,0.8333333333333333,0.33333333333333337,81.66666666666667,128.0,15.333333333333334,17.0,0.6666666666666667,0.33333333333333337,1.1666666666666667,1.0,8.5,5.833333333333334,10.833333333333334,13.5,53.833333333333336,81.66666666666667
20140929KAN,2014-09-29 20:31:00,KAN,NWE,27,11.0,10.166666666666668,9.5,11.0,0.8333333333333334,0.8333333333333333,0.33333333333333337,0.3333333333333333,98.16666666666667,98.83333333333334,19.0,17.0,0.0,0.5000000000000001,1.1666666666666667,1.8333333333333335,7.166666666666668,8.333333333333334,14.833333333333332,14.833333333333336,52.5,62.333333333333336
20141002GNB,2014-10-02 20:26:00,GNB,MIN,32,13.000000000000002,13.142857142857142,10.571428571428571,11.285714285714286,0.4285714285714287,0.7142857142857144,0.0,0.28571428571428575,119.71428571428572,133.42857142857144,17.285714285714285,18.571428571428573,0.5714285714285715,0.14285714285714288,1.142857142857143,1.4285714285714286,7.714285714285715,9.285714285714286,16.714285714285715,11.857142857142858,77.0,41.714285714285715
20141005NOR,2014-10-05 13:03:00,NOR,TAM,6,10.285714285714286,13.571428571428573,9.428571428571429,14.714285714285715,1.2857142857142858,0.7142857142857143,0.7142857142857143,0.5714285714285714,111.00000000000001,168.2857142857143,19.285714285714285,23.0,0.7142857142857144,0.4285714285714286,1.142857142857143,0.7142857142857143,9.428571428571429,3.571428571428572,12.0,14.285714285714286,55.142857142857146,75.00000000000001
20141005DAL,2014-10-05 13:03:00,DAL,HOU,3,12.42857142857143,16.42857142857143,10.714285714285714,13.571428571428573,0.8571428571428572,1.0,0.2857142857142857,0.4285714285714286,128.71428571428572,125.0,16.142857142857146,16.85714285714286,0.7142857142857143,0.5714285714285715,0.7142857142857142,1.142857142857143,1.5714285714285714,8.714285714285715,18.28571428571429,18.57142857142857,65.57142857142857,94.28571428571429
20141005TEN,2014-10-05 13:02:00,TEN,CLE,-1,12.333333333333336,8.571428571428571,10.833333333333334,10.714285714285715,0.16666666666666666,0.8571428571428572,0.0,0.14285714285714285,115.0,118.28571428571429,16.0,18.42857142857143,0.0,0.8571428571428572,0.6666666666666667,1.5714285714285716,4.333333333333335,7.2857142857142865,15.166666666666666,13.571428571428573,66.33333333333334,68.28571428571429
20141005IND,2014-10-05 13:03:00,IND,BAL,7,14.714285714285715,19.42857142857143,14.142857142857142,15.285714285714288,0.4285714285714286,0.4285714285714287,0.14285714285714288,0.14285714285714288,148.42857142857142,186.28571428571428,21.857142857142858,24.42857142857143,0.28571428571428575,0.5714285714285716,0.4285714285714287,0.7142857142857144,2.285714285714286,3.0,17.0,17.42857142857143,76.85714285714286,67.42857142857144
20141005PHI,2014-10-05 13:02:00,PHI,STL,6,9.333333333333332,17.42857142857143,10.166666666666668,11.571428571428573,1.166666666666667,1.0,0.33333333333333337,0.7142857142857143,132.16666666666669,160.28571428571428,17.833333333333336,23.714285714285715,0.6666666666666667,0.5714285714285714,1.1666666666666667,0.8571428571428572,7.000000000000001,7.2857142857142865,13.500000000000002,13.714285714285714,52.0,49.71428571428573
20141005DEN,2014-10-05 16:05:00,DEN,ARI,21,11.0,12.5,11.166666666666668,10.5,0.5,0.5,0.5,0.16666666666666666,115.0,132.0,16.666666666666668,18.5,0.0,0.16666666666666666,1.0000000000000002,0.5,5.833333333333334,3.6666666666666665,13.500000000000002,11.833333333333336,52.833333333333336,37.66666666666667
20141005NYG,2014-10-05 13:03:00,NYG,ATL,10,18.714285714285715,14.714285714285715,13.714285714285715,13.857142857142858,0.7142857142857143,0.5714285714285715,0.5714285714285715,0.4285714285714286,184.14285714285717,132.14285714285714,22.285714285714285,19.85714285714286,0.8571428571428572,0.7142857142857144,0.7142857142857144,0.8571428571428572,5.428571428571429,7.000000000000001,14.571428571428573,18.42857142857143,69.57142857142858,68.71428571428572
20141005NWE,2014-10-05 20:43:00,NWE,CIN,26,13.333333333333336,11.428571428571429,10.333333333333332,10.000000000000002,0.0,1.0,0.0,0.4285714285714286,131.16666666666669,114.85714285714286,14.666666666666668,20.571428571428573,0.16666666666666666,0.2857142857142857,0.0,1.4285714285714288,0.0,8.142857142857144,17.0,15.0,60.83333333333333,55.714285714285715
20141005SFO,2014-10-05 16:25:00,SFO,KAN,5,14.571428571428573,12.571428571428573,13.142857142857142,11.142857142857142,0.7142857142857143,0.28571428571428575,0.2857142857142857,0.14285714285714288,118.42857142857144,121.2857142857143,18.28571428571429,17.714285714285715,0.4285714285714287,0.5714285714285716,1.8571428571428572,1.4285714285714286,8.857142857142858,9.0,18.142857142857146,17.42857142857143,83.0,79.14285714285714
20141005CAR,2014-10-05 13:03:00,CAR,CHI,7,13.142857142857146,10.428571428571429,14.000000000000004,11.285714285714285,0.8571428571428572,0.8571428571428572,0.28571428571428575,0.42857142857142855,138.42857142857144,146.71428571428572,22.28571428571429,20.42857142857143,0.5714285714285714,0.0,1.142857142857143,1.4285714285714288,6.571428571428571,11.714285714285715,13.857142857142858,13.285714285714286,61.0,40.57142857142858
20141005SDG,2014-10-05 16:25:00,SDG,NYJ,31,11.285714285714286,14.571428571428573,11.000000000000002,11.428571428571429,1.4285714285714288,0.8571428571428572,0.4285714285714286,0.0,122.85714285714286,161.28571428571428,19.571428571428573,19.571428571428577,0.7142857142857144,0.14285714285714288,1.285714285714286,0.7142857142857143,8.857142857142858,3.7142857142857144,17.714285714285715,16.714285714285715,86.42857142857144,39.714285714285715
20141005DET,2014-10-05 13:03:00,DET,BUF,-3,11.285714285714288,12.142857142857144,9.0,11.285714285714286,0.4285714285714286,0.7142857142857144,0.0,0.4285714285714286,113.42857142857146,157.71428571428572,18.857142857142858,21.142857142857146,0.4285714285714286,0.4285714285714286,0.8571428571428572,1.5714285714285716,6.2857142857142865,10.285714285714288,15.857142857142858,16.142857142857142,69.85714285714286,49.85714285714286
20141005JAX,2014-10-05 13:02:00,JAX,PIT,-8,13.857142857142858,8.285714285714286,13.142857142857146,9.285714285714286,0.7142857142857144,0.4285714285714286,0.4285714285714286,0.4285714285714286,153.28571428571428,119.85714285714285,20.42857142857143,19.857142857142858,0.28571428571428575,0.7142857142857143,1.5714285714285714,2.857142857142857,8.714285714285715,18.571428571428573,15.42857142857143,11.285714285714286,82.14285714285715,39.85714285714286
20141006WAS,2014-10-06 20:30:00,WAS,SEA,-10,13.833333333333332,13.571428571428573,10.833333333333334,13.714285714285717,0.8333333333333334,0.8571428571428572,0.33333333333333337,0.5714285714285714,104.33333333333334,167.00000000000003,14.666666666666668,22.000000000000004,0.16666666666666666,0.7142857142857142,1.0,1.1428571428571432,7.0,10.000000000000002,14.5,15.714285714285715,74.0,70.28571428571429
20141009HOU,2014-10-09 20:26:00,HOU,IND,-5,19.5,13.000000000000002,16.625,11.25,0.8750000000000001,0.75,0.375,0.25,201.125,131.875,27.5,17.250000000000004,0.7500000000000002,0.75,0.7500000000000001,0.6249999999999999,3.5,1.375,19.0,19.875000000000004,74.87500000000001,79.375
20141012CIN,2014-10-12 13:03:00,CIN,CAR,0,13.0,13.85714285714286,12.625,11.285714285714286,1.125,0.42857142857142855,0.625,0.42857142857142855,157.25,146.8571428571429,22.25,16.714285714285715,0.125,0.14285714285714285,1.5000000000000002,0.14285714285714285,13.25,1.1428571428571428,14.875,17.142857142857146,46.87500000000001,63.42857142857143
20141012OAK,2014-10-12 16:05:00,OAK,SDG,-3,16.625,7.2857142857142865,12.625,9.142857142857144,0.75,0.8571428571428572,0.0,0.4285714285714286,175.75,119.14285714285714,20.625000000000004,21.714285714285715,0.25,0.8571428571428572,1.0,0.5714285714285714,4.625,4.142857142857143,19.625,10.285714285714286,55.0,35.142857142857146
20141012ATL,2014-10-12 16:25:00,ATL,CHI,-14,14.500000000000004,18.875,14.375000000000004,14.5,1.125,0.75,0.5,0.5000000000000001,153.875,199.50000000000003,24.000000000000004,25.125,0.75,0.875,1.5000000000000002,0.7500000000000001,9.125,5.875,14.875,15.375000000000002,64.0,72.12500000000001
20141012NYJ,2014-10-12 13:02:00,NYJ,DEN,-14,16.571428571428573,9.875,12.428571428571429,11.000000000000002,0.4285714285714286,1.3750000000000002,0.14285714285714285,0.5,181.14285714285717,115.0,22.57142857142857,21.0,0.42857142857142855,0.7500000000000001,0.5714285714285714,1.3750000000000002,3.571428571428571,9.5,14.142857142857146,18.125,45.42857142857143,87.00000000000001
20141012CLE,2014-10-12 13:02:00,CLE,PIT,21,14.25,14.714285714285717,14.000000000000004,13.142857142857142,0.7500000000000001,0.14285714285714285,0.5,0.0,166.75,139.14285714285717,22.375,19.0,0.25000000000000006,0.14285714285714285,1.875,0.7142857142857144,9.125,4.714285714285715,17.0,18.142857142857142,85.75000000000001,82.00000000000001
20141012ARI,2014-10-12 16:25:00,ARI,WAS,10,14.000000000000002,12.285714285714285,13.750000000000002,10.857142857142858,0.875,0.5714285714285714,0.5,0.4285714285714286,180.50000000000003,124.00000000000001,23.750000000000004,19.142857142857146,0.6249999999999999,0.0,1.1250000000000004,1.285714285714286,9.750000000000002,8.0,15.875,14.285714285714286,65.5,50.57142857142858
20141012TAM,2014-10-12 13:02:00,TAM,BAL,-31,14.5,12.875,14.25,10.75,0.625,1.375,0.375,0.625,154.5,128.125,23.875,20.875,0.37500000000000006,0.7500000000000001,0.8750000000000001,1.1250000000000002,6.75,8.375,16.75,13.125,78.5,56.5
20141012MIN,2014-10-12 13:02:00,MIN,DET,-14,12.375000000000002,12.625000000000002,11.5,11.75,1.0,0.5000000000000001,0.5,0.125,163.5,128.25,22.375000000000004,20.625,0.5,0.7500000000000001,2.125,1.7500000000000002,12.375000000000002,11.0,16.625,17.75,52.25,81.25
20141012TEN,2014-10-12 13:02:00,TEN,JAX,2,8.375,11.0,9.625,12.125,0.75,0.75,0.375,0.125,128.25,136.125,21.875,20.125,0.875,0.75,2.625,1.7500000000000002,16.75,7.875000000000001,11.75,15.625000000000002,41.875,78.375
20141012BUF,2014-10-12 13:02:00,BUF,NWE,-15,15.375,12.000000000000002,12.500000000000002,10.25,1.0,0.75,0.375,0.0,136.125,136.00000000000003,22.375,21.875,0.25,0.5,1.3750000000000002,1.0,8.0,7.250000000000001,18.875,16.625,76.25,67.25
20141012MIA,2014-10-12 13:02:00,MIA,GNB,-3,16.75,13.714285714285715,11.75,12.85714285714286,0.6250000000000001,1.142857142857143,0.25000000000000006,0.7142857142857144,137.25,121.14285714285717,19.0,22.142857142857146,0.25,0.4285714285714286,1.5,1.2857142857142858,9.875,7.714285714285715,13.875,16.28571428571429,56.0,81.28571428571429
20141012SEA,2014-10-12 16:26:00,SEA,DAL,-7,16.875,15.714285714285715,14.875000000000002,12.142857142857142,1.125,1.0,0.625,0.28571428571428575,148.875,114.85714285714288,19.875000000000004,16.0,0.6250000000000001,0.14285714285714285,1.1250000000000002,1.2857142857142858,8.625,9.285714285714285,20.375,17.57142857142857,100.0,95.57142857142857
