Key,Datetime,Home,Away,Spread,APts,HPts,AFD,HFD,AFum,HFum,AFumL,HFumL,APY,HPY,APA,HPA,API,HPI,APS,HPS,APSY,HPSY,ARA,HRA,ARY,HRY
20160911ARI,2016-09-11 20:30:00,ARI,NWE,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20160911SEA,2016-09-11 16:08:00,SEA,MIA,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20160912WAS,2016-09-12 19:11:00,WAS,PIT,-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20160912SFO,2016-09-12 22:20:00,SFO,LAR,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20160915BUF,2016-09-15 20:26:00,BUF,NYJ,-6,5.5,1.75,5.5,2.75,0.25,0.0,0.0,0.0,47.0,23.75,8.75,5.5,0.25,0.0,0.25,0.5,0.25,4.0,7.5,6.0,38.0,16.25
20160918WAS,2016-09-18 13:03:00,WAS,DAL,-4,4.75,4.0,6.0,4.5,0.0,0.25,0.0,0.0,56.75,82.25,11.25,10.75,0.0,0.5,0.0,0.0,0.0,0.0,7.5,3.0,25.25,13.75
20160918SDG,2016-09-18 16:25:00,SDG,JAX,24,5.75,6.75,5.0,6.25,0.25,0.0,0.0,0.0,75.0,58.25,9.75,9.0,0.25,0.0,0.75,0.25,5.0,2.5,6.5,8.0,12.0,38.75
20160918OAK,2016-09-18 16:25:00,OAK,ATL,-7,6.0,8.75,4.75,6.25,0.0,0.25,0.0,0.0,80.5,79.75,9.75,9.5,0.0,0.0,0.75,0.0,3.0,0.0,5.5,6.5,13.0,41.75
20160918NWE,2016-09-18 13:02:00,NWE,MIA,7,2.5,5.75,2.75,4.75,0.5,0.75,0.0,0.5,37.5,64.25,7.25,8.25,0.0,0.0,1.25,0.5,9.0,1.75,5.0,7.75,16.0,26.5
20160918HOU,2016-09-18 13:02:00,HOU,KAN,7,8.25,5.75,6.5,4.25,0.0,0.25,0.0,0.0,82.5,53.75,12.0,8.75,0.25,0.25,0.75,0.5,8.25,4.0,4.75,8.75,20.75,32.25
20160918NYG,2016-09-18 13:03:00,NYG,NOR,3,8.5,5.0,6.75,4.5,0.5,0.25,0.25,0.0,104.75,50.75,10.5,7.0,0.0,0.25,0.25,0.5,1.0,1.0,5.5,6.0,22.0,28.25
20160918CLE,2016-09-18 13:02:00,CLE,BAL,-5,3.25,2.5,4.5,3.5,0.25,0.5,0.25,0.0,56.25,42.0,8.25,6.5,0.0,0.25,1.0,0.75,8.25,5.5,7.0,5.25,20.75,30.0
20160918MIN,2016-09-18 20:32:00,MIN,GNB,3,6.75,6.25,4.5,3.75,0.25,0.0,0.0,0.0,49.75,59.0,8.5,8.25,0.0,0.0,0.25,0.0,0.0,0.0,6.25,7.0,23.75,16.25
20160918CAR,2016-09-18 13:03:00,CAR,SFO,19,7.0,5.0,7.0,5.25,0.5,0.0,0.25,0.0,42.5,44.0,8.75,8.25,0.0,0.25,0.0,0.75,0.0,4.5,10.5,8.0,37.5,39.25
20160918DET,2016-09-18 13:02:00,DET,TEN,-1,4.0,9.75,4.75,7.0,0.5,0.0,0.5,0.0,63.0,83.0,10.25,9.75,0.25,0.0,0.5,0.25,4.75,2.0,5.5,6.0,16.0,29.0
20160918LAR,2016-09-18 16:08:00,LAR,SEA,6,3.0,0.0,5.25,2.5,0.25,0.0,0.25,0.0,60.0,30.0,10.75,8.75,0.25,0.5,0.75,0.5,4.5,2.5,8.0,5.75,28.0,16.25
20160918DEN,2016-09-18 16:25:00,DEN,IND,14,8.75,5.25,6.25,5.25,0.0,0.25,0.0,0.25,92.0,39.75,11.75,6.5,0.0,0.5,0.5,0.5,4.25,4.75,4.75,7.25,20.5,37.0
20160918ARI,2016-09-18 13:05:00,ARI,TAM,33,7.75,5.25,5.0,5.25,0.0,0.25,0.0,0.0,70.25,63.0,8.0,9.25,0.25,0.0,0.0,0.75,0.0,4.75,7.0,4.75,22.5,23.0
20160918PIT,2016-09-18 13:02:00,PIT,CIN,8,5.75,9.5,4.5,5.75,0.0,0.5,0.0,0.0,81.0,72.5,7.5,9.25,0.25,0.25,1.75,0.25,10.5,2.5,4.75,7.5,14.25,36.75
20160919CHI,2016-09-19 20:30:00,CHI,PHI,-15,7.25,3.5,5.75,3.5,0.5,0.5,0.0,0.0,67.5,46.25,9.25,7.25,0.0,0.25,0.5,1.25,2.0,7.75,8.5,5.0,33.25,18.25
20160922NWE,2016-09-22 20:26:00,NWE,HOU,27,8.4,10.8,6.4,9.600000000000001,0.2,1.2000000000000002,0.0,0.6000000000000001,93.80000000000001,111.80000000000001,13.600000000000001,13.600000000000001,0.6000000000000001,0.0,0.8,0.8,6.0,5.800000000000001,13.8,13.8,45.2,53.400000000000006
20160925SEA,2016-09-25 16:05:00,SEA,SFO,19,11.0,3.0000000000000004,8.8,7.6000000000000005,0.6000000000000001,0.8,0.4,0.4,81.4,95.80000000000001,14.2,15.6,0.4,0.2,0.4,1.0,1.2000000000000002,6.6,13.600000000000001,11.200000000000001,43.0,35.800000000000004
20160925NYG,2016-09-25 13:02:00,NYG,WAS,-2,7.800000000000001,7.2,8.4,8.0,0.2,0.8,0.0,0.6000000000000001,135.8,111.20000000000002,17.8,13.8,0.6000000000000001,0.2,0.4,0.8,2.8000000000000003,3.8,5.800000000000001,11.200000000000001,27.400000000000002,35.400000000000006
20160925BUF,2016-09-25 13:02:00,BUF,ARI,15,12.2,7.6000000000000005,8.2,5.4,0.2,0.2,0.0,0.0,112.60000000000001,80.4,14.200000000000001,10.600000000000001,0.0,0.2,0.8,0.4,4.6000000000000005,3.2,9.8,8.600000000000001,39.400000000000006,30.2
20160925TEN,2016-09-25 13:02:00,TEN,OAK,-7,12.600000000000001,6.4,10.8,8.200000000000001,0.4,0.6000000000000001,0.0,0.4,123.60000000000001,95.20000000000002,16.6,14.8,0.0,0.4,0.2,1.0,0.0,6.6000000000000005,10.2,9.200000000000001,64.4,40.6
20160925TAM,2016-09-25 16:05:00,TAM,LAR,-5,1.8,7.6000000000000005,5.4,8.2,0.0,0.2,0.0,0.2,67.80000000000001,100.4,13.0,16.8,0.4,1.0,1.0,0.6000000000000001,6.0,4.4,9.600000000000001,9.8,25.8,35.0
20160925MIA,2016-09-25 13:02:00,MIA,CLE,6,6.0,6.800000000000001,6.200000000000001,6.800000000000001,1.0,1.0,0.0,0.4,82.0,107.4,11.8,14.8,0.6000000000000001,0.4,1.2000000000000002,1.0,8.0,7.2,8.8,7.2,53.0,26.8
20160925CIN,2016-09-25 13:02:00,CIN,DEN,-12,11.0,7.800000000000001,9.0,7.800000000000001,0.2,0.4,0.2,0.4,85.0,138.0,11.8,16.8,0.6000000000000001,0.2,0.6000000000000001,1.6,3.8000000000000003,8.4,12.0,7.4,56.400000000000006,20.6
20160925IND,2016-09-25 16:25:00,IND,SDG,4,13.0,11.0,10.0,8.8,0.2,0.2,0.2,0.2,88.0,107.60000000000001,12.2,17.4,0.0,0.2,0.8,1.4,4.6,8.8,13.4,8.0,61.0,33.0
20160925DAL,2016-09-25 20:31:00,DAL,CHI,14,5.6000000000000005,9.200000000000001,6.0,9.600000000000001,0.8,0.4,0.4,0.2,81.0,101.0,11.600000000000001,15.0,0.4,0.0,1.6,0.8,9.2,2.8000000000000003,7.6,12.0,27.400000000000002,40.60000000000001
20160925KAN,2016-09-25 16:26:00,KAN,NYJ,21,11.8,9.0,10.0,8.0,0.6000000000000001,0.6000000000000001,0.2,0.6000000000000001,111.6,100.4,13.8,17.0,0.2,0.2,0.4,1.4000000000000001,1.0,9.4,13.2,7.6000000000000005,55.0,40.400000000000006
20160925JAX,2016-09-25 13:02:00,JAX,BAL,-2,7.6,7.4,8.0,8.0,0.2,0.4,0.2,0.2,105.4,123.80000000000001,15.600000000000001,17.8,0.4,0.6000000000000001,0.8,1.0,6.6000000000000005,6.0,10.8,7.4,32.6,23.400000000000002
20160925GNB,2016-09-25 13:02:00,GNB,DET,7,10.8,8.200000000000001,10.0,7.6,0.0,1.0,0.0,0.4,114.0,75.80000000000001,15.8,14.0,0.2,0.2,1.0,1.2,6.0,6.6000000000000005,9.400000000000002,9.600000000000001,50.60000000000001,35.6
20160925PHI,2016-09-25 16:25:00,PHI,PIT,31,12.400000000000002,11.600000000000001,8.4,8.8,0.4,0.4,0.0,0.0,108.0,90.0,14.8,14.200000000000001,0.6000000000000001,0.0,0.4,0.8,3.8,3.6,13.2,13.200000000000001,54.2,46.6
20160925CAR,2016-09-25 13:02:00,CAR,MIN,-12,8.4,13.200000000000001,6.0,9.4,0.4,0.6000000000000001,0.2,0.6000000000000001,98.0,105.80000000000001,12.8,14.600000000000001,0.0,0.4,0.8,0.8,6.4,3.6,10.0,13.8,19.0,66.60000000000001
20160926NOR,2016-09-26 20:30:00,NOR,ATL,-13,11.8,9.4,9.200000000000001,8.600000000000001,0.0,0.4,0.0,0.2,142.20000000000002,133.20000000000002,14.600000000000001,17.200000000000003,0.2,0.0,0.8,0.6000000000000001,3.8000000000000007,4.0,10.200000000000001,7.0,38.2,25.800000000000004
20160929CIN,2016-09-29 20:26:00,CIN,MIA,15,10.666666666666668,9.333333333333334,9.5,9.833333333333334,1.0,0.5,0.5,0.5,141.33333333333334,146.5,18.833333333333336,19.166666666666668,0.6666666666666667,0.33333333333333337,1.0,2.0,7.333333333333333,9.833333333333334,10.166666666666666,11.0,41.5,41.0
20161002HOU,2016-10-02 13:02:00,HOU,TEN,7,7.0,7.000000000000001,10.000000000000002,8.5,0.8333333333333335,0.5,0.5,0.3333333333333333,114.66666666666669,107.33333333333334,17.833333333333336,18.166666666666668,0.6666666666666667,0.6666666666666667,1.0,1.0,5.833333333333334,8.5,12.5,16.0,64.0,55.833333333333336
20161002NWE,2016-10-02 13:02:00,NWE,BUF,-16,11.833333333333334,13.500000000000002,7.166666666666668,10.500000000000002,0.6666666666666667,1.166666666666667,0.0,0.5000000000000001,81.83333333333334,109.33333333333334,13.000000000000002,14.500000000000002,0.33333333333333337,0.0,1.0,0.8333333333333334,7.666666666666667,5.833333333333334,12.5,18.0,59.83333333333333,75.33333333333334
20161002NYJ,2016-10-02 13:03:00,NYJ,SEA,-10,8.666666666666666,10.333333333333334,9.333333333333334,11.166666666666668,0.8333333333333334,1.0,0.5,0.5,128.33333333333334,124.33333333333333,18.333333333333332,18.833333333333336,0.33333333333333337,1.1666666666666667,1.1666666666666667,0.33333333333333337,8.333333333333332,0.8333333333333334,14.5,14.666666666666666,51.0,65.33333333333334
20161002JAX,2016-10-02 09:35:00,JAX,IND,3,13.5,9.0,11.333333333333334,9.0,0.5,0.33333333333333337,0.33333333333333337,0.16666666666666669,142.5,131.16666666666669,20.666666666666664,21.166666666666668,0.33333333333333337,1.0,1.5,1.5,9.666666666666668,9.333333333333332,11.0,9.666666666666668,43.0,27.500000000000004
20161002CHI,2016-10-02 13:00:00,CHI,DET,3,13.500000000000002,7.5,12.0,8.5,0.0,1.3333333333333335,0.0,0.6666666666666667,156.33333333333331,119.5,20.0,17.833333333333336,0.33333333333333337,0.33333333333333337,1.3333333333333335,1.5000000000000002,7.833333333333333,8.5,11.666666666666668,8.666666666666666,50.500000000000014,35.833333333333336
20161002ATL,2016-10-02 13:04:00,ATL,CAR,15,12.666666666666668,17.333333333333336,10.833333333333334,12.0,0.5000000000000001,0.0,0.5000000000000001,0.0,121.66666666666669,156.0,18.166666666666668,17.166666666666668,0.8333333333333334,0.16666666666666669,2.0,1.0,13.666666666666666,5.666666666666668,16.166666666666668,13.666666666666668,73.0,68.0
20161002SFO,2016-10-02 16:25:00,SFO,DAL,-7,12.833333333333334,12.166666666666668,12.166666666666668,9.333333333333334,0.5,0.6666666666666667,0.33333333333333337,0.33333333333333337,125.5,87.66666666666667,16.5,16.0,0.0,0.5,0.6666666666666667,0.33333333333333337,2.3333333333333335,1.0000000000000002,16.833333333333332,16.5,67.0,58.333333333333336
20161002BAL,2016-10-02 13:02:00,BAL,OAK,-1,13.333333333333336,9.5,11.833333333333336,9.666666666666668,0.33333333333333337,0.5,0.0,0.33333333333333337,143.83333333333334,121.0,19.666666666666668,19.666666666666668,0.16666666666666666,0.6666666666666667,0.33333333333333337,1.0,0.6666666666666666,8.0,12.666666666666666,12.666666666666668,74.16666666666667,41.16666666666667
20161002ARI,2016-10-02 16:25:00,ARI,LAR,-4,7.666666666666666,13.166666666666666,7.500000000000001,11.0,0.16666666666666666,0.6666666666666667,0.16666666666666666,0.16666666666666666,87.00000000000001,137.16666666666669,15.166666666666668,20.166666666666664,0.5,0.6666666666666666,1.0,1.5,6.166666666666666,8.333333333333334,13.500000000000002,11.833333333333334,44.33333333333333,47.50000000000001
20161002WAS,2016-10-02 13:05:00,WAS,CLE,11,9.0,11.333333333333334,8.666666666666668,10.333333333333334,1.3333333333333335,0.6666666666666667,0.16666666666666666,0.16666666666666666,111.83333333333334,165.33333333333334,16.166666666666668,20.833333333333336,0.5000000000000001,0.5000000000000001,1.666666666666667,0.6666666666666667,9.666666666666668,4.666666666666666,12.666666666666668,9.833333333333334,72.33333333333334,37.833333333333336
20161002TAM,2016-10-02 16:05:00,TAM,DEN,-20,14.0,11.666666666666668,11.0,11.833333333333332,0.33333333333333337,0.5,0.33333333333333337,0.33333333333333337,121.33333333333334,148.5,15.666666666666668,23.666666666666668,0.5000000000000001,1.0,0.8333333333333335,0.8333333333333335,4.666666666666667,6.333333333333334,13.833333333333332,11.833333333333334,55.66666666666667,43.0
20161002PIT,2016-10-02 20:30:00,PIT,KAN,29,11.5,10.833333333333336,9.666666666666668,9.5,0.6666666666666667,0.6666666666666667,0.6666666666666667,0.16666666666666666,120.5,127.0,19.666666666666668,19.666666666666668,0.16666666666666669,0.6666666666666667,1.5,1.0,10.5,9.0,10.833333333333334,12.666666666666666,45.66666666666667,50.00000000000001
20161002SDG,2016-10-02 16:25:00,SDG,NOR,-1,13.166666666666668,14.5,12.5,11.166666666666668,0.5,0.8333333333333333,0.33333333333333337,0.6666666666666667,170.83333333333334,125.83333333333334,23.333333333333336,16.666666666666664,0.16666666666666666,0.0,0.8333333333333335,1.0,6.166666666666666,5.666666666666666,9.666666666666668,14.0,40.66666666666667,57.0
20161003MIN,2016-10-03 20:35:00,MIN,NYG,14,10.5,10.666666666666668,11.333333333333332,7.166666666666666,1.1666666666666667,0.5,0.6666666666666667,0.16666666666666669,148.83333333333334,107.16666666666667,17.833333333333336,15.333333333333334,0.5,0.0,1.0,1.0,5.333333333333333,8.333333333333334,12.833333333333334,12.333333333333334,49.50000000000001,25.5
20161006SFO,2016-10-06 20:27:00,SFO,ARI,-12,13.142857142857144,12.85714285714286,13.142857142857142,10.000000000000002,0.8571428571428572,0.5714285714285715,0.42857142857142855,0.28571428571428575,160.71428571428572,102.14285714285715,24.0,17.0,1.0,0.5714285714285714,1.7142857142857144,0.4285714285714286,10.42857142857143,1.8571428571428574,13.714285714285715,18.285714285714285,57.571428571428584,65.14285714285715
20161009OAK,2016-10-09 16:25:00,OAK,SDG,3,17.285714285714285,15.42857142857143,12.571428571428573,12.000000000000004,1.2857142857142856,0.4285714285714286,0.8571428571428572,0.14285714285714285,151.8571428571429,151.71428571428572,20.428571428571427,21.857142857142858,0.14285714285714285,0.14285714285714285,1.2857142857142858,0.28571428571428575,6.7142857142857135,0.5714285714285714,15.0,13.571428571428571,54.28571428571429,72.42857142857144
20161009DEN,2016-10-09 16:05:00,DEN,ATL,-7,21.714285714285715,15.857142857142858,13.857142857142858,12.571428571428571,0.0,0.28571428571428575,0.0,0.28571428571428575,202.42857142857144,135.14285714285717,20.000000000000004,17.857142857142858,0.2857142857142857,0.4285714285714287,1.2857142857142858,1.2857142857142858,8.000000000000002,6.857142857142858,15.285714285714286,16.42857142857143,71.14285714285715,60.42857142857144
20161009IND,2016-10-09 13:02:00,IND,CHI,6,8.857142857142858,15.42857142857143,10.571428571428573,13.0,1.142857142857143,0.5714285714285714,0.5714285714285715,0.28571428571428575,144.42857142857144,149.2857142857143,20.42857142857143,23.714285714285715,0.28571428571428575,0.4285714285714286,1.5714285714285716,2.142857142857143,8.428571428571429,14.571428571428573,11.571428571428571,13.0,47.0,50.28571428571429
20161009PIT,2016-10-09 13:02:00,PIT,NYJ,18,11.285714285714286,15.42857142857143,12.42857142857143,10.714285714285715,1.0,0.7142857142857144,0.4285714285714286,0.14285714285714285,141.85714285714286,149.85714285714286,22.000000000000004,20.714285714285715,1.4285714285714288,0.5714285714285715,0.8571428571428572,1.1428571428571428,2.7142857142857144,9.571428571428573,15.428571428571427,14.571428571428571,64.2857142857143,64.14285714285715
20161009CLE,2016-10-09 13:02:00,CLE,NWE,-20,11.571428571428573,10.571428571428573,10.85714285714286,11.142857142857144,1.7142857142857144,1.5714285714285716,0.5714285714285716,0.42857142857142855,120.42857142857143,126.85714285714288,16.28571428571429,19.571428571428573,0.0,0.5714285714285716,1.142857142857143,1.5714285714285716,7.571428571428572,9.142857142857144,18.571428571428573,14.85714285714286,77.42857142857144,85.2857142857143
20161009DAL,2016-10-09 16:25:00,DAL,CIN,14,11.142857142857144,14.42857142857143,11.142857142857142,14.142857142857144,0.7142857142857143,0.4285714285714286,0.4285714285714286,0.28571428571428575,166.2857142857143,141.0,20.857142857142858,18.714285714285715,0.28571428571428575,0.0,1.8571428571428572,0.8571428571428572,10.0,3.571428571428572,14.714285714285715,20.0,46.142857142857146,85.14285714285714
20161009BAL,2016-10-09 13:03:00,BAL,WAS,-6,14.142857142857142,12.0,12.285714285714286,11.857142857142858,0.7142857142857144,0.8571428571428572,0.14285714285714285,0.4285714285714286,164.0,144.0,21.71428571428572,24.285714285714285,0.5714285714285716,0.5714285714285715,1.0,1.1428571428571428,7.857142857142857,9.142857142857142,12.142857142857142,14.571428571428573,53.14285714285714,53.85714285714286
20161009GNB,2016-10-09 20:30:00,GNB,NYG,7,10.428571428571429,12.5,12.285714285714285,9.166666666666666,1.142857142857143,0.8333333333333334,0.7142857142857144,0.33333333333333337,164.85714285714286,96.66666666666669,21.714285714285715,15.666666666666668,0.5714285714285714,0.16666666666666669,0.8571428571428572,1.3333333333333333,4.571428571428571,6.166666666666668,13.571428571428573,12.000000000000002,53.571428571428584,50.16666666666667
20161009MIA,2016-10-09 13:02:00,MIA,TEN,-13,8.857142857142858,10.142857142857144,10.857142857142858,9.285714285714286,0.8571428571428572,1.0,0.4285714285714286,0.5714285714285714,126.2857142857143,144.0,19.42857142857143,19.714285714285715,0.7142857142857144,0.7142857142857144,1.0,1.5714285714285714,5.857142857142858,10.428571428571427,15.285714285714286,10.571428571428573,72.57142857142857,44.42857142857143
20161009LAR,2016-10-09 16:25:00,LAR,BUF,-11,12.42857142857143,9.0,9.571428571428573,8.142857142857144,0.5714285714285715,0.2857142857142857,0.0,0.2857142857142857,105.0,109.85714285714286,16.714285714285715,17.28571428571429,0.28571428571428575,0.4285714285714286,1.1428571428571428,1.1428571428571428,6.857142857142858,8.0,15.285714285714286,14.857142857142858,70.42857142857143,43.857142857142854
20161009MIN,2016-10-09 13:05:00,MIN,HOU,18,9.857142857142858,12.571428571428573,10.285714285714286,9.285714285714286,0.4285714285714286,0.4285714285714286,0.2857142857142857,0.14285714285714288,126.85714285714286,129.28571428571428,20.857142857142858,18.285714285714285,0.8571428571428572,0.0,1.0,0.8571428571428572,8.714285714285715,7.142857142857144,17.142857142857142,15.285714285714288,64.28571428571429,36.714285714285715
20161009DET,2016-10-09 13:02:00,DET,PHI,1,15.333333333333334,13.571428571428573,11.5,12.571428571428573,0.5,0.0,0.0,0.0,125.16666666666666,162.14285714285714,17.0,22.28571428571429,0.0,0.5714285714285714,0.6666666666666667,1.4285714285714288,3.0,9.0,16.0,12.571428571428573,59.66666666666667,52.71428571428573
20161010CAR,2016-10-10 20:04:00,CAR,TAM,-3,11.000000000000002,15.571428571428573,12.285714285714285,12.142857142857142,0.7142857142857143,0.4285714285714287,0.4285714285714286,0.4285714285714287,147.71428571428572,151.2857142857143,25.28571428571429,22.42857142857143,1.1428571428571428,1.0,1.4285714285714286,1.8571428571428572,10.571428571428573,12.857142857142858,13.857142857142858,16.000000000000004,47.142857142857146,69.57142857142858
20161013SDG,2016-10-13 20:25:00,SDG,DEN,8,15.875,19.0,13.25,13.125000000000002,0.625,1.75,0.25000000000000006,1.0,141.12500000000003,176.75000000000003,20.0,21.625,0.5000000000000001,0.375,1.875,1.375,11.0,6.874999999999999,17.375,15.5,63.37500000000001,56.50000000000001
20161016TEN,2016-10-16 13:02:00,TEN,CLE,2,10.875000000000002,11.5,11.875000000000002,12.375,1.6250000000000002,0.875,0.375,0.375,140.375,130.875,21.5,20.625,0.6250000000000002,0.6250000000000001,1.6250000000000002,0.875,9.750000000000002,5.125,15.750000000000002,18.5,78.00000000000001,92.875
20161016WAS,2016-10-16 13:03:00,WAS,PHI,7,16.42857142857143,14.375,12.428571428571429,13.0,0.7142857142857143,0.8750000000000001,0.14285714285714285,0.25,140.14285714285714,174.75,19.28571428571429,24.125000000000004,0.14285714285714285,0.6250000000000002,1.0,1.0,3.7142857142857144,8.125,16.714285714285715,13.125,67.71428571428572,54.0
20161016OAK,2016-10-16 16:05:00,OAK,KAN,-16,11.857142857142858,17.75,11.428571428571429,12.875000000000004,1.0,0.375,0.7142857142857144,0.125,141.85714285714286,170.25,24.0,24.125,0.2857142857142857,0.25,1.8571428571428572,0.625,11.428571428571429,2.625,11.857142857142858,15.0,51.571428571428584,74.50000000000001
20161016NYG,2016-10-16 13:02:00,NYG,BAL,4,11.75,11.125,12.625,12.5,0.875,1.1250000000000002,0.5,0.7500000000000001,149.5,166.5,27.125,23.375,0.5000000000000001,0.5,1.375,1.25,10.75,6.625,15.125000000000002,13.750000000000002,61.875,52.250000000000014
20161016MIA,2016-10-16 13:02:00,MIA,PIT,15,17.375,11.000000000000002,13.125,9.125,0.8750000000000001,0.875,0.25,0.5,178.0,144.625,24.0,19.5,0.5000000000000001,0.8750000000000001,1.125,2.125,9.000000000000002,14.374999999999998,15.75,11.375000000000002,63.75000000000001,45.25
20161016BUF,2016-10-16 13:02:00,BUF,SFO,29,13.875000000000002,14.625000000000002,11.875000000000002,10.250000000000002,0.7500000000000001,0.6250000000000001,0.37500000000000006,0.0,106.25000000000001,105.875,18.75,17.5,0.75,0.25000000000000006,1.25,1.25,5.0,7.5,20.5,16.75,75.875,85.75
20161016SEA,2016-10-16 16:26:00,SEA,ATL,2,21.875,11.285714285714285,14.5,11.000000000000002,0.125,0.7142857142857144,0.125,0.4285714285714286,208.375,151.14285714285717,21.000000000000004,20.285714285714285,0.25,0.28571428571428575,1.375,1.285714285714286,9.125000000000002,10.142857142857142,17.375,16.142857142857142,77.5,53.142857142857146
20161016CHI,2016-10-16 13:02:00,CHI,JAX,-1,12.0,10.625,11.0,12.375000000000002,0.4285714285714286,1.3750000000000002,0.14285714285714288,0.6250000000000001,140.2857142857143,176.0,22.85714285714286,23.25,0.8571428571428572,0.25000000000000006,1.7142857142857144,1.3750000000000002,9.714285714285714,7.375,12.428571428571429,12.5,43.0,56.75
20161016HOU,2016-10-16 20:32:00,HOU,IND,3,17.125,10.25,13.875,11.0,0.75,0.5,0.25000000000000006,0.25,167.87500000000003,130.375,25.625,23.5,0.375,0.875,2.5,1.375,15.750000000000002,11.25,14.0,16.75,56.25000000000001,63.62500000000001
20161016NWE,2016-10-16 13:02:00,NWE,CIN,18,11.500000000000002,14.250000000000002,13.125,12.500000000000002,0.625,1.5,0.375,0.5000000000000002,176.62500000000003,155.75,23.375,19.375,0.25000000000000006,0.0,2.125,1.1250000000000002,11.25,7.000000000000001,15.25,20.625,52.375,80.00000000000001
20161016NOR,2016-10-16 13:03:00,NOR,CAR,3,15.375000000000002,16.28571428571429,13.125,13.714285714285715,0.6250000000000001,0.4285714285714286,0.6250000000000001,0.28571428571428575,167.12500000000003,173.85714285714286,23.125,25.142857142857146,1.125,0.42857142857142855,1.625,1.0,11.25,7.428571428571429,17.125000000000004,13.142857142857142,77.87500000000001,46.714285714285715
