Key,Datetime,Home,Away,Spread,APts,HPts,AFD,HFD,AFum,HFum,AFumL,HFumL,APY,HPY,APA,HPA,API,HPI,APS,HPS,APSY,HPSY,ARA,HRA,ARY,HRY,ADaysSLG,HDaysSLG,Aqb_relinquished,Hqb_relinquished,Arb_relinquished,Hrb_relinquished,Awrte_relinquished,Hwrte_relinquished,Aqb_val_lost,Hqb_val_lost,Arb_val_lost,Hrb_val_lost,Awrte_val_lost,Hwrte_val_lost,Anon_key_relinquished,Hnon_key_relinquished,AZDiff,H_LWGAdv,Turf,Grass,Hybrid,Roof_Open,Roof_Fixed,Roof_Retract
20140921BUF,2014-09-21 13:02:00,BUF,SDG,-12,23.2,24.200000000000003,8.2,5.6,1.0,0.2,0.0,0.0,243.8,214.8,35.6,30.6,0.5,0.5,0.2,0.2,1.6,1.2000000000000002,29.6,30.6,99.60000000000001,130.20000000000002,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.18303666301819702,0.0,0.0,0.0,1.0,1.0,3,0.0,1,0,0,1,0,0
20140921NYG,2014-09-21 13:02:00,NYG,HOU,13,23.2,19.400000000000002,7.2,8.0,0.6000000000000001,0.4,0.2,0.4,210.00000000000003,221.8,29.200000000000003,35.400000000000006,0.30000000000000004,1.1,0.0,0.8,0.0,7.200000000000001,33.400000000000006,27.200000000000003,129.6,95.80000000000001,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1,1.0,1,0,0,1,0,0
20140921SEA,2014-09-21 16:25:00,SEA,DEN,6,24.8,25.2,8.600000000000001,7.800000000000001,0.4,0.8,0.0,0.4,240.20000000000002,215.20000000000002,33.400000000000006,31.6,0.30000000000000004,0.30000000000000004,0.4,0.6000000000000001,3.0,4.4,27.6,27.400000000000002,107.0,132.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1,-1.0,1,0,0,1,0,0
20140921NOR,2014-09-21 13:03:00,NOR,MIN,11,22.0,25.400000000000002,7.0,11.2,0.6000000000000001,0.4,0.0,0.4,207.6,252.20000000000002,33.2,37.400000000000006,1.1,0.7,1.2000000000000002,0.4,7.800000000000001,2.8000000000000003,27.6,28.4,116.8,131.60000000000002,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0890266675057381,0.0,0.0,0.0,3.0,0,-1.0,1,0,0,0,1,0
20140921ARI,2014-09-21 16:05:00,ARI,SFO,9,23.400000000000002,22.400000000000002,7.6000000000000005,8.600000000000001,0.4,0.4,0.2,0.4,225.8,228.20000000000002,32.400000000000006,34.2,0.9000000000000001,0.30000000000000004,1.0,1.2000000000000002,5.0,7.0,28.800000000000004,28.200000000000003,119.80000000000001,115.60000000000001,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1,-1.0,0,1,0,0,0,1
20140921CIN,2014-09-21 13:02:00,CIN,TEN,26,21.0,23.200000000000003,7.4,7.4,0.4,0.0,0.0,0.0,236.00000000000003,261.6,34.400000000000006,33.400000000000006,0.7000000000000001,0.30000000000000004,1.2000000000000002,0.0,5.000000000000001,0.0,27.6,31.6,117.80000000000001,118.80000000000001,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1,0,0,1,0,0
20140921CLE,2014-09-21 13:02:00,CLE,BAL,-2,22.2,24.400000000000002,10.2,9.200000000000001,0.4,0.0,0.2,0.0,240.0,221.00000000000003,39.2,35.2,0.5,0.30000000000000004,0.6000000000000001,0.8,3.2,5.200000000000001,28.6,29.6,119.20000000000002,131.6,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,1,0,1,0,0
20140921JAX,2014-09-21 13:02:00,JAX,IND,-27,24.0,19.2,9.8,5.2,0.6000000000000001,0.2,0.2,0.2,246.20000000000002,214.0,38.400000000000006,35.2,0.9000000000000001,0.5,0.6000000000000001,2.6,3.2,18.8,27.800000000000004,24.200000000000003,113.60000000000002,86.80000000000001,6.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,-1.0,0,1,0,1,0,0
20140922NYJ,2014-09-22 20:30:00,NYJ,CHI,-8,23.400000000000002,22.400000000000002,9.600000000000001,7.800000000000001,0.4,0.6000000000000001,0.2,0.2,243.20000000000002,212.2,37.6,33.2,0.7000000000000001,0.7,0.6000000000000001,0.8,2.8000000000000003,8.2,24.4,31.6,95.4,140.8,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,0.0,1,0,0,1,0,0
20140925WAS,2014-09-25 20:26:00,WAS,NYG,-31,21.166666666666668,25.0,11.0,13.166666666666668,0.6666666666666667,0.6666666666666667,0.5,0.33333333333333337,222.5,271.83333333333337,34.16666666666667,37.66666666666667,0.9166666666666667,0.41666666666666674,0.8333333333333334,1.0000000000000002,7.333333333333334,9.333333333333334,29.66666666666667,30.0,112.0,125.16666666666667,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.84387149784392,0.0,0.0,0.0,0.0,2.0,2.0,-3,-1.0,0,1,0,1,0,0
