Key,Datetime,Home,Away,Spread,APts,HPts,AFD,HFD,AFum,HFum,AFumL,HFumL,APY,HPY,APA,HPA,API,HPI,APS,HPS,APSY,HPSY,ARA,HRA,ARY,HRY,ADaysSLG,HDaysSLG,Aqb_relinquished,Hqb_relinquished,Arb_relinquished,Hrb_relinquished,Awrte_relinquished,Hwrte_relinquished,Aqb_val_lost,Hqb_val_lost,Arb_val_lost,Hrb_val_lost,Awrte_val_lost,Hwrte_val_lost,Anon_key_relinquished,Hnon_key_relinquished,AZDiff,H_LWGAdv,Turf,Grass,Hybrid,Roof_Open,Roof_Fixed,Roof_Retract
20150910NWE,2015-09-10 20:40:00,NWE,PIT,7,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,235.0,35.0,35.0,0.5,0.5,0.0,0.0,0.0,0.0,29.0,29.0,115.0,115.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,0
20150913NYJ,2015-09-13 13:04:00,NYJ,CLE,21,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,235.0,35.0,35.0,0.5,0.5,0.0,0.0,0.0,0.0,29.0,29.0,115.0,115.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,0,0,1,0,0
20150913STL,2015-09-13 13:00:00,STL,SEA,3,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,235.0,35.0,35.0,0.5,0.5,0.0,0.0,0.0,0.0,29.0,29.0,115.0,115.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,0.0,1,0,0,0,1,0
20150913SDG,2015-09-13 16:05:00,SDG,DET,5,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,235.0,35.0,35.0,0.5,0.5,0.0,0.0,0.0,0.0,29.0,29.0,115.0,115.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,-3,0.0,0,1,0,1,0,0
20150913HOU,2015-09-13 13:02:00,HOU,KAN,-7,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,235.0,35.0,35.0,0.5,0.5,0.0,0.0,0.0,0.0,29.0,29.0,115.0,115.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,1,0,0,0,0,1
20150913JAX,2015-09-13 13:03:00,JAX,CAR,-11,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,235.0,35.0,35.0,0.5,0.5,0.0,0.0,0.0,0.0,29.0,29.0,115.0,115.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0,0.0,0,1,0,1,0,0
20150913WAS,2015-09-13 13:02:00,WAS,MIA,-7,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,235.0,35.0,35.0,0.5,0.5,0.0,0.0,0.0,0.0,29.0,29.0,115.0,115.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,0.0,0,1,0,1,0,0
20150913TAM,2015-09-13 16:25:00,TAM,TEN,-28,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,235.0,35.0,35.0,0.5,0.5,0.0,0.0,0.0,0.0,29.0,29.0,115.0,115.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0,1,0,1,0,0
20150913CHI,2015-09-13 13:00:00,CHI,GNB,-8,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,235.0,35.0,35.0,0.5,0.5,0.0,0.0,0.0,0.0,29.0,29.0,115.0,115.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,1,0,1,0,0
20150913ARI,2015-09-13 16:05:00,ARI,NOR,12,23.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,235.0,35.0,35.0,0.5,0.5,0.0,0.0,0.0,0.0,29.0,29.0,115.0,115.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,-1,0.0,0,1,0,0,0,1
