Key,Datetime,Home,Away,Spread,APts,HPts,AFD,HFD,AFum,HFum,AFumL,HFumL,APY,HPY,APA,HPA,API,HPI,APS,HPS,APSY,HPSY,ARA,HRA,ARY,HRY,AZone,AZoneVal,HZone,HZoneVal,AZDiff,A_DaysSLG,A_LWAwayG,A_LWHomeG,H_DaysSLG,H_LWAwayG,H_LWHomeG,H_LWGAdv,Turf,Grass,Hybrid,Roof_Open,Roof_Fixed,Roof_Retract
20151108SFO,2015-11-08 16:05:00,SFO,ATL,1,19.363636363636367,9.909090909090908,17.727272727272727,11.454545454545455,1.1818181818181817,1.090909090909091,0.6363636363636362,0.18181818181818185,210.0,131.72727272727272,28.36363636363636,22.090909090909093,0.6363636363636364,0.4545454545454545,1.3636363636363635,2.545454545454545,8.09090909090909,15.09090909090909,21.363636363636363,18.727272727272727,91.63636363636364,73.54545454545453,EST,3,PST,0,-3,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151108IND,2015-11-08 16:25:00,IND,DEN,3,16.8,15.727272727272727,13.4,14.727272727272725,0.19999999999999998,1.2727272727272727,0.09999999999999999,0.6363636363636364,178.5,184.27272727272728,26.6,30.272727272727273,1.0999999999999999,1.0909090909090908,1.2000000000000002,1.5454545454545454,7.900000000000001,8.818181818181818,17.5,17.090909090909093,67.0,71.9090909090909,MST,1,EST,3,2,7.0,0.0,1.0,6.0,1.0,0.0,-1.0,1,0,0,0,0,1
20151108NYJ,2015-11-08 13:02:00,NYJ,JAX,5,14.700000000000003,17.199999999999996,13.7,14.899999999999999,0.7999999999999999,0.7000000000000002,0.19999999999999998,0.39999999999999997,172.3,174.40000000000003,27.1,25.7,0.7999999999999999,0.7999999999999999,1.9,0.7000000000000001,8.899999999999999,3.9000000000000004,17.200000000000003,21.3,67.6,89.3,EST,3,EST,3,0,14.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,1,0,0
20151108TAM,2015-11-08 16:05:00,TAM,NYG,-14,19.545454545454543,16.3,14.909090909090908,13.499999999999998,0.7272727272727273,0.8999999999999999,0.2727272727272727,0.39999999999999997,187.6363636363636,155.4,27.27272727272727,21.0,0.3636363636363636,0.7,1.0909090909090908,1.4000000000000001,5.636363636363636,9.4,17.818181818181824,21.3,68.72727272727273,91.9,EST,3,EST,3,0,7.0,1.0,0.0,7.0,1.0,0.0,0.0,0,1,0,1,0,0
20151108PIT,2015-11-08 13:02:00,PIT,OAK,3,17.799999999999997,15.272727272727273,13.799999999999999,13.181818181818183,0.7,0.36363636363636365,0.5,0.09090909090909091,185.90000000000003,162.4545454545455,26.000000000000004,21.90909090909091,0.39999999999999997,0.7272727272727273,1.0,1.909090909090909,7.599999999999999,12.272727272727273,16.299999999999997,18.818181818181813,69.8,91.45454545454545,PST,0,EST,3,3,7.0,0.0,1.0,7.0,0.0,1.0,0.0,0,1,0,1,0,0
20151108NOR,2015-11-08 13:02:00,NOR,TEN,-6,12.5,19.363636363636363,13.799999999999999,17.636363636363637,1.1000000000000003,1.0,0.8,0.5454545454545454,146.79999999999998,235.0,23.5,31.09090909090909,0.8,0.6363636363636364,2.8000000000000003,1.6363636363636362,19.2,11.454545454545455,17.1,19.181818181818183,70.1,72.18181818181819,CST,2,CST,2,0,7.0,1.0,0.0,7.0,0.0,1.0,1.0,1,0,0,0,1,0
20151108CAR,2015-11-08 13:04:00,CAR,GNB,8,17.4,19.1,13.100000000000001,14.599999999999998,0.7000000000000001,0.4,0.19999999999999998,0.3,147.1,143.6,20.4,21.6,0.19999999999999998,0.7999999999999999,1.4,1.3,9.7,8.7,18.900000000000002,23.300000000000004,85.4,100.80000000000001,CST,2,EST,3,1,7.0,1.0,0.0,6.0,0.0,1.0,1.0,0,1,0,1,0,0
20151108NWE,2015-11-08 13:02:00,NWE,WAS,17,14.8,24.900000000000002,14.5,17.5,0.7999999999999999,0.5000000000000002,0.4,0.20000000000000004,168.9,230.50000000000006,26.900000000000002,28.900000000000006,0.8,0.09999999999999999,0.8000000000000002,1.7999999999999998,4.800000000000001,10.5,18.599999999999998,15.4,69.29999999999998,59.7,PST,0,EST,3,3,14.0,0.0,1.0,10.0,0.0,1.0,0.0,1,0,0,1,0,0
20151109SDG,2015-11-09 20:30:00,SDG,CHI,-3,14.0,17.363636363636363,13.600000000000001,17.909090909090907,1.1,0.9090909090909091,0.3,0.5454545454545455,156.20000000000002,245.00000000000006,24.700000000000003,32.18181818181818,0.5000000000000002,0.6363636363636364,1.3,1.727272727272727,6.4,11.0,19.9,17.454545454545457,76.90000000000002,62.81818181818183,CST,2,PST,0,-2,8.0,0.0,1.0,8.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151112NYJ,2015-11-12 20:26:00,NYJ,BUF,-5,19.0,18.181818181818176,13.818181818181818,14.818181818181817,1.1818181818181819,0.7272727272727274,0.36363636363636365,0.3636363636363636,151.9090909090909,182.27272727272728,21.27272727272727,26.454545454545453,0.6363636363636365,0.7272727272727272,2.090909090909091,0.8181818181818181,15.636363636363638,4.545454545454546,21.45454545454545,21.90909090909091,103.0,83.81818181818181,EST,3,EST,3,0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,1,0,0,1,0,0
20151115DEN,2015-11-15 16:30:00,DEN,KAN,-16,17.727272727272727,17.454545454545453,14.545454545454547,13.636363636363637,0.7272727272727272,0.1818181818181818,0.45454545454545475,0.0909090909090909,164.8181818181818,187.1818181818182,24.545454545454547,27.454545454545457,0.2727272727272727,1.1818181818181817,2.6363636363636367,1.1818181818181819,14.545454545454545,7.818181818181819,18.636363636363637,17.18181818181818,86.36363636363635,64.0909090909091,CST,2,MST,1,-1,14.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151115NYG,2015-11-15 16:31:00,NYG,NWE,-1,25.09090909090909,20.583333333333332,18.363636363636363,15.666666666666666,0.6363636363636366,0.75,0.27272727272727276,0.24999999999999997,236.72727272727278,189.74999999999997,29.818181818181824,28.33333333333333,0.18181818181818182,0.4999999999999999,1.6363636363636362,0.9999999999999999,9.545454545454545,5.166666666666666,17.363636363636363,19.08333333333334,68.9090909090909,72.5,EST,3,EST,3,0,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,1,0,0
20151115PIT,2015-11-15 13:04:00,PIT,CLE,21,14.75,17.166666666666668,13.500000000000004,14.333333333333334,1.4166666666666665,0.41666666666666663,0.9999999999999999,0.16666666666666666,189.58333333333334,182.41666666666669,28.08333333333333,24.25,0.4166666666666667,0.75,2.5,1.833333333333333,15.249999999999996,12.166666666666666,17.666666666666668,19.749999999999993,61.75000000000001,100.08333333333333,EST,3,EST,3,0,10.0,1.0,0.0,7.0,0.0,1.0,1.0,0,1,0,1,0,0
20151115WAS,2015-11-15 13:05:00,WAS,NOR,33,20.083333333333332,14.363636363636363,18.666666666666668,14.636363636363637,1.0,0.909090909090909,0.5833333333333333,0.4545454545454546,245.0,172.9090909090909,31.749999999999996,28.090909090909093,0.6666666666666666,0.8181818181818182,1.833333333333333,0.8181818181818183,13.166666666666666,4.7272727272727275,19.833333333333336,18.27272727272727,71.25,66.36363636363635,CST,2,PST,0,-2,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151115STL,2015-11-15 13:00:00,STL,CHI,-24,14.727272727272727,13.909090909090908,14.636363636363638,11.090909090909092,1.0909090909090908,0.9090909090909091,0.36363636363636365,0.45454545454545464,172.63636363636363,128.8181818181818,26.090909090909093,20.18181818181818,0.5454545454545456,0.45454545454545453,1.2727272727272727,1.0909090909090908,6.545454545454546,7.363636363636363,20.727272727272727,20.181818181818183,79.81818181818183,98.54545454545455,CST,2,CST,2,0,6.0,1.0,0.0,7.0,1.0,0.0,0.0,1,0,0,0,1,0
20151115OAK,2015-11-15 16:05:00,OAK,MIN,-16,15.272727272727273,19.363636363636363,13.90909090909091,14.727272727272725,1.0,1.0909090909090908,0.2727272727272727,0.7272727272727273,137.36363636363635,196.3636363636364,21.636363636363637,27.63636363636364,0.5454545454545454,0.4545454545454545,1.9090909090909087,0.9090909090909091,15.818181818181822,6.909090909090907,21.90909090909091,17.090909090909086,96.54545454545456,76.0909090909091,CST,2,PST,0,-2,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151115PHI,2015-11-15 13:05:00,PHI,MIA,-1,15.545454545454543,17.545454545454547,15.272727272727275,15.909090909090908,1.0,0.7272727272727272,0.2727272727272727,0.45454545454545453,185.0,178.0,27.27272727272727,28.181818181818183,0.8181818181818181,0.9090909090909091,2.090909090909091,1.2727272727272725,20.272727272727273,9.363636363636363,15.363636363636363,20.454545454545457,75.27272727272727,88.45454545454545,EST,3,EST,3,0,7.0,1.0,0.0,7.0,1.0,0.0,0.0,0,0,1,1,0,0
20151115SEA,2015-11-15 20:35:00,SEA,ARI,-7,23.909090909090907,15.181818181818183,16.545454545454543,13.363636363636362,1.3636363636363635,0.5454545454545454,0.7272727272727273,0.3636363636363636,212.81818181818184,155.3636363636364,24.0,21.27272727272727,0.5454545454545454,0.5454545454545454,1.0,2.818181818181818,4.999999999999999,15.363636363636362,20.18181818181818,22.272727272727273,90.72727272727273,101.45454545454544,MST,1,PST,0,-1,14.0,1.0,0.0,14.0,1.0,0.0,0.0,1,0,0,1,0,0
20151115TEN,2015-11-15 13:03:00,TEN,CAR,-17,20.727272727272727,14.454545454545453,15.090909090909088,14.818181818181817,0.36363636363636365,1.181818181818182,0.2727272727272727,0.8181818181818182,157.54545454545453,167.18181818181816,22.363636363636363,24.90909090909091,0.8181818181818181,0.7272727272727273,1.1818181818181819,2.5454545454545454,7.909090909090908,17.454545454545453,24.454545454545457,18.090909090909093,103.45454545454545,73.9090909090909,EST,3,CST,2,-1,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151115TAM,2015-11-15 13:05:00,TAM,DAL,4,14.545454545454547,16.454545454545453,16.000000000000004,13.999999999999996,0.9090909090909092,1.1818181818181817,0.45454545454545453,0.6363636363636362,164.0,163.72727272727275,23.727272727272727,22.363636363636363,0.7272727272727273,0.6363636363636364,1.5454545454545459,1.2727272727272727,9.818181818181817,8.545454545454545,20.818181818181813,21.454545454545453,93.54545454545456,95.9090909090909,CST,2,EST,3,1,7.0,0.0,1.0,7.0,0.0,1.0,0.0,0,1,0,1,0,0
20151115BAL,2015-11-15 13:05:00,BAL,JAX,-2,15.454545454545457,17.272727272727273,14.18181818181818,15.272727272727273,0.9999999999999999,0.6363636363636364,0.36363636363636365,0.2727272727272727,187.36363636363637,187.63636363636363,28.272727272727273,29.545454545454543,0.909090909090909,0.7272727272727273,2.2727272727272725,1.2727272727272727,12.0,9.90909090909091,17.363636363636367,18.09090909090909,70.36363636363636,72.18181818181819,EST,3,EST,3,0,7.0,1.0,0.0,14.0,0.0,1.0,1.0,0,1,0,1,0,0
20151115GNB,2015-11-15 13:04:00,GNB,DET,-2,13.545454545454547,18.454545454545453,14.545454545454545,13.81818181818182,1.0909090909090908,0.8181818181818181,0.7272727272727272,0.2727272727272727,195.0,163.8181818181818,30.81818181818182,22.909090909090907,1.0909090909090908,0.2727272727272727,2.0,1.7272727272727273,12.636363636363637,12.272727272727272,13.636363636363638,18.90909090909091,50.63636363636365,84.0909090909091,EST,3,CST,2,-1,14.0,1.0,0.0,7.0,1.0,0.0,0.0,0,0,1,1,0,0
20151116CIN,2015-11-16 20:30:00,CIN,HOU,-4,15.818181818181818,20.81818181818182,16.81818181818182,15.454545454545453,1.090909090909091,0.7272727272727273,0.3636363636363636,0.3636363636363636,204.72727272727272,196.9090909090909,32.90909090909091,23.454545454545453,0.6363636363636364,0.36363636363636365,1.5454545454545456,1.0,9.0,5.454545454545455,19.45454545454545,22.090909090909093,63.909090909090914,87.54545454545455,CST,2,EST,3,1,15.0,0.0,1.0,11.0,0.0,1.0,0.0,1,0,0,1,0,0
20151119JAX,2015-11-19 20:26:00,JAX,TEN,6,14.083333333333332,16.0,14.499999999999998,14.833333333333332,1.3333333333333335,0.9166666666666665,0.8333333333333334,0.3333333333333333,168.08333333333331,185.75,24.833333333333332,29.666666666666668,0.75,0.9166666666666665,2.4166666666666665,2.333333333333333,16.583333333333332,12.666666666666666,18.333333333333336,17.750000000000004,73.08333333333333,72.0,CST,2,EST,3,1,4.0,0.0,1.0,4.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151122DET,2015-11-22 13:02:00,DET,OAK,5,18.916666666666668,13.916666666666668,15.166666666666663,14.666666666666666,1.0833333333333333,1.0833333333333333,0.6666666666666666,0.6666666666666665,203.91666666666669,198.91666666666666,28.916666666666668,31.416666666666668,0.5833333333333333,1.0833333333333333,0.9999999999999999,1.8333333333333333,7.583333333333331,11.583333333333334,17.249999999999996,14.666666666666668,76.75,50.16666666666667,PST,0,EST,3,3,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,0,1,0
20151122MIA,2015-11-22 13:03:00,MIA,DAL,-10,13.833333333333334,15.916666666666664,15.66666666666667,15.250000000000002,0.9166666666666667,1.0,0.41666666666666663,0.24999999999999997,164.83333333333331,185.41666666666666,24.166666666666668,27.999999999999996,0.75,0.7499999999999999,1.666666666666667,2.25,9.999999999999998,20.833333333333332,20.83333333333333,16.25,89.25000000000001,77.24999999999999,CST,2,EST,3,1,7.0,1.0,0.0,7.0,1.0,0.0,0.0,1,0,0,1,0,0
20151122MIN,2015-11-22 16:25:00,MIN,GNB,-17,18.249999999999996,16.5,14.500000000000002,14.5,0.8333333333333333,1.0,0.24999999999999997,0.24999999999999997,177.25,136.08333333333331,26.08333333333333,21.666666666666664,0.24999999999999997,0.49999999999999994,1.8333333333333333,2.083333333333333,11.916666666666664,16.000000000000004,18.833333333333332,22.833333333333332,81.0,110.41666666666669,CST,2,CST,2,0,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,1,0,0
20151122CAR,2015-11-22 13:02:00,CAR,WAS,28,17.083333333333332,21.25,15.333333333333332,15.83333333333333,1.083333333333333,0.3333333333333333,0.4166666666666667,0.24999999999999997,183.58333333333334,159.75,27.833333333333332,22.583333333333332,0.75,0.7499999999999999,1.0,1.5,6.25,10.0,19.33333333333333,25.25,78.24999999999997,104.75,PST,0,EST,3,3,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151122SDG,2015-11-22 16:05:00,SDG,KAN,-30,18.666666666666668,17.5,14.416666666666668,17.999999999999996,0.6666666666666665,0.9166666666666666,0.41666666666666685,0.5833333333333334,167.49999999999997,246.4166666666667,25.083333333333332,33.0,0.24999999999999997,0.5833333333333333,2.5833333333333335,1.7499999999999998,13.916666666666666,11.583333333333332,19.75,17.583333333333332,87.99999999999997,64.00000000000001,CST,2,PST,0,-2,7.0,1.0,0.0,13.0,0.0,1.0,1.0,0,1,0,1,0,0
20151122ATL,2015-11-22 13:02:00,ATL,IND,-3,16.666666666666664,19.083333333333336,15.749999999999996,17.666666666666668,1.1666666666666665,1.1666666666666663,0.5833333333333333,0.5833333333333331,189.33333333333331,216.25,30.75,29.749999999999996,0.9999999999999999,0.5833333333333333,1.4999999999999998,1.4166666666666665,8.666666666666668,8.916666666666664,19.0,20.75,75.91666666666666,85.41666666666667,EST,3,EST,3,0,14.0,0.0,1.0,14.0,1.0,0.0,-1.0,1,0,0,0,1,0
20151122ARI,2015-11-22 20:30:00,ARI,CIN,3,19.583333333333336,25.166666666666664,15.499999999999998,17.666666666666664,0.8333333333333333,1.4166666666666665,0.4166666666666666,0.8333333333333333,195.66666666666666,222.91666666666669,24.666666666666664,25.916666666666668,0.41666666666666663,0.5833333333333333,1.25,1.1666666666666665,6.25,6.999999999999998,21.916666666666668,21.249999999999996,86.41666666666667,92.91666666666667,EST,3,MST,1,-2,6.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,0,0,1
20151122SEA,2015-11-22 16:27:00,SEA,SFO,16,10.499999999999998,16.583333333333336,12.0,13.749999999999998,1.0,0.6666666666666666,0.16666666666666669,0.33333333333333326,136.16666666666666,161.41666666666669,22.416666666666668,22.166666666666664,0.5833333333333333,0.5833333333333333,2.3333333333333326,2.7499999999999996,13.833333333333332,15.08333333333333,20.333333333333332,21.916666666666668,78.49999999999999,102.58333333333331,PST,0,PST,0,0,14.0,0.0,1.0,7.0,0.0,1.0,0.0,1,0,0,1,0,0
20151122BAL,2015-11-22 13:02:00,BAL,STL,3,13.833333333333332,17.5,11.166666666666668,15.833333333333334,0.9166666666666666,0.7499999999999999,0.5000000000000001,0.41666666666666663,134.0,197.66666666666663,21.58333333333333,30.83333333333333,0.49999999999999994,0.8333333333333333,1.0833333333333333,1.2499999999999998,7.499999999999999,9.75,20.25,18.333333333333332,98.16666666666666,73.58333333333334,CST,2,EST,3,1,7.0,0.0,1.0,7.0,0.0,1.0,0.0,0,1,0,1,0,0
20151122CHI,2015-11-22 13:02:00,CHI,DEN,-2,17.083333333333332,16.583333333333332,14.0,14.833333333333334,0.24999999999999994,1.1666666666666665,0.08333333333333331,0.5,184.25,178.58333333333331,28.833333333333336,25.916666666666668,1.4999999999999996,0.5000000000000001,1.5,1.3333333333333333,9.583333333333334,7.166666666666666,17.083333333333332,22.083333333333332,64.5,85.91666666666667,MST,1,CST,2,1,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151122HOU,2015-11-22 13:03:00,HOU,NYJ,7,18.08333333333333,15.333333333333334,14.833333333333332,16.75,0.8333333333333334,1.0,0.4999999999999999,0.33333333333333326,182.91666666666669,202.16666666666666,27.08333333333333,32.916666666666664,0.8333333333333331,0.6666666666666666,0.8333333333333333,1.6666666666666667,4.416666666666667,9.75,22.083333333333332,19.91666666666666,87.5,65.41666666666667,EST,3,CST,2,-1,10.0,0.0,1.0,6.0,1.0,0.0,-1.0,1,0,0,0,0,1
20151122PHI,2015-11-22 13:02:00,PHI,TAM,-28,15.916666666666666,17.666666666666664,14.749999999999996,17.0,1.1666666666666663,0.9166666666666665,0.5833333333333331,0.41666666666666663,170.58333333333334,192.58333333333331,23.75,29.833333333333332,0.7499999999999999,0.9166666666666666,1.3333333333333333,1.4999999999999996,9.333333333333332,11.833333333333332,21.833333333333332,21.666666666666668,94.91666666666666,88.0,EST,3,EST,3,0,7.0,0.0,1.0,7.0,0.0,1.0,0.0,0,0,1,1,0,0
20151123NWE,2015-11-23 20:30:00,NWE,BUF,7,19.249999999999996,25.249999999999996,13.75,18.666666666666664,1.1666666666666665,0.7500000000000001,0.3333333333333333,0.3333333333333333,150.25,244.41666666666669,21.749999999999996,30.833333333333336,0.5833333333333334,0.25,2.25,1.7499999999999998,16.5,9.166666666666666,22.41666666666666,17.833333333333332,106.74999999999999,69.58333333333333,EST,3,EST,3,0,11.0,1.0,0.0,8.0,1.0,0.0,0.0,1,0,0,1,0,0
20151126DAL,2015-11-26 16:31:00,DAL,CAR,-19,23.0,14.615384615384617,16.69230769230769,16.153846153846157,0.38461538461538464,0.8461538461538463,0.23076923076923075,0.3846153846153846,164.84615384615387,169.07692307692307,23.461538461538463,24.461538461538463,0.6923076923076923,0.8461538461538461,1.5384615384615383,1.6923076923076925,10.76923076923077,9.769230769230768,26.30769230769231,22.15384615384615,107.61538461538461,95.15384615384617,EST,3,CST,2,-1,4.0,0.0,1.0,4.0,1.0,0.0,-1.0,1,0,0,0,0,1
20151126DET,2015-11-26 12:35:00,DET,PHI,31,17.615384615384613,14.230769230769234,17.30769230769231,15.23076923076923,0.9230769230769229,1.0,0.4615384615384615,0.6153846153846153,196.76923076923077,204.07692307692307,30.692307692307693,31.692307692307697,1.0769230769230769,1.0,1.6153846153846152,2.0,12.0,11.923076923076923,22.153846153846157,15.923076923076925,91.69230769230771,54.6923076923077,EST,3,EST,3,0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,1,0,0,0,1,0
20151126GNB,2015-11-26 20:30:00,GNB,CHI,-4,16.46153846153846,19.15384615384615,15.153846153846155,14.846153846153848,1.1538461538461537,0.7692307692307692,0.5384615384615385,0.23076923076923075,184.9230769230769,178.69230769230768,26.384615384615387,26.69230769230769,0.5384615384615385,0.23076923076923075,1.3846153846153846,1.8461538461538463,6.9230769230769225,12.23076923076923,22.307692307692307,20.0,85.92307692307693,84.3076923076923,CST,2,CST,2,0,4.0,0.0,1.0,4.0,1.0,0.0,-1.0,0,0,1,1,0,0
20151129CIN,2015-11-29 13:02:00,CIN,STL,24,13.769230769230768,20.461538461538463,11.30769230769231,16.153846153846153,1.2307692307692308,1.0,0.7692307692307694,0.46153846153846145,133.76923076923077,202.0,21.92307692307692,25.76923076923077,0.4615384615384615,0.3846153846153846,1.0769230769230769,1.4615384615384617,7.3076923076923075,8.615384615384615,20.923076923076923,22.384615384615387,96.92307692307692,87.38461538461539,CST,2,EST,3,1,7.0,1.0,0.0,7.0,1.0,0.0,0.0,1,0,0,1,0,0
20151129SFO,2015-11-29 16:05:00,SFO,ARI,-6,25.846153846153847,10.692307692307692,17.923076923076923,12.153846153846153,1.4615384615384617,1.076923076923077,0.7692307692307692,0.15384615384615388,228.92307692307696,144.69230769230768,26.30769230769231,23.30769230769231,0.6923076923076923,0.5384615384615384,1.2307692307692308,2.307692307692307,7.692307692307691,14.076923076923077,21.538461538461537,20.0,92.07692307692308,76.99999999999999,MST,1,PST,0,-1,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151129KAN,2015-11-29 13:03:00,KAN,BUF,8,18.769230769230766,19.769230769230774,13.923076923076923,15.000000000000004,1.3846153846153846,0.6153846153846153,0.38461538461538464,0.3846153846153848,156.00000000000003,172.46153846153842,22.846153846153843,25.076923076923077,0.5384615384615385,0.23076923076923075,2.230769230769231,2.615384615384616,15.846153846153847,14.461538461538462,22.999999999999993,20.615384615384617,105.76923076923076,92.99999999999999,EST,3,CST,2,-1,6.0,1.0,0.0,7.0,1.0,0.0,0.0,0,1,0,1,0,0
20151129IND,2015-11-29 13:02:00,IND,TAM,13,18.153846153846153,17.23076923076923,15.538461538461537,15.846153846153845,1.3076923076923075,1.1538461538461537,0.6153846153846152,0.6153846153846154,175.7692307692308,190.30769230769232,24.153846153846153,30.846153846153847,0.6923076923076923,1.0769230769230769,1.3076923076923077,1.5384615384615383,9.23076923076923,8.846153846153848,23.384615384615383,19.615384615384617,109.38461538461539,75.76923076923076,EST,3,EST,3,0,7.0,1.0,0.0,7.0,1.0,0.0,0.0,1,0,0,0,0,1
20151129TEN,2015-11-29 13:02:00,TEN,OAK,-3,18.461538461538463,14.0,14.999999999999996,15.076923076923077,1.2307692307692308,1.307692307692308,0.6153846153846154,0.8461538461538463,200.84615384615387,171.46153846153845,28.615384615384617,25.615384615384617,0.5384615384615384,0.6923076923076923,1.0,2.5384615384615383,7.384615384615383,16.769230769230766,17.538461538461537,18.923076923076927,74.84615384615385,75.46153846153847,PST,0,CST,2,2,7.0,1.0,0.0,10.0,1.0,0.0,0.0,0,1,0,1,0,0
20151129SEA,2015-11-29 16:26:00,SEA,PIT,9,18.153846153846157,17.53846153846154,14.923076923076923,14.846153846153847,0.6153846153846154,0.6153846153846154,0.23076923076923078,0.30769230769230765,199.0769230769231,168.46153846153848,25.230769230769234,22.69230769230769,0.7692307692307692,0.5384615384615384,1.769230769230769,2.692307692307692,11.461538461538462,14.46153846153846,19.846153846153843,23.61538461538462,97.0,114.30769230769229,EST,3,PST,0,-3,14.0,0.0,1.0,7.0,0.0,1.0,0.0,1,0,0,1,0,0
20151129DEN,2015-11-29 20:30:00,DEN,NWE,6,24.846153846153847,17.076923076923077,18.615384615384613,14.538461538461538,0.7692307692307694,0.23076923076923073,0.3076923076923077,0.07692307692307691,246.46153846153848,186.92307692307693,31.461538461538467,28.692307692307697,0.3076923076923077,1.3846153846153844,1.692307692307692,1.7692307692307692,8.923076923076923,11.230769230769232,18.153846153846153,18.538461538461537,70.76923076923076,72.61538461538461,EST,3,MST,1,-2,6.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151129HOU,2015-11-29 13:02:00,HOU,NOR,18,19.615384615384617,16.0,18.461538461538463,16.923076923076923,1.0,1.076923076923077,0.5384615384615384,0.3846153846153846,240.92307692307693,205.15384615384616,31.46153846153846,33.07692307692307,0.7692307692307693,0.6153846153846154,1.8461538461538458,1.6153846153846154,13.461538461538462,9.692307692307692,20.230769230769234,21.230769230769226,77.92307692307693,69.84615384615385,CST,2,CST,2,0,14.0,1.0,0.0,7.0,0.0,1.0,1.0,1,0,0,0,0,1
20151129ATL,2015-11-29 13:02:00,ATL,MIN,-10,16.230769230769234,19.230769230769237,14.615384615384617,17.923076923076927,1.0,1.1538461538461535,0.3076923076923077,0.6153846153846152,144.69230769230768,220.76923076923077,22.923076923076923,31.0,0.4615384615384615,0.7692307692307692,2.3846153846153846,1.3846153846153846,18.461538461538467,8.615384615384613,22.46153846153846,21.0,109.15384615384617,86.53846153846155,CST,2,EST,3,1,7.0,0.0,1.0,7.0,0.0,1.0,0.0,1,0,0,0,1,0
20151129JAX,2015-11-29 13:03:00,JAX,SDG,-6,16.384615384615383,16.230769230769234,17.69230769230769,15.076923076923077,0.9230769230769231,0.9230769230769229,0.6153846153846154,0.38461538461538464,238.92307692307696,188.23076923076925,32.769230769230774,29.76923076923077,0.6153846153846154,0.9230769230769229,1.846153846153846,2.4615384615384617,12.923076923076923,13.538461538461538,18.153846153846153,18.15384615384616,63.076923076923094,73.38461538461539,PST,0,EST,3,3,7.0,0.0,1.0,10.0,0.0,1.0,0.0,0,1,0,1,0,0
20151129NYJ,2015-11-29 13:02:00,NYJ,MIA,18,15.769230769230768,17.999999999999996,14.769230769230772,14.923076923076923,1.0,0.8461538461538463,0.23076923076923075,0.46153846153846145,181.92307692307693,184.00000000000003,27.69230769230769,27.999999999999996,0.7692307692307692,0.9230769230769229,2.307692307692308,1.0,22.923076923076923,5.538461538461539,16.076923076923077,22.0,76.69230769230768,86.15384615384616,EST,3,EST,3,0,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,1,0,0
20151129WAS,2015-11-29 13:03:00,WAS,NYG,6,21.0,17.0,16.076923076923077,14.846153846153845,0.9230769230769231,1.3846153846153844,0.3076923076923077,0.6923076923076923,201.46153846153845,182.6923076923077,29.538461538461533,28.0,0.46153846153846145,0.7692307692307692,1.1538461538461537,1.3076923076923077,6.230769230769231,8.461538461538462,19.38461538461539,18.769230769230766,73.07692307692308,73.30769230769229,EST,3,PST,0,-3,14.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151130CLE,2015-11-30 20:30:00,CLE,BAL,-6,17.384615384615383,14.307692307692308,15.846153846153847,14.000000000000004,0.8461538461538461,1.4615384615384617,0.3846153846153846,1.0769230769230769,204.92307692307688,200.1538461538462,31.846153846153847,29.38461538461538,0.923076923076923,0.46153846153846156,1.2307692307692306,2.7692307692307696,9.538461538461538,17.538461538461537,19.076923076923077,17.384615384615387,75.30769230769232,58.15384615384616,EST,3,EST,3,0,8.0,0.0,1.0,15.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151203DET,2015-12-03 20:26:00,DET,GNB,-4,18.714285714285708,16.42857142857143,15.42857142857143,16.142857142857142,0.9285714285714286,0.9285714285714286,0.2857142857142857,0.5714285714285714,179.35714285714283,212.5,27.857142857142854,32.142857142857146,0.2857142857142857,0.9285714285714286,1.8571428571428572,2.0,12.357142857142858,12.142857142857142,20.571428571428573,16.92857142857143,90.92857142857143,58.50000000000001,CST,2,EST,3,1,7.0,0.0,1.0,7.0,0.0,1.0,0.0,1,0,0,0,1,0
