Key,Datetime,Home,Away,Spread,APts,HPts,AFD,HFD,AFum,HFum,AFumL,HFumL,APY,HPY,APA,HPA,API,HPI,APS,HPS,APSY,HPSY,ARA,HRA,ARY,HRY,AZone,AZoneVal,HZone,HZoneVal,AZDiff,A_DaysSLG,A_LWAwayG,A_LWHomeG,H_DaysSLG,H_LWAwayG,H_LWHomeG,H_LWGAdv,Turf,Grass,Hybrid,Roof_Open,Roof_Fixed,Roof_Retract
20151011CIN,2015-10-11 13:03:00,CIN,SEA,3,12.428571428571432,17.285714285714285,11.0,11.857142857142858,0.8571428571428571,0.5714285714285714,0.5714285714285714,0.4285714285714286,124.42857142857144,168.0,18.142857142857146,16.57142857142857,0.28571428571428575,0.14285714285714285,2.5714285714285716,0.2857142857142857,15.42857142857143,1.5714285714285714,16.714285714285715,17.71428571428572,73.14285714285714,73.14285714285715,PST,0,EST,3,3,6.0,0.0,1.0,7.0,0.0,1.0,0.0,1,0,0,1,0,0
20151011KAN,2015-10-11 13:02:00,KAN,CHI,-1,9.714285714285715,14.285714285714288,10.42857142857143,12.285714285714286,0.8571428571428572,1.0,0.2857142857142857,0.5714285714285716,108.5714285714286,142.71428571428572,18.285714285714285,20.42857142857143,0.5714285714285716,0.4285714285714286,1.2857142857142858,2.7142857142857144,7.142857142857144,15.857142857142858,16.714285714285715,14.42857142857143,70.57142857142858,61.71428571428572,CST,2,CST,2,0,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151011ATL,2015-10-11 13:02:00,ATL,WAS,6,11.142857142857144,19.571428571428573,12.285714285714286,13.428571428571429,0.8571428571428572,0.0,0.4285714285714286,0.0,139.14285714285714,165.57142857142858,21.85714285714286,20.42857142857143,0.5714285714285715,0.28571428571428575,0.7142857142857144,0.8571428571428572,4.428571428571429,6.142857142857143,18.0,17.714285714285715,79.71428571428571,64.85714285714286,PST,0,EST,3,3,7.0,0.0,1.0,7.0,0.0,1.0,0.0,1,0,0,0,1,0
20151011DAL,2015-10-11 16:25:00,DAL,NWE,-24,19.833333333333336,13.571428571428573,14.833333333333336,13.142857142857146,0.5000000000000001,0.7142857142857144,0.33333333333333337,0.4285714285714287,179.66666666666669,149.42857142857142,22.16666666666667,18.714285714285715,0.0,0.4285714285714286,1.0,1.142857142857143,5.666666666666667,8.0,11.833333333333334,15.000000000000002,43.5,61.57142857142857,EST,3,CST,2,-1,14.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,0,0,1
20151011DET,2015-10-11 16:05:00,DET,ARI,-25,21.142857142857142,9.42857142857143,14.285714285714285,10.714285714285714,1.0,0.8571428571428572,0.5714285714285714,0.5714285714285714,161.8571428571429,140.42857142857144,19.142857142857146,23.28571428571429,0.4285714285714286,0.7142857142857144,0.7142857142857142,0.8571428571428572,3.1428571428571423,4.857142857142857,15.85714285714286,9.857142857142858,69.57142857142858,26.85714285714286,MST,1,EST,3,2,7.0,0.0,1.0,6.0,1.0,0.0,-1.0,1,0,0,0,1,0
20151011PHI,2015-10-11 13:04:00,PHI,NOR,22,12.285714285714286,11.142857142857142,13.285714285714285,10.285714285714286,0.8571428571428572,0.5714285714285714,0.4285714285714286,0.5714285714285714,174.0,128.0,23.571428571428573,20.714285714285715,0.4285714285714286,0.5714285714285715,1.4285714285714288,1.0,8.714285714285715,7.428571428571429,13.714285714285715,12.714285714285715,47.28571428571429,40.0,CST,2,EST,3,1,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,0,1,1,0,0
20151011OAK,2015-10-11 16:25:00,OAK,DEN,-6,13.857142857142858,13.857142857142858,10.571428571428573,11.142857142857142,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.4285714285714286,128.71428571428572,145.85714285714286,22.000000000000004,22.000000000000004,0.7142857142857143,0.4285714285714286,1.4285714285714288,0.7142857142857144,9.571428571428573,6.142857142857143,12.857142857142858,12.428571428571429,45.0,55.0,MST,1,PST,0,-1,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151011TEN,2015-10-11 13:03:00,TEN,BUF,-1,15.714285714285717,14.833333333333334,10.428571428571429,11.5,1.0,1.0000000000000002,0.14285714285714285,0.6666666666666667,131.2857142857143,124.83333333333334,17.142857142857146,16.0,0.5714285714285716,0.3333333333333333,1.4285714285714288,2.0,9.85714285714286,14.000000000000002,17.28571428571429,14.833333333333334,73.2857142857143,63.0,EST,3,CST,2,-1,7.0,0.0,1.0,14.0,0.0,1.0,0.0,0,1,0,1,0,0
20151011NYG,2015-10-11 20:31:00,NYG,SFO,3,6.857142857142858,14.571428571428573,10.0,10.714285714285715,1.0,0.5714285714285714,0.28571428571428575,0.14285714285714288,90.71428571428572,138.71428571428572,16.571428571428573,20.42857142857143,0.7142857142857142,0.14285714285714285,2.0,0.5714285714285716,13.142857142857142,0.7142857142857144,16.857142857142858,15.142857142857146,74.42857142857143,53.14285714285715,PST,0,EST,3,3,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,1,0,0
20151011GNB,2015-10-11 13:02:00,GNB,STL,14,10.571428571428573,16.142857142857142,7.857142857142857,12.285714285714286,0.8571428571428572,0.28571428571428575,0.4285714285714287,0.14285714285714288,110.42857142857143,135.42857142857144,16.0,17.571428571428573,0.14285714285714285,0.0,0.8571428571428572,0.8571428571428572,6.000000000000001,6.7142857142857135,11.857142857142858,17.714285714285715,54.0,77.85714285714286,CST,2,CST,2,0,7.0,1.0,0.0,7.0,1.0,0.0,0.0,0,0,1,1,0,0
20151011TAM,2015-10-11 13:02:00,TAM,JAX,7,8.85714285714286,10.285714285714288,10.42857142857143,10.428571428571429,0.7142857142857143,1.0,0.14285714285714288,0.4285714285714286,138.14285714285714,129.42857142857144,22.285714285714285,19.0,0.4285714285714286,1.0,1.142857142857143,1.285714285714286,4.142857142857143,8.428571428571429,14.571428571428575,15.857142857142858,59.71428571428572,61.28571428571429,EST,3,EST,3,0,7.0,1.0,0.0,7.0,0.0,1.0,1.0,0,1,0,1,0,0
20151012SDG,2015-10-12 20:30:00,SDG,PIT,-4,13.714285714285715,13.714285714285715,11.142857142857144,13.0,0.42857142857142855,0.7142857142857144,0.0,0.5714285714285715,141.71428571428575,176.5714285714286,17.28571428571429,20.857142857142858,0.28571428571428575,0.5714285714285715,1.7142857142857144,1.7142857142857144,11.714285714285715,10.714285714285715,15.0,15.0,63.85714285714286,58.2857142857143,EST,3,PST,0,-3,11.0,0.0,1.0,8.0,0.0,1.0,0.0,0,1,0,1,0,0
20151015NOR,2015-10-15 20:26:00,NOR,ATL,10,20.25,12.875,15.375,14.0,0.375,1.125,0.125,0.75,175.125,188.75,23.125,26.0,0.5,0.5,1.125,1.8750000000000002,6.875,13.0,19.5,14.625,78.75,53.37500000000001,EST,3,CST,2,-1,4.0,0.0,1.0,4.0,1.0,0.0,-1.0,1,0,0,0,1,0
20151018GNB,2015-10-18 16:25:00,GNB,SDG,7,14.5,17.125,14.375,12.5,0.7500000000000001,0.37500000000000006,0.6250000000000001,0.25,198.75000000000003,148.0,24.25,19.125,0.6250000000000001,0.25,1.75,1.0,10.75,6.499999999999999,15.5,18.875,57.500000000000014,78.875,PST,0,CST,2,2,6.0,0.0,1.0,7.0,0.0,1.0,0.0,0,0,1,1,0,0
20151018SFO,2015-10-18 16:25:00,SFO,BAL,5,15.375000000000002,9.375,12.75,11.5,0.625,1.25,0.25,0.25000000000000006,150.875,111.375,24.375,18.875,0.6250000000000001,0.6249999999999999,1.0,2.0,6.5,12.25,17.0,18.125,73.75,80.625,EST,3,PST,0,-3,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151018SEA,2015-10-18 16:06:00,SEA,CAR,-4,15.42857142857143,13.875000000000004,11.857142857142858,11.625,0.2857142857142857,0.75,0.14285714285714285,0.5,108.42857142857144,133.5,17.28571428571429,18.750000000000004,0.28571428571428575,0.37500000000000006,1.0,2.75,7.142857142857144,15.500000000000002,18.71428571428572,18.375,75.57142857142858,89.0,EST,3,PST,0,-3,14.0,1.0,0.0,7.0,1.0,0.0,0.0,1,0,0,1,0,0
20151018TEN,2015-10-18 13:03:00,TEN,MIA,-28,9.285714285714286,14.571428571428573,10.571428571428573,12.285714285714286,0.7142857142857144,0.8571428571428574,0.14285714285714288,0.5714285714285715,140.28571428571428,132.57142857142858,24.42857142857143,18.285714285714285,0.7142857142857143,0.42857142857142855,1.4285714285714288,2.0,14.0,13.142857142857144,9.285714285714286,16.714285714285715,39.57142857142858,67.85714285714286,EST,3,CST,2,-1,14.0,0.0,1.0,7.0,0.0,1.0,0.0,0,1,0,1,0,0
20151018JAX,2015-10-18 13:02:00,JAX,HOU,-11,12.125000000000002,11.625000000000002,15.375000000000002,11.750000000000002,1.0000000000000002,0.75,0.5,0.25,187.5,154.625,30.25,23.625,0.75,0.5,1.1250000000000002,1.7500000000000002,6.25,7.75,16.875,14.875000000000004,60.12500000000001,59.12500000000001,CST,2,EST,3,1,10.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151018DET,2015-10-18 13:02:00,DET,CHI,3,10.75,10.375000000000002,11.750000000000002,13.0,1.0,1.125,0.375,0.75,125.12500000000003,170.25,21.625,29.125000000000004,0.5000000000000002,1.125,1.375,0.875,7.625000000000001,4.25,17.875,10.875,72.62500000000001,30.500000000000004,CST,2,EST,3,1,7.0,1.0,0.0,7.0,0.0,1.0,1.0,1,0,0,0,1,0
20151018NYJ,2015-10-18 13:02:00,NYJ,WAS,14,12.125000000000002,13.57142857142857,13.0,11.42857142857143,0.875,0.5714285714285715,0.375,0.14285714285714285,149.125,130.8571428571429,23.125000000000004,20.714285714285715,0.7500000000000001,0.8571428571428572,0.7500000000000001,0.28571428571428575,3.875,1.1428571428571428,18.75,17.42857142857143,76.125,72.71428571428572,PST,0,EST,3,3,7.0,1.0,0.0,14.0,1.0,0.0,0.0,1,0,0,1,0,0
20151018MIN,2015-10-18 13:02:00,MIN,KAN,6,14.625000000000002,11.42857142857143,12.75,10.571428571428573,0.875,0.7142857142857143,0.5000000000000002,0.2857142857142857,146.125,94.42857142857142,21.625,16.42857142857143,0.375,0.28571428571428575,2.75,1.8571428571428572,15.25,16.142857142857146,15.750000000000002,15.857142857142858,68.625,78.00000000000001,CST,2,CST,2,0,7.0,0.0,1.0,14.0,1.0,0.0,-1.0,1,0,0,1,0,0
20151018BUF,2015-10-18 13:02:00,BUF,CIN,-13,18.5,15.500000000000002,13.75,10.75,0.625,1.125,0.5,0.25,185.75,125.12500000000001,20.0,17.250000000000004,0.25,0.5000000000000002,0.75,1.7500000000000002,4.0,12.500000000000002,19.375000000000004,18.625,77.62500000000001,80.00000000000001,EST,3,EST,3,0,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,1,0,0
20151018IND,2015-10-18 20:30:00,IND,NWE,-7,21.28571428571429,12.375000000000002,15.571428571428573,13.0,0.5714285714285716,1.0000000000000002,0.28571428571428575,0.6250000000000001,189.2857142857143,151.75,22.857142857142865,24.0,0.0,0.8750000000000002,1.5714285714285714,1.0000000000000002,8.857142857142858,4.25,13.42857142857143,14.750000000000002,52.85714285714286,57.5,EST,3,EST,3,0,7.0,1.0,0.0,10.0,1.0,0.0,0.0,1,0,0,0,0,1
20151018PIT,2015-10-18 13:04:00,PIT,ARI,12,23.75,15.0,14.375,11.500000000000002,0.875,0.375,0.5,0.0,161.37500000000003,148.25000000000003,19.000000000000004,18.375,0.375,0.37500000000000006,0.8749999999999999,1.875,4.375,11.375,17.0,16.5,84.25000000000001,75.25,MST,1,EST,3,2,7.0,1.0,0.0,6.0,1.0,0.0,0.0,0,1,0,1,0,0
20151018CLE,2015-10-18 13:02:00,CLE,DEN,-3,14.125,14.75,11.125000000000002,11.75,0.125,1.125,0.125,0.75,144.375,180.625,23.625000000000004,23.5,0.875,0.25000000000000006,1.5000000000000002,2.25,9.875000000000002,14.0,13.5,14.75,44.75,55.25000000000001,MST,1,EST,3,2,7.0,1.0,0.0,7.0,1.0,0.0,0.0,0,1,0,1,0,0
20151019PHI,2015-10-19 20:30:00,PHI,NYG,20,16.5,14.625,13.125,13.25,0.5,0.5,0.12500000000000003,0.5,176.5,153.625,24.625,23.75,0.25,0.7500000000000001,0.5000000000000002,0.875,0.6250000000000001,6.5,15.875000000000004,15.375,57.00000000000001,58.25,EST,3,EST,3,0,8.0,0.0,1.0,8.0,0.0,1.0,0.0,0,0,1,1,0,0
20151022SFO,2015-10-22 20:26:00,SFO,SEA,-17,14.888888888888891,11.11111111111111,11.888888888888888,11.888888888888888,0.6666666666666666,1.2222222222222223,0.4444444444444444,0.22222222222222227,143.0,135.22222222222223,20.0,19.77777777777778,0.33333333333333337,0.5555555555555555,2.8888888888888884,2.111111111111111,16.22222222222222,12.444444444444443,19.22222222222222,18.88888888888889,91.88888888888887,78.88888888888889,PST,0,PST,0,0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,0,1,0,1,0,0
20151025JAX,2015-10-25 08:35:00,JAX,BUF,3,16.11111111111111,12.555555555555557,12.0,13.333333333333334,1.0,0.7777777777777777,0.2222222222222222,0.2222222222222222,139.66666666666669,172.0,20.0,26.88888888888889,0.5555555555555558,0.7777777777777777,1.7777777777777777,1.8888888888888888,11.88888888888889,9.11111111111111,19.111111111111107,15.555555555555557,83.55555555555556,61.77777777777778,EST,3,EST,3,0,7.0,0.0,1.0,7.0,0.0,1.0,0.0,0,1,0,1,0,0
20151025WAS,2015-10-25 13:04:00,WAS,TAM,1,13.750000000000002,13.0,11.625,13.11111111111111,0.875,0.7777777777777777,0.375,0.3333333333333333,136.5,153.77777777777777,19.0,25.444444444444446,0.875,0.888888888888889,1.3750000000000002,0.7777777777777779,10.25,4.0,18.875,18.555555555555554,76.5,71.44444444444443,EST,3,PST,0,-3,14.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151025KAN,2015-10-25 13:03:00,KAN,PIT,10,16.11111111111111,14.11111111111111,11.777777777777779,13.11111111111111,0.3333333333333333,0.8888888888888888,0.0,0.5555555555555558,150.55555555555557,160.0,18.555555555555554,23.333333333333332,0.33333333333333337,0.3333333333333333,1.7777777777777777,2.6666666666666665,10.666666666666666,14.777777777777777,18.22222222222222,16.0,82.55555555555556,67.33333333333333,EST,3,CST,2,-1,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151025SDG,2015-10-25 16:05:00,SDG,OAK,-8,13.375,15.11111111111111,12.25,16.333333333333332,0.875,0.888888888888889,0.625,0.6666666666666667,155.5,230.8888888888889,24.125000000000004,28.777777777777775,0.5,0.5555555555555556,1.125,1.8888888888888886,8.625,11.222222222222221,14.0,16.11111111111111,56.25,57.777777777777786,PST,0,PST,0,0,14.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151025NYG,2015-10-25 16:25:00,NYG,DAL,7,12.625000000000002,15.444444444444443,13.750000000000004,13.666666666666666,0.7500000000000001,0.6666666666666666,0.5000000000000001,0.22222222222222224,151.125,175.33333333333331,21.25,26.11111111111111,0.5,0.4444444444444444,1.3750000000000002,0.7777777777777779,10.0,3.1111111111111107,16.125,16.66666666666667,66.625,59.66666666666667,CST,2,EST,3,1,14.0,0.0,1.0,6.0,1.0,0.0,-1.0,1,0,0,1,0,0
20151025STL,2015-10-25 13:00:00,STL,CLE,18,15.666666666666666,10.500000000000002,12.666666666666668,9.0,1.1111111111111112,0.875,0.7777777777777777,0.3750000000000001,181.55555555555554,114.5,25.22222222222222,17.875,0.4444444444444445,0.625,2.4444444444444446,1.125,15.111111111111109,7.500000000000001,16.77777777777778,14.875,61.22222222222223,71.125,EST,3,CST,2,-1,7.0,0.0,1.0,14.0,1.0,0.0,-1.0,1,0,0,0,1,0
20151025DET,2015-10-25 13:02:00,DET,MIN,-9,12.000000000000002,13.333333333333334,11.250000000000002,14.444444444444445,0.75,1.3333333333333333,0.25,0.8888888888888888,112.24999999999999,194.77777777777777,18.25,30.555555555555557,0.5,1.1111111111111112,1.875,0.9999999999999999,15.625000000000004,5.333333333333333,18.25,13.222222222222221,78.75000000000001,44.333333333333336,CST,2,EST,3,1,7.0,0.0,1.0,7.0,0.0,1.0,0.0,1,0,0,0,1,0
20151025IND,2015-10-25 13:03:00,IND,NOR,-6,14.88888888888889,14.000000000000002,15.222222222222221,14.222222222222221,1.0,0.8888888888888891,0.6666666666666666,0.5555555555555556,201.55555555555554,167.0,27.444444444444443,26.888888888888886,0.4444444444444444,0.7777777777777779,1.777777777777778,1.2222222222222223,12.444444444444445,6.333333333333333,16.555555555555557,15.555555555555557,56.44444444444445,64.44444444444444,CST,2,EST,3,1,10.0,0.0,1.0,7.0,0.0,1.0,0.0,1,0,0,0,0,1
20151025CAR,2015-10-25 20:31:00,CAR,PHI,11,16.0,16.875,14.444444444444443,13.5,0.7777777777777777,0.25,0.5555555555555556,0.125,166.55555555555554,125.87500000000001,25.333333333333332,19.625,1.0,0.5,0.8888888888888888,1.25,6.888888888888889,8.875,17.77777777777778,20.500000000000004,69.33333333333333,83.00000000000001,EST,3,EST,3,0,6.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151025MIA,2015-10-25 13:02:00,MIA,HOU,18,14.222222222222223,12.875,16.333333333333336,12.500000000000002,1.0000000000000002,0.6250000000000001,0.4444444444444444,0.12500000000000003,198.55555555555554,154.5,30.888888888888886,25.0,0.6666666666666666,0.875,1.1111111111111114,1.5000000000000002,6.222222222222222,13.75,18.444444444444443,12.125,64.0,57.12500000000001,CST,2,EST,3,1,7.0,1.0,0.0,7.0,1.0,0.0,0.0,1,0,0,1,0,0
20151025TEN,2015-10-25 13:02:00,TEN,ATL,-3,20.333333333333332,14.000000000000002,16.22222222222222,13.5,0.8888888888888888,1.0000000000000002,0.4444444444444444,0.7500000000000001,184.88888888888889,145.5,25.444444444444443,21.125,0.4444444444444444,0.625,1.5555555555555556,2.5,9.666666666666666,17.25,19.666666666666664,16.875,86.66666666666666,67.25,EST,3,CST,2,-1,10.0,1.0,0.0,7.0,0.0,1.0,1.0,0,1,0,1,0,0
20151025NWE,2015-10-25 13:02:00,NWE,NYJ,7,16.125,22.875000000000004,12.750000000000002,16.375,0.7500000000000001,0.5000000000000002,0.375,0.25000000000000006,146.12500000000003,203.25000000000003,21.375,24.625000000000007,0.875,0.125,0.25000000000000006,1.625,1.0,9.125,20.375,14.875000000000002,91.25,60.75,EST,3,EST,3,0,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,1,0,0
20151026ARI,2015-10-26 20:30:00,ARI,BAL,8,15.88888888888889,22.555555555555554,14.11111111111111,15.11111111111111,0.5555555555555556,0.9999999999999999,0.2222222222222222,0.5555555555555556,172.22222222222223,189.44444444444446,27.555555555555554,21.888888888888893,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.8888888888888888,5.777777777777778,4.666666666666666,17.555555555555554,17.333333333333332,74.11111111111111,81.00000000000001,EST,3,MST,1,-2,8.0,1.0,0.0,8.0,1.0,0.0,0.0,0,1,0,0,0,1
20151029NWE,2015-10-29 20:26:00,NWE,MIA,29,16.333333333333332,23.666666666666668,13.444444444444446,16.77777777777778,0.6666666666666667,0.5555555555555558,0.22222222222222224,0.22222222222222227,165.66666666666666,218.11111111111114,24.444444444444443,27.888888888888893,0.7777777777777777,0.1111111111111111,1.777777777777778,1.7777777777777777,16.77777777777778,10.11111111111111,14.666666666666666,14.222222222222223,78.33333333333333,55.77777777777778,EST,3,EST,3,0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,1,0,0,1,0,0
20151101NOR,2015-11-01 13:02:00,NOR,NYG,3,16.599999999999998,16.1,13.6,15.899999999999999,0.6,1.0,0.2,0.6,173.49999999999997,208.0,25.9,29.2,0.39999999999999997,0.5,0.9000000000000001,1.8,4.1,12.600000000000001,17.500000000000007,18.500000000000004,66.9,69.10000000000001,EST,3,CST,2,-1,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,0,1,0
20151101PIT,2015-11-01 13:02:00,PIT,CIN,-6,20.22222222222222,15.8,14.555555555555554,12.400000000000002,0.6666666666666667,0.4,0.4444444444444444,0.1,192.11111111111111,154.70000000000005,21.444444444444446,19.6,0.2222222222222222,0.5,0.6666666666666666,1.7999999999999998,3.5555555555555554,11.3,20.333333333333336,18.799999999999997,81.44444444444446,89.0,EST,3,EST,3,0,14.0,1.0,0.0,7.0,1.0,0.0,0.0,0,1,0,1,0,0
20151101STL,2015-11-01 13:00:00,STL,SFO,21,10.3,12.0,11.5,9.777777777777779,1.2000000000000002,0.8888888888888888,0.20000000000000004,0.44444444444444453,129.8,118.44444444444443,20.200000000000003,18.444444444444443,0.49999999999999994,0.5555555555555556,2.5,1.2222222222222223,15.5,8.11111111111111,18.5,16.11111111111111,77.1,80.77777777777777,PST,0,CST,2,2,10.0,0.0,1.0,7.0,0.0,1.0,0.0,1,0,0,0,1,0
20151101CLE,2015-11-01 13:02:00,CLE,ARI,-14,22.9,14.7,15.7,13.300000000000002,1.0999999999999999,1.4,0.5,1.1,196.90000000000003,191.60000000000002,22.6,26.4,0.5,0.4,1.0,2.6,5.299999999999999,15.099999999999998,18.4,17.5,87.90000000000002,63.30000000000001,MST,1,EST,3,2,6.0,0.0,1.0,7.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151101HOU,2015-11-01 13:02:00,HOU,TEN,14,13.222222222222221,15.4,13.666666666666666,17.1,1.0000000000000002,1.2000000000000002,0.6666666666666667,0.39999999999999997,149.2222222222222,203.79999999999998,22.666666666666664,32.699999999999996,0.7777777777777778,0.7,2.3333333333333335,1.4000000000000004,16.22222222222222,7.800000000000001,16.77777777777778,19.099999999999998,68.33333333333333,64.7,CST,2,CST,2,0,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,0,0,1
20151101OAK,2015-11-01 16:05:00,OAK,NYJ,14,16.888888888888886,15.999999999999998,14.11111111111111,12.999999999999998,0.7777777777777779,0.7777777777777777,0.4444444444444444,0.5555555555555556,161.33333333333337,169.55555555555557,23.333333333333332,24.88888888888889,0.7777777777777777,0.4444444444444444,0.4444444444444445,1.1111111111111112,2.2222222222222223,8.444444444444443,21.333333333333332,15.333333333333332,90.99999999999999,64.44444444444444,EST,3,PST,0,-3,7.0,1.0,0.0,7.0,1.0,0.0,0.0,0,1,0,1,0,0
20151101DEN,2015-11-01 20:30:00,DEN,GNB,19,18.22222222222222,15.444444444444445,13.0,12.222222222222221,0.4444444444444445,0.2222222222222222,0.2222222222222222,0.1111111111111111,157.88888888888889,160.55555555555554,20.22222222222222,26.333333333333336,0.2222222222222222,1.111111111111111,1.222222222222222,1.3333333333333335,7.777777777777777,8.777777777777779,18.666666666666668,15.666666666666666,84.88888888888889,56.66666666666667,CST,2,MST,1,-1,14.0,0.0,1.0,14.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151101ATL,2015-11-01 13:02:00,ATL,TAM,-3,15.555555555555557,19.3,12.666666666666664,16.7,0.9999999999999999,0.8999999999999999,0.4444444444444444,0.39999999999999997,153.44444444444443,191.5,20.11111111111111,26.7,0.7777777777777777,0.6,1.3333333333333335,1.4000000000000001,10.0,8.7,20.11111111111111,20.8,89.11111111111111,90.7,EST,3,EST,3,0,7.0,1.0,0.0,7.0,1.0,0.0,0.0,1,0,0,0,1,0
20151101BAL,2015-11-01 13:02:00,BAL,SDG,3,16.5,16.1,17.5,14.5,0.9,0.6,0.6000000000000001,0.3,240.50000000000006,177.1,31.7,28.799999999999997,0.7,0.8,1.7999999999999998,1.1,11.0,8.3,16.6,17.4,61.00000000000001,72.2,PST,0,EST,3,3,7.0,0.0,1.0,6.0,1.0,0.0,-1.0,0,1,0,1,0,0
20151101KAN,2015-11-01 09:36:00,KAN,DET,35,13.9,15.0,14.4,13.600000000000001,1.2,0.7999999999999999,0.7999999999999999,0.5000000000000002,195.0,167.9,30.100000000000005,24.2,1.0,0.3,1.6,2.6,10.7,14.5,13.600000000000001,17.3,47.60000000000001,74.39999999999999,EST,3,CST,2,-1,7.0,0.0,1.0,7.0,0.0,1.0,0.0,0,1,0,1,0,0
20151101DAL,2015-11-01 16:25:00,DAL,SEA,-1,15.400000000000002,13.444444444444446,12.799999999999999,15.222222222222225,0.6,0.7777777777777779,0.39999999999999997,0.5555555555555556,149.90000000000003,159.55555555555554,20.4,21.88888888888889,0.5,0.7777777777777777,3.0999999999999996,1.3333333333333335,16.9,8.88888888888889,21.400000000000002,18.888888888888886,100.29999999999998,85.11111111111111,PST,0,CST,2,2,10.0,1.0,0.0,7.0,1.0,0.0,0.0,1,0,0,0,0,1
20151101CHI,2015-11-01 13:00:00,CHI,MIN,-3,13.777777777777779,13.333333333333332,12.777777777777779,13.11111111111111,0.8888888888888888,1.0,0.3333333333333333,0.3333333333333333,131.44444444444443,150.44444444444446,20.11111111111111,23.77777777777778,0.4444444444444444,0.5555555555555558,2.1111111111111107,1.3333333333333333,17.333333333333336,6.777777777777779,20.11111111111111,19.333333333333332,85.55555555555557,74.66666666666669,CST,2,CST,2,0,7.0,1.0,0.0,14.0,1.0,0.0,0.0,0,1,0,1,0,0
20151102CAR,2015-11-02 20:30:00,CAR,IND,3,14.700000000000001,18.0,14.299999999999999,14.333333333333332,1.1,0.2222222222222222,0.6,0.1111111111111111,180.4,133.0,28.6,20.11111111111111,0.9000000000000001,0.7777777777777777,1.5,1.2222222222222223,8.9,8.666666666666666,15.300000000000002,21.888888888888893,65.5,96.44444444444446,EST,3,EST,3,0,8.0,0.0,1.0,8.0,0.0,1.0,0.0,0,1,0,1,0,0
20151105CIN,2015-11-05 20:25:00,CIN,CLE,21,15.181818181818182,19.8,13.545454545454549,14.699999999999998,1.5454545454545454,0.8,1.0909090909090908,0.39999999999999997,193.72727272727275,194.70000000000002,27.636363636363633,23.1,0.4545454545454546,0.4,2.4545454545454546,0.9,14.454545454545451,4.5,17.727272727272727,20.600000000000005,61.0909090909091,81.10000000000001,EST,3,EST,3,0,4.0,0.0,1.0,4.0,1.0,0.0,-1.0,1,0,0,1,0,0
20151108BUF,2015-11-08 13:02:00,BUF,MIA,16,15.399999999999999,17.6,13.900000000000002,13.4,0.8,1.3,0.2,0.4,174.6,151.70000000000002,26.4,22.2,0.8999999999999999,0.7000000000000002,2.1,2.0,19.6,14.500000000000002,14.5,19.999999999999996,72.0,86.7,EST,3,EST,3,0,10.0,1.0,0.0,14.0,1.0,0.0,0.0,1,0,0,1,0,0
20151108MIN,2015-11-08 13:02:00,MIN,STL,3,13.5,14.700000000000001,10.4,13.200000000000003,0.8999999999999999,0.8999999999999999,0.5000000000000001,0.3,125.69999999999999,136.29999999999998,18.9,21.1,0.5,0.5,1.1,1.9999999999999998,7.3,16.300000000000004,18.6,20.6,92.4,91.70000000000002,CST,2,CST,2,0,7.0,0.0,1.0,7.0,1.0,0.0,-1.0,1,0,0,1,0,0
20151108DAL,2015-11-08 20:31:00,DAL,PHI,-6,16.0,13.3,14.999999999999998,15.100000000000003,0.7999999999999999,0.8000000000000002,0.5,0.5,167.1,152.7,27.400000000000002,22.3,1.0,0.7,1.2999999999999998,1.3000000000000003,9.5,8.6,19.0,19.999999999999996,80.1,89.50000000000001,EST,3,CST,2,-1,14.0,1.0,0.0,7.0,0.0,1.0,1.0,1,0,0,0,0,1
