Season,Start,Week,Away,Home,APts,HPts,OverUnder,VegasLine,AFD,AFum,AFumL,APY,APA,API,HPS,HPSY,ARA,ARY,HFD,HFum,HFumL,HPY,HPA,HPI,HPS,HPSY,HRA,HRY
2014,2014-09-21 13:02:00,3,IND,JAX,44,17,45.0,7.0,27,0,0,385,43,0,2,5,29,144,18,1,1,239,31,2,4,17,20,105
2014,2014-09-22 20:30:00,3,CHI,NYJ,27,19,44.0,-2.5,17,1,1,197,38,0,4,28,21,60,21,5,1,300,43,2,3,16,26,114
2014,2014-09-25 20:26:00,4,NYG,WAS,45,14,46.0,-3.5,31,0,0,295,39,1,1,5,38,154,17,2,2,243,33,4,2,14,17,86
2014,2014-09-28 16:25:00,4,ATL,MIN,28,41,47.0,3.0,23,0,0,288,41,2,1,10,22,123,26,0,0,317,30,0,0,0,44,241
2014,2014-09-28 16:25:00,4,PHI,SFO,21,26,50.0,-5.0,11,2,2,191,43,2,1,4,12,22,20,0,0,189,30,1,4,29,42,218
2014,2014-09-28 13:03:00,4,TEN,IND,17,41,46.0,-7.5,16,2,1,176,28,2,3,18,16,85,31,0,0,393,41,1,0,0,41,105
2014,2014-09-28 13:02:00,4,DET,NYJ,24,17,45.0,1.5,17,0,0,272,34,0,4,21,27,88,17,2,1,204,33,1,2,5,27,132
2014,2014-09-28 13:02:00,4,BUF,HOU,17,23,42.5,-3.0,17,1,0,220,44,2,2,5,23,96,19,2,1,264,37,2,3,4,23,37
2014,2014-09-28 16:05:00,4,JAX,SDG,14,33,45.0,-12.5,21,1,1,235,37,2,3,19,25,85,19,1,0,365,39,0,2,12,20,42
2014,2014-09-28 13:02:00,4,GNB,CHI,38,17,51.5,1.5,21,0,0,302,28,0,1,0,18,56,33,3,0,261,35,2,1,4,41,235
2014,2014-09-28 13:06:00,4,MIA,OAK,38,14,40.5,3.5,24,3,2,278,31,1,0,0,35,157,17,1,1,264,44,3,2,11,18,53
2014,2014-09-28 13:02:00,4,CAR,BAL,10,38,42.0,-3.0,20,2,1,248,34,0,2,20,26,67,25,1,0,327,31,0,0,0,30,127
2014,2014-09-28 20:31:00,4,NOR,DAL,17,38,53.5,3.0,20,2,2,334,44,1,2,6,13,104,24,2,0,255,29,0,1,7,35,190
2014,2014-09-28 13:03:00,4,TAM,PIT,27,24,45.0,-7.5,21,0,0,287,43,1,1,15,19,63,27,2,1,305,41,0,5,26,27,85
2014,2014-09-29 20:31:00,4,NWE,KAN,14,41,46.0,3.0,13,2,1,215,30,2,3,14,16,75,26,0,0,236,26,0,2,12,38,207
2014,2014-10-02 20:26:00,5,MIN,GNB,10,42,47.5,-7.5,20,1,1,188,44,2,6,34,25,111,15,0,0,164,22,1,2,14,28,156
2014,2014-10-05 13:03:00,5,TAM,NOR,31,37,48.0,-10.0,20,2,0,248,32,1,1,1,21,66,34,0,0,371,57,3,0,0,29,140
2014,2014-10-05 13:03:00,5,HOU,DAL,17,20,47.0,-6.5,15,0,0,154,25,1,0,0,31,176,24,2,2,316,41,1,1,8,33,140
2014,2014-10-05 13:02:00,5,CLE,TEN,29,28,44.0,-1.0,27,0,0,284,37,1,1,7,36,176,22,0,0,261,32,0,3,12,30,149
2014,2014-10-05 13:03:00,5,BAL,IND,13,20,49.0,-3.0,15,2,2,197,38,1,4,38,15,90,26,4,2,305,49,2,1,7,30,127
2014,2014-10-05 13:02:00,5,STL,PHI,28,34,47.5,-6.5,29,3,3,341,49,0,4,34,23,125,22,2,2,207,37,1,0,0,33,145
2014,2014-10-05 16:05:00,5,ARI,DEN,20,41,48.0,-7.5,9,1,0,178,34,0,3,21,19,37,24,0,0,476,47,2,1,3,28,92
2014,2014-10-05 13:03:00,5,ATL,NYG,20,30,50.0,-4.0,20,1,0,307,45,1,1,9,21,90,22,2,2,193,30,0,1,7,34,124
2014,2014-10-05 20:43:00,5,CIN,NWE,17,43,46.0,0.0,17,3,3,241,29,0,1,8,18,79,30,1,0,285,35,0,1,7,46,220
2014,2014-10-05 16:25:00,5,KAN,SFO,17,22,44.0,-5.0,14,1,0,158,30,1,0,0,20,107,22,1,0,186,27,0,3,15,40,171
2014,2014-10-05 13:03:00,5,CHI,CAR,24,31,45.5,-2.5,17,3,2,262,36,2,4,27,22,85,22,3,2,231,35,1,2,24,26,91
2014,2014-10-05 16:25:00,5,NYJ,SDG,0,31,43.5,-6.5,11,1,1,60,31,1,2,14,21,91,21,0,0,277,28,1,3,11,40,162
2014,2014-10-05 13:03:00,5,BUF,DET,17,14,43.0,-6.5,19,3,0,294,43,1,2,14,22,49,13,3,1,204,31,1,6,27,20,69
2014,2014-10-05 13:02:00,5,PIT,JAX,17,9,47.5,6.0,20,1,1,261,36,0,4,12,28,111,12,3,0,187,36,2,1,4,15,56
2014,2014-10-06 20:30:00,5,SEA,WAS,27,17,45.5,7.0,20,2,0,178,24,0,3,23,36,225,14,1,0,275,36,0,1,8,17,32
2014,2014-10-09 20:26:00,6,IND,HOU,33,28,46.5,2.5,27,1,1,363,44,1,3,7,35,93,18,2,2,196,23,0,5,16,24,136
2014,2014-10-12 13:03:00,6,CAR,CIN,37,37,44.0,-7.0,29,0,0,284,46,1,0,0,34,147,29,0,0,320,43,2,1,3,31,193
2014,2014-10-12 16:05:00,6,SDG,OAK,31,28,44.0,7.5,24,1,0,307,35,0,1,6,33,116,17,1,0,282,34,1,0,0,20,114
2014,2014-10-12 16:25:00,6,CHI,ATL,27,13,55.5,-3.5,23,0,0,375,38,0,2,6,29,103,12,1,0,245,37,1,4,26,13,42
2014,2014-10-12 13:02:00,6,DEN,NYJ,31,17,47.5,9.5,21,2,0,221,33,0,2,16,33,138,15,2,1,173,43,1,4,17,15,31
2014,2014-10-12 13:02:00,6,PIT,CLE,10,31,46.5,-1.5,22,1,0,221,42,1,2,7,32,138,19,3,1,210,17,0,1,7,38,158
2014,2014-10-12 16:25:00,6,WAS,ARI,20,30,47.0,-5.5,21,1,1,335,38,3,2,19,17,72,19,2,0,243,44,0,1,7,23,74
2014,2014-10-12 13:02:00,6,BAL,TAM,48,17,44.0,3.0,23,1,1,306,28,0,0,0,35,169,22,1,0,277,44,1,5,37,18,87
2014,2014-10-12 13:02:00,6,DET,MIN,17,3,43.0,-1.5,18,0,0,155,33,0,4,30,28,100,15,1,0,143,37,3,8,45,18,69
2014,2014-10-12 13:02:00,6,JAX,TEN,14,16,42.5,-4.0,27,1,1,297,46,1,6,39,23,82,14,1,0,220,28,0,3,13,24,70
2014,2014-10-12 13:02:00,6,NWE,BUF,37,22,44.0,-1.0,22,0,0,346,37,0,2,15,27,50,19,2,2,268,38,1,5,31,23,68
2014,2014-10-12 13:02:00,6,GNB,MIA,27,24,47.0,1.5,27,1,0,248,42,0,3,16,34,121,19,1,1,237,31,2,1,7,23,112
2014,2014-10-12 16:26:00,6,DAL,SEA,30,23,47.0,-9.5,23,2,2,239,32,0,1,11,36,162,9,1,0,126,28,1,2,0,18,80
2014,2014-10-12 20:41:00,6,NYG,PHI,0,27,51.0,-1.5,12,3,1,168,28,0,8,43,24,86,24,1,0,245,34,2,1,3,36,203
2014,2014-10-13 20:30:00,6,SFO,STL,31,17,44.5,3.5,17,1,1,343,35,0,0,0,30,89,19,1,0,216,42,1,5,20,24,93
2014,2014-10-16 20:25:00,7,NYJ,NWE,25,27,44.5,-9.5,28,1,0,205,34,0,3,21,43,218,16,0,0,260,37,0,1,1,15,63
2014,2014-10-19 16:05:00,7,KAN,SDG,23,20,46.0,-3.0,22,0,0,211,28,0,3,10,39,154,19,1,0,182,31,1,2,23,16,69
2014,2014-10-19 13:02:00,7,NOR,DET,23,24,46.5,-1.5,25,1,1,335,45,1,1,7,21,73,21,0,0,285,40,2,3,14,24,59
2014,2014-10-19 16:25:00,7,NYG,DAL,21,31,47.0,-5.5,20,2,2,248,33,0,0,0,26,104,20,0,0,267,23,1,2,12,35,156
2014,2014-10-19 13:00:00,7,SEA,STL,26,28,43.5,7.0,25,0,0,292,36,0,3,21,29,171,18,1,0,173,21,0,0,0,27,102
2014,2014-10-19 13:02:00,7,CAR,GNB,17,38,49.0,-6.5,23,0,0,223,39,1,3,25,25,108,22,1,0,241,24,0,2,14,30,122
2014,2014-10-19 13:02:00,7,MIN,BUF,16,17,43.5,-6.5,16,0,0,118,26,2,5,39,29,158,22,4,3,255,43,1,6,28,19,118
2014,2014-10-19 20:30:00,7,SFO,DEN,17,42,48.5,-6.5,22,0,0,248,46,1,6,53,18,62,23,1,0,304,27,0,2,14,27,115
2014,2014-10-19 13:02:00,7,CLE,JAX,6,24,45.0,4.0,13,2,2,197,41,1,3,18,30,69,20,0,0,151,31,3,2,8,35,185
2014,2014-10-19 13:02:00,7,TEN,WAS,17,19,46.5,-6.0,14,1,1,160,26,1,1,0,22,76,16,1,1,251,28,1,3,16,26,100
2014,2014-10-19 16:25:00,7,ARI,OAK,24,13,46.5,3.5,25,1,0,242,31,1,1,11,37,123,13,0,0,164,28,0,1,9,19,56
2014,2014-10-19 13:02:00,7,ATL,BAL,7,29,49.5,-6.5,16,1,1,186,44,0,5,42,16,68,23,1,1,248,25,2,1,10,36,123
2014,2014-10-19 13:00:00,7,MIA,CHI,27,14,47.5,-3.0,24,1,0,256,32,0,4,21,33,137,14,4,2,172,34,1,3,18,14,52
2014,2014-10-19 13:02:00,7,CIN,IND,0,27,50.5,-3.5,8,1,0,103,38,0,4,23,12,32,27,2,2,335,42,0,2,9,34,171
2014,2014-10-20 20:30:00,7,HOU,PIT,23,30,44.5,-3.0,20,3,2,261,32,1,1,1,30,132,18,1,1,252,34,0,3,16,25,76
2014,2014-10-23 20:26:00,8,SDG,DEN,21,35,51.0,-9.0,22,0,0,245,41,2,2,7,15,61,27,2,0,286,35,0,0,0,30,139
2014,2014-10-26 13:02:00,8,BAL,CIN,24,27,44.5,3.0,18,1,0,187,34,2,1,8,26,107,19,2,1,239,28,1,2,27,34,111
2014,2014-10-26 09:37:00,8,DET,ATL,22,21,45.5,3.5,22,2,0,325,47,1,0,0,23,60,22,3,0,213,27,1,2,15,26,78
2014,2014-10-26 13:02:00,8,BUF,NYJ,43,23,40.5,-3.0,12,1,0,213,17,0,4,25,32,67,22,4,2,137,44,4,4,21,33,175
2014,2014-10-26 20:30:00,8,GNB,NOR,23,44,55.0,-2.0,23,1,1,402,40,2,4,24,19,89,28,1,1,302,32,0,2,9,31,193
2014,2014-10-26 13:02:00,8,MIA,JAX,27,13,42.5,7.0,17,0,0,178,29,1,3,18,24,148,19,1,1,201,34,2,4,20,30,176
2014,2014-10-26 16:25:00,8,OAK,CLE,13,23,44.5,-6.5,19,4,2,311,56,1,4,17,21,76,15,1,0,267,28,0,1,8,25,39
2014,2014-10-26 13:02:00,8,CHI,NWE,23,51,52.0,-6.0,27,1,1,231,35,1,3,18,26,153,32,1,0,365,38,0,1,11,32,122
2014,2014-10-26 16:05:00,8,PHI,ARI,20,24,48.5,1.0,27,1,1,411,62,2,0,0,25,110,17,1,1,329,42,0,0,0,23,71
2014,2014-10-26 16:25:00,8,IND,PIT,34,51,48.5,4.5,26,1,0,385,45,2,2,15,10,63,34,2,2,522,49,0,0,0,32,117
2014,2014-10-26 13:04:00,8,SEA,CAR,13,9,45.0,6.0,19,2,1,191,32,1,1,8,26,119,17,4,1,152,22,1,3,19,31,114
2014,2014-10-26 13:04:00,8,STL,KAN,7,34,44.0,-7.0,13,0,0,116,25,1,7,44,19,84,23,2,1,215,29,0,2,8,33,140
2014,2014-10-26 13:03:00,8,HOU,TEN,30,16,43.0,3.5,24,0,0,193,35,0,5,34,40,212,13,1,1,290,41,1,2,9,13,36
2014,2014-10-26 13:03:00,8,MIN,TAM,19,13,43.0,-1.5,22,0,0,235,42,0,1,6,22,97,15,2,1,159,28,1,5,12,23,66
2014,2014-10-27 20:30:00,8,WAS,DAL,20,17,49.0,-9.5,19,0,0,286,30,1,3,13,31,123,20,4,2,224,34,0,5,54,25,171
2014,2014-10-30 20:30:00,9,NOR,CAR,28,10,49.0,3.0,27,3,1,270,34,1,4,27,37,105,15,1,1,122,28,1,4,29,22,109
2014,2014-11-02 13:03:00,9,PHI,HOU,31,21,48.5,2.0,30,1,1,293,34,3,4,33,41,190,15,1,0,182,27,1,4,21,28,118
2014,2014-11-02 13:02:00,9,JAX,CIN,23,33,44.0,-10.0,19,0,0,233,33,1,2,14,25,132,23,1,0,232,31,2,2,1,34,191
2014,2014-11-02 16:05:00,9,STL,SFO,13,10,44.0,-10.5,13,0,0,102,24,2,1,3,27,91,20,3,2,183,33,0,8,54,21,80
2014,2014-11-02 13:04:00,9,ARI,DAL,28,17,45.0,-1.5,22,1,0,237,34,1,2,12,29,102,18,0,0,174,33,2,1,9,25,92
2014,2014-11-02 13:03:00,9,WAS,MIN,26,29,44.0,0.0,21,1,0,225,28,1,5,26,29,122,24,0,0,252,42,0,2,16,27,100
2014,2014-11-02 13:02:00,9,TAM,CLE,17,22,44.0,-7.0,20,0,0,252,33,2,2,8,26,113,19,0,0,274,34,2,4,26,27,56
2014,2014-11-02 16:25:00,9,DEN,NWE,21,43,52.5,3.0,26,1,0,429,57,2,1,9,17,43,29,1,0,332,53,1,1,1,25,66
2014,2014-11-02 20:30:00,9,BAL,PIT,23,43,47.5,-2.5,22,1,1,269,45,1,4,34,18,63,22,1,1,321,37,0,3,19,25,55
2014,2014-11-02 13:03:00,9,NYJ,KAN,10,24,41.5,-8.5,22,1,0,225,36,0,3,10,30,139,23,1,0,196,31,0,1,3,24,113
2014,2014-11-02 16:26:00,9,OAK,SEA,24,30,44.0,-13.5,17,4,1,189,41,2,1,5,18,37,21,0,0,177,35,0,1,2,38,149
2014,2014-11-02 13:02:00,9,SDG,MIA,0,37,45.0,-3.0,10,1,1,128,26,3,4,20,19,50,28,1,0,309,39,0,0,0,35,132
2014,2014-11-03 20:31:00,9,IND,NYG,40,24,50.0,3.0,22,3,0,345,46,0,1,9,24,98,22,3,1,349,52,0,3,10,20,89
2014,2014-11-06 20:29:00,10,CLE,CIN,24,3,46.0,-6.5,21,1,1,198,23,0,0,0,52,170,11,1,1,79,39,3,2,14,22,86
2014,2014-11-09 13:03:00,10,TEN,BAL,7,21,44.5,-10.5,14,2,1,143,27,1,5,36,22,67,18,1,0,161,27,0,1,8,34,151
2014,2014-11-09 13:06:00,10,DAL,JAX,31,17,45.0,7.5,16,1,1,248,28,0,1,6,30,151,20,3,2,262,37,1,4,28,24,71
2014,2014-11-09 13:04:00,10,ATL,TAM,27,17,47.0,3.0,19,0,0,212,31,0,1,7,28,110,23,1,1,281,43,2,4,20,23,92
2014,2014-11-09 13:02:00,10,KAN,BUF,17,13,42.0,-1.5,16,2,1,151,29,0,6,26,24,127,21,3,3,253,48,0,1,6,22,111
2014,2014-11-09 16:25:00,10,STL,ARI,14,31,43.0,-7.0,16,1,1,174,30,2,6,42,22,70,21,1,0,307,41,1,3,19,22,28
2014,2014-11-09 13:02:00,10,MIA,DET,16,20,43.0,-3.0,20,3,1,178,38,1,3,29,19,50,19,0,0,288,42,1,3,19,19,63
2014,2014-11-09 16:26:00,10,NYG,SEA,17,38,45.0,-9.5,20,1,1,270,44,1,2,13,17,54,27,3,1,160,17,2,2,12,45,350
2014,2014-11-09 13:02:00,10,PIT,NYJ,13,20,47.0,4.5,22,3,2,326,43,2,2,17,17,36,15,0,0,125,18,0,4,7,36,150
2014,2014-11-09 20:30:00,10,CHI,GNB,14,55,54.0,-9.5,21,2,1,256,40,2,4,27,24,55,21,1,1,319,32,0,0,0,32,132
2014,2014-11-09 16:05:00,10,DEN,OAK,41,17,51.0,12.5,25,1,0,353,49,2,0,0,27,118,10,2,1,192,47,2,0,0,15,30
2014,2014-11-09 13:03:00,10,SFO,NOR,27,24,49.0,-5.5,21,1,1,186,32,0,4,24,32,144,23,2,1,287,47,2,2,5,31,136
2014,2014-11-10 20:32:00,10,CAR,PHI,21,45,48.5,-7.0,21,3,2,215,40,3,9,91,32,102,17,2,0,328,38,0,1,4,23,37
2014,2014-11-13 20:26:00,11,BUF,MIA,9,22,42.0,-5.0,13,0,0,183,39,0,2,10,19,54,24,2,2,205,34,0,5,35,24,125
2014,2014-11-16 20:31:00,11,NWE,IND,42,20,57.0,-3.0,33,0,0,257,30,2,0,0,44,246,17,1,0,303,39,1,1,0,16,19
2014,2014-11-16 16:05:00,11,OAK,SDG,6,13,45.0,-10.0,9,2,1,162,34,0,2,10,19,71,18,0,0,180,34,0,2,13,32,120
2014,2014-11-16 13:04:00,11,SEA,KAN,20,24,42.5,0.0,25,1,0,168,32,0,2,10,37,204,20,3,2,108,16,0,0,0,30,190
2014,2014-11-16 13:03:00,11,HOU,CLE,23,7,41.0,-3.5,29,1,0,211,30,1,0,0,54,213,24,3,1,310,50,1,3,20,23,65
2014,2014-11-16 13:00:00,11,DEN,STL,7,22,51.0,9.5,21,0,0,369,54,2,2,20,10,28,16,1,0,206,29,0,3,14,33,131
2014,2014-11-16 13:02:00,11,CIN,NOR,27,10,51.0,-7.0,22,2,0,219,22,0,1,1,36,186,24,2,1,255,41,0,0,0,26,75
2014,2014-11-16 13:02:00,11,MIN,CHI,13,21,46.5,-2.5,10,0,0,147,28,1,2,11,16,96,24,0,0,330,43,2,0,0,31,138
2014,2014-11-16 13:03:00,11,SFO,NYG,16,10,44.5,4.0,20,3,1,185,30,0,1,8,37,148,17,1,0,265,45,5,2,15,21,65
2014,2014-11-16 16:25:00,11,PHI,GNB,20,53,55.0,-5.5,22,4,2,320,44,2,3,26,31,109,25,2,0,365,38,0,1,2,25,110
2014,2014-11-16 16:25:00,11,DET,ARI,6,14,41.0,-1.0,11,2,0,164,30,1,4,19,19,98,18,0,0,306,32,2,0,0,26,46
2014,2014-11-16 13:03:00,11,ATL,CAR,19,17,47.0,1.5,22,1,1,260,45,0,2,8,27,86,22,0,0,285,37,2,2,7,25,106
2014,2014-11-16 13:03:00,11,TAM,WAS,27,7,45.5,-7.5,12,2,1,281,23,0,2,7,21,48,20,4,1,167,32,2,6,40,31,155
2014,2014-11-17 20:30:00,11,PIT,TEN,27,24,45.5,5.5,29,0,0,180,32,1,5,27,36,206,14,0,0,263,24,1,0,0,15,49
2014,2014-11-20 20:26:00,12,KAN,OAK,20,24,42.5,7.0,16,2,0,217,36,0,2,17,24,96,18,2,1,172,35,0,1,2,30,179
2014,2014-11-23 13:02:00,12,DET,NWE,9,34,47.5,-7.0,21,0,0,244,46,1,2,20,25,91,29,1,0,349,53,1,0,0,20,90
2014,2014-11-23 16:05:00,12,STL,SDG,24,27,43.5,-5.0,16,2,1,210,36,2,1,7,24,107,19,3,2,282,35,1,3,9,22,128
2014,2014-11-23 16:25:00,12,MIA,DEN,36,39,47.5,-7.0,25,3,0,216,36,1,1,12,21,97,29,1,1,249,35,0,1,8,35,201
2014,2014-11-23 13:02:00,12,TAM,CHI,13,21,46.5,-4.5,17,4,2,301,48,2,5,40,22,66,12,1,1,112,27,0,3,18,26,92
2014,2014-11-23 13:02:00,12,CLE,ATL,26,24,48.5,-2.5,29,2,0,313,41,3,1,9,29,162,21,1,1,252,43,1,3,21,23,63
2014,2014-11-23 13:02:00,12,TEN,PHI,24,43,49.0,-11.0,16,3,2,299,39,1,5,46,19,52,26,0,0,298,43,2,2,9,38,164
2014,2014-11-23 13:02:00,12,JAX,IND,3,23,49.0,-13.5,11,2,1,114,27,1,4,32,23,80,24,6,3,214,32,0,5,39,35,175
2014,2014-11-23 16:06:00,12,ARI,SEA,3,19,41.5,-7.0,12,2,0,140,26,1,3,9,20,64,16,0,0,169,22,0,7,42,29,124
2014,2014-11-23 13:03:00,12,GNB,MIN,24,21,50.0,7.5,24,1,0,207,29,0,1,2,32,155,20,0,0,196,37,1,2,14,25,112
2014,2014-11-23 20:30:00,12,DAL,NYG,31,28,49.0,5.0,18,1,1,266,26,0,2,9,25,119,27,0,0,328,40,1,2,10,32,89
2014,2014-11-23 13:02:00,12,CIN,HOU,22,13,44.5,-2.5,24,1,0,233,35,1,0,0,43,139,18,0,0,184,45,1,1,5,19,64
2014,2014-11-23 16:25:00,12,WAS,SFO,13,17,44.0,-9.5,12,1,1,77,20,0,5,29,27,136,16,3,2,246,29,1,2,10,29,66
2014,2014-11-24 20:30:00,12,BAL,NOR,34,27,51.0,-3.0,23,1,1,234,24,0,1,9,32,215,26,1,0,399,45,1,4,21,21,126
