Season,Start,Week,Away,Home,APts,HPts,OverUnder,VegasLine,AFD,AFum,AFumL,APY,APA,API,HPS,HPSY,ARA,ARY,HFD,HFum,HFumL,HPY,HPA,HPI,HPS,HPSY,HRA,HRY
2015,2015-09-20 13:02:00,2,TEN,CLE,14,28,41.0,2.0,21,4,3,219,37,0,7,38,30,166,13,2,0,158,15,0,2,14,30,116
2015,2015-09-20 13:02:00,2,SFO,PIT,18,43,45.5,-6.5,27,2,1,298,46,0,5,37,31,111,21,0,0,369,27,0,0,0,25,84
2015,2015-09-20 13:02:00,2,NWE,BUF,40,32,44.0,1.0,28,2,2,451,59,0,2,15,15,56,23,3,0,189,30,3,8,53,27,160
2015,2015-09-21 20:30:00,2,NYJ,IND,20,7,46.5,-7.0,20,1,0,243,34,1,1,1,27,101,17,2,2,250,37,3,0,0,24,93
2015,2015-09-24 20:26:00,3,WAS,NYG,21,32,44.0,-3.5,22,2,1,305,49,2,1,11,20,88,19,1,0,279,32,0,0,0,31,84
2015,2015-09-27 13:03:00,3,NOR,CAR,22,27,43.5,-9.5,27,1,1,310,38,1,1,0,24,70,24,0,0,312,31,0,1,3,30,119
2015,2015-09-27 13:03:00,3,PHI,NYJ,24,17,45.5,-1.5,18,1,1,108,28,0,1,10,38,123,19,2,1,276,58,3,1,7,16,47
2015,2015-09-27 13:03:00,3,ATL,DAL,39,28,43.5,1.0,26,0,0,280,36,0,1,5,32,158,23,0,0,220,26,1,2,12,21,127
2015,2015-09-27 20:30:00,3,DEN,DET,24,12,44.5,3.0,19,1,1,313,42,1,1,11,19,41,22,1,1,262,45,2,4,20,19,28
2015,2015-09-27 13:06:00,3,JAX,NWE,17,51,49.0,-13.5,15,1,0,236,33,1,2,6,20,57,35,0,0,346,42,0,2,12,32,125
2015,2015-09-27 16:25:00,3,BUF,MIA,41,14,41.5,-2.5,21,0,0,277,29,0,0,0,34,151,21,1,0,289,49,3,2,8,20,102
2015,2015-09-27 13:00:00,3,PIT,STL,12,6,48.0,1.0,17,1,0,197,30,1,5,33,22,62,12,0,0,187,29,1,2,10,18,71
2015,2015-09-27 13:03:00,3,IND,TEN,35,33,46.0,3.5,20,1,0,245,30,2,3,15,23,133,28,0,0,345,44,2,3,22,27,88
2015,2015-09-27 13:02:00,3,CIN,BAL,28,24,44.5,-2.5,23,1,1,372,32,1,2,11,31,86,19,1,0,362,49,1,0,0,18,36
2015,2015-09-27 16:05:00,3,SFO,ARI,7,47,45.0,-6.5,10,1,0,53,19,4,2,14,29,103,28,2,0,307,32,1,1,4,37,139
2015,2015-09-27 13:02:00,3,OAK,CLE,27,20,42.5,-3.5,19,1,1,314,32,0,0,0,30,155,21,2,1,316,49,1,5,25,14,39
2015,2015-09-27 13:03:00,3,TAM,HOU,9,19,40.5,-6.5,14,2,0,261,36,1,0,0,20,57,30,2,0,227,39,1,1,1,46,186
2015,2015-09-27 13:02:00,3,SDG,MIN,14,31,44.5,-1.0,21,1,1,279,40,1,4,30,28,90,18,0,0,121,24,1,0,0,31,163
2015,2015-09-27 16:26:00,3,CHI,SEA,0,26,43.5,-14.5,7,0,0,48,17,0,2,15,27,98,17,0,0,212,30,0,4,23,29,159
2015,2015-09-28 20:30:00,3,KAN,GNB,28,38,49.0,-6.0,23,2,0,251,40,1,7,39,18,75,26,0,0,325,35,0,1,8,32,123
2015,2015-10-01 20:26:00,4,BAL,PIT,23,20,43.5,2.5,21,3,1,165,34,1,5,21,39,191,17,2,0,96,26,0,4,28,33,167
2015,2015-10-04 16:25:00,4,GNB,SFO,17,3,48.0,7.5,18,0,0,200,32,0,3,24,33,162,8,3,0,119,25,1,6,41,19,77
2015,2015-10-04 13:02:00,4,HOU,ATL,21,48,47.0,-6.0,24,3,3,374,57,1,1,8,17,54,22,0,0,243,27,0,2,13,35,135
2015,2015-10-04 16:25:00,4,MIN,DEN,20,23,42.5,-7.0,19,3,1,212,41,0,7,57,21,113,18,0,0,200,27,2,2,13,24,144
2015,2015-10-04 13:03:00,4,KAN,CIN,21,36,45.0,-3.5,24,1,1,348,45,0,5,38,23,113,18,1,0,321,24,0,0,0,26,124
2015,2015-10-04 13:02:00,4,NYG,BUF,24,10,45.5,-5.5,19,1,0,211,35,1,1,1,28,92,14,2,1,258,42,1,2,16,24,55
2015,2015-10-04 16:25:00,4,STL,ARI,24,22,44.0,-7.0,13,1,0,164,24,0,1,7,26,164,26,3,2,334,46,1,4,18,21,113
2015,2015-10-04 13:03:00,4,PHI,WAS,20,23,44.0,3.0,14,2,2,233,28,0,5,37,18,87,25,2,1,290,46,0,1,0,32,127
2015,2015-10-04 09:37:00,4,NYJ,MIA,27,14,42.0,1.5,23,0,0,218,29,1,0,0,43,207,17,1,0,167,44,2,3,31,11,59
2015,2015-10-04 13:02:00,4,JAX,IND,13,16,48.0,-9.5,21,3,0,289,50,0,1,9,28,142,22,3,2,266,47,0,3,16,24,60
2015,2015-10-04 16:05:00,4,CLE,SDG,27,30,44.5,-7.0,20,1,1,332,41,0,4,24,21,100,23,0,0,347,38,0,2,11,21,91
2015,2015-10-04 13:02:00,4,OAK,CHI,20,22,44.0,3.0,16,1,1,173,33,1,2,23,22,70,23,3,2,273,43,1,3,8,29,98
2015,2015-10-04 13:03:00,4,CAR,TAM,37,23,40.0,3.0,17,2,1,111,22,0,2,13,33,133,25,1,1,270,43,4,2,17,30,141
2015,2015-10-04 20:30:00,4,DAL,NOR,20,26,48.0,-3.0,21,0,0,220,26,0,3,26,28,115,27,0,0,335,41,0,3,24,25,103
2015,2015-10-05 20:31:00,4,DET,SEA,10,13,43.0,-9.5,12,2,1,203,35,0,0,0,18,53,18,5,3,235,26,0,6,52,31,110
2015,2015-10-08 20:26:00,5,IND,HOU,27,20,44.5,-2.0,22,0,0,213,29,0,0,0,30,110,24,0,0,362,41,2,1,0,28,82
2015,2015-10-11 13:02:00,5,CLE,BAL,33,30,42.5,-6.0,25,0,0,422,51,0,4,35,25,83,22,0,0,196,35,0,1,14,31,181
2015,2015-10-11 13:03:00,5,SEA,CIN,24,27,43.5,-3.0,16,0,0,197,23,1,4,16,30,200,27,1,1,310,44,1,4,21,31,109
2015,2015-10-11 13:02:00,5,CHI,KAN,18,17,45.0,-9.0,21,2,1,241,45,0,2,11,26,87,16,0,0,170,30,0,3,11,25,117
2015,2015-10-11 13:02:00,5,WAS,ATL,19,25,48.0,-7.0,18,1,0,219,32,2,1,0,24,51,29,3,1,242,42,2,3,12,32,176
2015,2015-10-11 16:25:00,5,NWE,DAL,30,6,49.5,9.0,20,1,0,247,27,0,5,28,23,109,18,1,1,163,39,1,3,24,24,102
2015,2015-10-11 16:05:00,5,ARI,DET,42,17,45.5,3.0,15,0,0,158,18,0,2,13,25,187,29,3,2,379,70,4,1,0,18,56
2015,2015-10-11 13:04:00,5,NOR,PHI,17,39,49.5,-6.0,19,3,3,292,43,1,5,43,21,96,34,0,0,333,45,2,0,0,34,186
2015,2015-10-11 16:25:00,5,DEN,OAK,16,10,44.0,4.0,15,0,0,254,35,2,2,12,18,43,20,3,2,223,39,1,4,26,25,65
2015,2015-10-11 13:03:00,5,BUF,TEN,14,13,42.0,1.0,13,2,1,82,18,0,4,31,28,127,17,0,0,179,32,1,2,8,28,97
2015,2015-10-11 20:31:00,5,SFO,NYG,27,30,43.0,-6.5,22,3,0,256,35,0,2,6,27,124,30,0,0,441,54,1,0,0,21,84
2015,2015-10-11 13:02:00,5,STL,GNB,10,24,45.5,-9.0,17,1,0,143,31,4,3,18,36,191,14,1,1,236,30,2,2,5,27,86
2015,2015-10-11 13:02:00,5,JAX,TAM,31,38,41.5,-2.5,21,1,1,270,33,1,6,33,17,55,20,0,0,186,19,0,2,23,40,183
2015,2015-10-12 20:30:00,5,PIT,SDG,24,20,46.0,-3.5,14,0,0,194,26,1,3,9,27,155,24,1,1,354,48,1,2,11,19,52
2015,2015-10-15 20:26:00,6,ATL,NOR,21,31,51.0,3.0,23,5,3,263,44,0,5,32,21,150,25,0,0,304,39,0,1,8,32,81
2015,2015-10-18 16:25:00,6,SDG,GNB,20,27,51.0,-10.5,32,2,1,488,65,0,3,15,21,60,17,1,0,237,29,0,3,18,17,133
2015,2015-10-18 16:25:00,6,BAL,SFO,20,25,43.5,2.0,25,0,0,343,53,2,0,0,22,77,15,1,0,326,27,0,3,14,25,65
2015,2015-10-18 16:06:00,6,CAR,SEA,27,23,40.5,-7.0,25,0,0,248,36,2,3,21,33,135,14,0,0,219,30,0,4,22,26,115
2015,2015-10-18 13:03:00,6,MIA,TEN,38,10,43.5,-2.0,26,0,0,254,29,2,2,12,32,180,22,2,2,236,41,2,6,46,18,63
2015,2015-10-18 13:02:00,6,HOU,JAX,31,20,43.0,-2.5,24,1,0,287,36,0,1,6,31,95,26,1,0,311,53,3,3,20,21,83
2015,2015-10-18 13:02:00,6,CHI,DET,34,37,44.0,-3.0,24,1,0,353,41,1,1,0,31,91,26,3,2,391,42,1,2,14,32,155
2015,2015-10-18 13:02:00,6,WAS,NYJ,20,34,40.5,-7.0,14,0,0,191,44,2,1,5,17,34,22,2,2,253,26,1,0,0,41,221
2015,2015-10-18 13:02:00,6,KAN,MIN,10,16,43.0,-3.5,16,1,1,271,37,0,2,11,18,57,16,1,0,237,31,2,2,12,35,84
2015,2015-10-18 13:02:00,6,CIN,BUF,34,21,43.0,3.0,21,1,0,243,33,0,0,0,28,112,22,0,0,256,42,1,2,7,23,112
2015,2015-10-18 20:30:00,6,NWE,IND,34,27,54.5,9.5,22,0,0,301,37,1,2,11,25,116,24,0,0,289,50,0,3,23,22,120
2015,2015-10-18 13:04:00,6,ARI,PIT,13,25,45.0,3.5,21,2,1,414,45,2,1,7,20,55,14,0,0,169,20,0,1,5,32,141
2015,2015-10-18 13:02:00,6,DEN,CLE,26,23,42.0,3.5,21,1,0,290,48,3,0,0,33,152,20,1,1,189,39,2,4,24,33,109
2015,2015-10-19 20:30:00,6,NYG,PHI,7,27,49.5,-5.0,18,2,1,166,38,2,3,23,23,81,24,3,1,270,38,3,1,10,37,158
2015,2015-10-22 20:26:00,7,SEA,SFO,20,3,42.0,6.5,21,0,0,212,24,2,5,23,41,176,8,1,0,81,24,0,6,43,15,61
2015,2015-10-25 08:35:00,7,BUF,JAX,31,34,41.0,4.0,26,4,2,260,42,2,4,38,28,115,17,1,0,175,29,1,2,7,32,120
2015,2015-10-25 13:04:00,7,TAM,WAS,30,31,42.5,-3.0,21,2,1,289,29,0,1,8,30,190,27,1,1,305,40,0,1,12,19,50
2015,2015-10-25 13:03:00,7,PIT,KAN,13,23,43.0,-3.0,18,1,1,192,29,2,2,17,24,147,18,0,0,239,32,0,2,12,29,138
2015,2015-10-25 16:05:00,7,OAK,SDG,37,29,47.0,-3.5,19,0,0,282,31,0,1,7,26,130,28,1,0,327,58,2,1,9,21,90
2015,2015-10-25 16:25:00,7,DAL,NYG,20,27,45.0,-3.0,27,1,1,227,27,3,1,0,41,233,13,0,0,157,24,0,2,13,25,132
2015,2015-10-25 13:00:00,7,CLE,STL,6,24,41.5,-6.5,19,4,4,282,37,0,4,15,24,82,16,1,1,150,23,0,2,13,26,158
2015,2015-10-25 13:02:00,7,MIN,DET,28,19,44.5,2.0,25,2,1,285,35,0,4,31,35,140,14,0,0,197,26,0,7,59,17,77
2015,2015-10-25 13:03:00,7,NOR,IND,27,21,52.0,-4.0,22,1,0,266,45,1,2,14,36,183,15,3,1,301,44,2,4,32,13,75
2015,2015-10-25 20:31:00,7,PHI,CAR,16,27,45.0,-3.0,20,1,0,172,46,1,5,33,30,177,21,0,0,190,24,3,1,7,33,204
2015,2015-10-25 13:02:00,7,HOU,MIA,26,44,44.5,-4.5,24,3,0,251,49,1,4,22,25,71,21,1,1,255,20,0,4,41,35,248
2015,2015-10-25 13:02:00,7,ATL,TEN,10,7,47.0,6.0,21,1,0,251,38,2,0,0,31,127,15,1,0,179,35,2,1,8,16,77
2015,2015-10-25 13:02:00,7,NYJ,NWE,23,30,47.5,-7.5,25,1,1,283,39,0,2,12,29,89,20,1,0,337,54,0,3,18,9,16
2015,2015-10-26 20:30:00,7,BAL,ARI,18,26,49.0,-8.0,18,1,1,221,40,1,3,31,16,55,21,2,0,264,29,0,2,11,28,150
2015,2015-10-29 20:26:00,8,MIA,NWE,7,36,50.5,-7.5,18,2,0,255,44,2,5,45,13,15,24,0,0,342,38,0,2,14,26,95
2015,2015-11-01 13:02:00,8,NYG,NOR,49,52,49.5,-3.0,28,2,1,329,41,0,3,21,21,87,35,1,0,505,50,2,0,0,26,103
2015,2015-11-01 13:02:00,8,CIN,PIT,16,10,48.5,-1.0,16,2,0,218,38,2,3,13,23,78,21,0,0,240,45,3,3,22,19,116
2015,2015-11-01 13:00:00,8,SFO,STL,6,27,39.5,-7.5,11,0,0,151,41,0,3,11,21,38,16,1,1,191,23,0,0,0,41,197
2015,2015-11-01 13:02:00,8,ARI,CLE,34,20,46.0,6.0,25,4,3,372,38,1,1,2,38,119,16,3,1,215,40,1,1,8,20,39
2015,2015-11-01 13:02:00,8,TEN,HOU,6,20,42.5,-3.5,15,2,2,125,31,1,7,46,20,86,14,0,0,214,35,0,3,21,23,56
2015,2015-11-01 16:05:00,8,NYJ,OAK,20,34,44.0,3.0,22,0,0,292,47,1,3,19,21,74,21,0,0,333,36,0,0,0,25,118
2015,2015-11-01 20:30:00,8,GNB,DEN,10,29,45.5,2.5,14,3,0,50,22,0,3,27,21,90,24,0,0,340,29,1,0,0,34,160
2015,2015-11-01 13:02:00,8,TAM,ATL,23,20,48.5,-7.0,21,0,0,173,29,0,2,4,32,117,28,4,3,395,45,1,1,2,27,101
2015,2015-11-01 13:02:00,8,SDG,BAL,26,29,51.0,-3.5,22,1,0,290,37,0,1,11,26,81,23,1,0,293,37,0,3,26,25,72
2015,2015-11-01 09:36:00,8,DET,KAN,10,45,45.0,-3.5,16,0,0,195,38,2,6,32,14,81,24,0,0,134,28,0,3,15,32,206
2015,2015-11-01 16:25:00,8,SEA,DAL,13,12,41.0,4.5,19,0,0,210,30,1,0,0,31,113,14,1,0,91,26,0,1,6,30,129
2015,2015-11-01 13:00:00,8,MIN,CHI,23,20,43.0,1.0,17,1,0,180,30,1,1,7,25,147,18,2,0,208,33,0,1,3,25,97
2015,2015-11-02 20:30:00,8,IND,CAR,26,29,46.5,-6.5,19,3,1,223,47,3,2,8,35,136,17,2,2,239,35,1,2,9,36,140
2015,2015-11-05 20:25:00,9,CLE,CIN,10,31,45.0,-11.0,13,0,0,144,33,0,3,24,17,69,23,0,0,219,27,0,2,15,37,152
2015,2015-11-08 13:02:00,9,MIA,BUF,17,33,44.0,-3.0,29,3,1,289,36,0,2,27,24,108,18,0,0,154,12,0,3,27,36,266
2015,2015-11-08 13:02:00,9,STL,MIN,18,21,40.0,-1.0,18,1,0,160,33,0,1,8,36,160,21,2,0,148,27,1,1,11,35,145
2015,2015-11-08 20:31:00,9,PHI,DAL,33,27,43.5,3.0,25,0,0,287,36,0,1,8,35,172,25,2,0,277,38,1,4,22,29,134
2015,2015-11-08 16:05:00,9,ATL,SFO,16,17,44.0,7.5,17,1,0,285,45,0,2,18,14,17,18,0,0,185,26,2,0,0,38,133
2015,2015-11-08 16:25:00,9,DEN,IND,24,27,45.5,5.5,16,0,0,274,36,2,1,7,14,35,27,0,0,245,36,0,1,7,40,120
2015,2015-11-08 13:02:00,9,JAX,NYJ,23,28,42.0,-8.0,19,3,2,338,40,2,6,43,19,98,14,1,0,261,34,0,2,11,28,29
2015,2015-11-08 16:05:00,9,NYG,TAM,32,18,49.5,1.0,24,1,0,213,40,2,0,0,33,114,19,4,3,247,36,0,0,0,23,136
2015,2015-11-08 13:02:00,9,OAK,PIT,35,38,48.5,-4.5,24,5,3,301,44,1,0,0,25,139,27,1,1,402,50,1,1,11,30,195
2015,2015-11-08 13:02:00,9,TEN,NOR,34,28,48.0,-7.5,25,2,1,371,39,0,0,0,28,112,30,1,1,355,39,1,4,32,27,61
2015,2015-11-08 13:04:00,9,GNB,CAR,29,37,46.0,2.5,21,2,1,331,48,1,5,38,19,71,20,0,0,297,30,1,0,0,36,130
2015,2015-11-08 13:02:00,9,WAS,NWE,10,27,52.0,-14.0,16,2,1,213,40,1,1,4,15,37,27,2,1,299,39,1,0,0,37,161
2015,2015-11-09 20:30:00,9,CHI,SDG,22,19,49.5,-4.5,25,1,1,337,40,1,1,8,29,109,19,1,1,262,42,0,2,18,19,77
2015,2015-11-12 20:26:00,10,BUF,NYJ,22,17,42.5,-2.5,13,1,0,132,27,0,4,26,33,148,15,2,2,190,34,2,1,3,24,128
2015,2015-11-15 16:30:00,10,KAN,DEN,29,13,42.0,-4.5,13,0,0,197,31,0,2,7,32,106,18,1,0,152,44,5,5,29,16,69
2015,2015-11-15 16:31:00,10,NWE,NYG,27,26,54.0,7.5,22,2,1,329,42,1,3,5,23,77,21,3,1,342,44,0,3,19,23,80
2015,2015-11-15 13:04:00,10,CLE,PIT,9,30,41.5,-6.0,20,2,2,327,45,1,6,45,14,15,22,3,1,399,37,1,1,3,21,60
2015,2015-11-15 13:05:00,10,NOR,WAS,14,47,50.0,1.0,16,1,0,192,28,2,2,17,25,158,23,3,0,301,25,0,3,23,31,209
2015,2015-11-15 13:00:00,10,CHI,STL,37,13,42.5,-6.5,17,2,2,244,24,0,2,14,37,153,12,1,1,191,37,1,1,9,21,94
2015,2015-11-15 16:05:00,10,MIN,OAK,30,14,44.0,-3.0,21,1,0,122,22,0,4,18,33,263,20,1,0,287,43,2,2,15,19,84
2015,2015-11-15 13:05:00,10,MIA,PHI,20,19,49.5,-6.0,15,1,0,190,36,0,4,27,26,99,29,3,0,353,48,1,4,39,35,83
2015,2015-11-15 20:35:00,10,ARI,SEA,39,32,44.5,-3.0,30,2,2,334,47,1,3,29,33,117,18,2,0,228,32,1,2,12,18,115
2015,2015-11-15 13:03:00,10,CAR,TEN,27,10,44.5,4.0,24,0,0,184,25,0,5,33,34,119,11,3,1,178,24,1,1,7,21,64
2015,2015-11-15 13:05:00,10,DAL,TAM,6,10,43.0,-1.0,12,1,0,174,29,1,3,12,21,42,23,1,0,246,39,2,2,18,26,84
2015,2015-11-15 13:05:00,10,JAX,BAL,22,20,47.5,-5.0,22,0,0,168,45,1,3,20,22,90,22,2,2,308,45,2,1,8,21,89
2015,2015-11-15 13:04:00,10,DET,GNB,18,16,49.5,-10.5,16,1,0,242,38,1,0,0,26,45,22,1,0,325,61,0,3,8,18,47
2015,2015-11-16 20:30:00,10,HOU,CIN,10,6,47.0,-10.5,16,0,0,174,33,1,3,18,25,82,16,2,1,182,38,1,4,15,20,74
2015,2015-11-19 20:26:00,11,TEN,JAX,13,19,43.0,-2.5,22,1,1,212,35,0,4,19,26,104,18,1,1,218,31,1,4,24,23,90
2015,2015-11-22 13:02:00,11,OAK,DET,13,18,49.0,1.0,13,3,0,164,25,0,1,5,21,52,22,0,0,266,35,0,4,16,31,109
2015,2015-11-22 13:03:00,11,DAL,MIA,24,14,46.0,1.5,22,0,0,220,28,2,2,7,38,166,9,1,0,140,24,1,3,48,14,70
2015,2015-11-22 16:25:00,11,GNB,MIN,30,13,44.0,-1.0,19,0,0,196,34,0,2,16,34,124,16,1,1,248,38,0,6,48,18,94
2015,2015-11-22 13:02:00,11,WAS,CAR,16,44,44.5,-7.0,9,5,4,172,30,1,5,35,12,14,27,1,0,226,34,0,2,20,39,142
2015,2015-11-22 16:05:00,11,KAN,SDG,33,3,45.0,3.0,22,0,0,232,25,0,3,21,31,153,14,1,1,149,30,1,3,29,25,52
2015,2015-11-22 13:02:00,11,IND,ATL,24,21,47.5,-4.5,17,1,1,202,32,2,2,11,27,74,21,1,1,275,46,3,1,5,24,100
2015,2015-11-22 20:30:00,11,CIN,ARI,31,34,48.5,-4.5,24,3,1,278,39,0,4,37,28,99,21,2,0,301,31,2,2,16,25,82
2015,2015-11-22 16:27:00,11,SFO,SEA,13,29,40.0,-13.5,14,2,0,247,34,0,2,17,16,59,28,0,0,253,29,0,2,7,44,255
2015,2015-11-22 13:02:00,11,STL,BAL,13,16,42.0,-2.5,13,5,4,131,26,0,1,5,29,82,16,2,0,292,44,2,1,7,28,96
2015,2015-11-22 13:02:00,11,DEN,CHI,17,15,41.0,1.0,21,0,0,219,27,0,5,31,36,170,19,1,1,261,32,1,2,4,25,86
2015,2015-11-22 13:03:00,11,NYJ,HOU,17,24,40.5,3.0,16,1,0,197,39,2,3,19,21,70,19,2,1,241,35,0,1,9,37,123
2015,2015-11-22 13:02:00,11,TAM,PHI,45,17,44.5,-6.0,25,3,1,238,29,0,1,8,42,283,21,1,1,247,41,3,3,14,28,136
2015,2015-11-23 20:30:00,11,BUF,NWE,13,20,48.0,-7.0,16,4,1,225,36,0,2,8,30,94,18,1,0,271,39,1,1,6,22,85
2015,2015-11-26 16:31:00,12,CAR,DAL,33,14,45.5,-1.5,18,1,0,165,27,0,1,18,37,129,14,0,0,179,40,3,2,20,14,31
2015,2015-11-26 12:35:00,12,PHI,DET,14,45,46.0,-2.0,14,1,1,159,27,0,6,40,25,68,28,0,0,322,38,0,2,15,30,108
2015,2015-11-26 20:30:00,12,CHI,GNB,17,13,44.5,-8.5,17,2,0,189,31,0,1,11,31,101,23,3,1,188,43,1,2,14,28,177
2015,2015-11-29 13:02:00,12,STL,CIN,7,31,42.0,-8.5,19,0,0,251,53,3,1,8,17,94,19,1,0,236,28,1,0,0,31,140
2015,2015-11-29 16:05:00,12,ARI,SFO,19,13,45.0,9.5,26,0,0,267,40,0,1,4,29,70,17,2,1,301,36,1,2,17,17,67
2015,2015-11-29 13:03:00,12,BUF,KAN,22,30,41.5,-5.5,25,4,2,286,38,0,1,5,28,129,21,0,0,255,30,0,1,0,27,158
2015,2015-11-29 13:02:00,12,TAM,IND,12,25,46.0,-3.0,21,0,0,212,36,1,5,33,21,132,23,1,0,309,42,0,3,6,26,27
2015,2015-11-29 13:02:00,12,OAK,TEN,24,21,44.0,1.0,22,3,2,323,38,0,1,7,30,84,19,0,0,205,37,2,2,13,18,44
2015,2015-11-29 16:26:00,12,PIT,SEA,30,39,45.5,-3.5,26,1,0,480,59,4,2,10,14,58,21,2,0,336,30,0,2,9,27,100
2015,2015-11-29 20:30:00,12,NWE,DEN,24,30,43.5,2.5,16,1,1,262,42,0,3,18,16,39,23,2,0,254,42,1,3,16,32,179
2015,2015-11-29 13:02:00,12,NOR,HOU,6,24,48.0,-3.0,14,1,0,218,44,1,2,10,10,50,23,2,0,195,27,1,1,10,38,167
2015,2015-11-29 13:02:00,12,MIN,ATL,20,10,45.5,-2.5,24,0,0,174,28,1,0,0,39,191,22,2,1,210,31,2,2,17,24,116
2015,2015-11-29 13:03:00,12,SDG,JAX,31,25,46.5,-4.5,24,0,0,290,43,0,2,10,26,79,20,0,0,318,49,1,2,11,19,102
2015,2015-11-29 13:02:00,12,MIA,NYJ,20,38,42.5,-4.0,20,4,1,321,58,1,3,30,9,12,24,1,0,274,37,0,1,3,34,137
2015,2015-11-29 13:03:00,12,NYG,WAS,14,20,47.0,2.5,17,3,0,299,51,3,3,22,13,33,18,1,0,302,29,0,0,0,37,105
