Season,Start,Week,Away,Home,APts,HPts,OverUnder,VegasLine,AFD,AFum,AFumL,APY,APA,API,HPS,HPSY,ARA,ARY,HFD,HFum,HFumL,HPY,HPA,HPI,HPS,HPSY,HRA,HRY
2017,9/17/2017 13:00,2,CHI,TAM,7,29,44,-7,19,2,2,290,45,2,1,11,16,20,22,1,1,194,31,0,2,10,34,117
2017,9/17/2017 13:00,2,PHI,KAN,20,27,46.5,-4,27,3,1,299,46,1,6,34,17,107,16,0,0,232,28,0,4,19,19,112
2017,9/17/2017 16:05,2,MIA,LAC,19,17,46,-3.5,21,0,0,225,34,0,2,5,32,111,24,0,0,323,39,0,1,8,14,44
2017,9/18/2017 20:30,2,DET,NYG,24,10,42,-3,12,1,1,119,21,0,3,3,32,138,14,1,0,208,32,1,5,31,18,62
2017,9/21/2017 20:25,3,LAR,SFO,41,39,40.5,3,26,3,2,292,28,0,0,0,32,126,25,1,1,308,37,1,4,24,33,113
2017,9/24/2017 13:00,3,HOU,NWE,33,36,44.5,-13.5,23,2,0,292,33,2,2,9,32,125,21,4,1,337,35,0,5,41,20,59
2017,9/24/2017 16:05,3,SEA,TEN,27,33,42,-2,24,3,0,364,49,0,1,9,22,69,21,0,0,225,32,0,0,0,35,195
2017,9/24/2017 16:25,3,CIN,GNB,24,27,47.5,-7,21,1,1,191,27,0,3,21,30,110,22,0,0,280,42,1,6,33,17,64
2017,9/24/2017 13:00,3,NYG,PHI,24,27,43,-5,21,0,0,366,47,2,0,0,17,49,24,1,1,161,31,0,3,15,39,193
2017,9/24/2017 13:00,3,MIA,NYJ,6,20,43,5.5,16,1,0,195,45,2,3,25,15,30,16,3,1,233,23,0,2,16,34,103
2017,9/24/2017 13:00,3,NOR,CAR,34,13,46.5,-5,21,0,0,213,29,0,1,7,27,149,18,2,0,156,33,3,4,28,22,132
2017,9/24/2017 13:00,3,PIT,CHI,17,23,43.5,7,19,2,2,212,39,0,3,23,17,70,18,5,1,84,22,1,2,17,38,222
2017,9/24/2017 16:25,3,KAN,LAC,24,10,47.5,3,16,2,0,122,21,0,5,33,25,189,24,0,0,226,40,3,2,11,26,104
2017,9/24/2017 20:30,3,OAK,WAS,10,27,53.5,3.5,7,1,1,96,31,2,4,22,13,32,18,2,2,356,30,0,1,9,34,116
2017,9/24/2017 13:00,3,ATL,DET,30,26,51,3,26,0,0,277,35,3,2,17,28,151,21,0,0,253,45,0,2,11,19,71
2017,9/24/2017 9:30,3,BAL,JAX,7,44,38,3,12,1,1,52,27,2,2,12,25,134,24,0,0,244,33,0,0,0,35,166
2017,9/24/2017 13:00,3,CLE,IND,28,31,42,1,25,1,0,235,47,3,1,7,21,111,16,1,1,243,24,0,3,16,36,92
2017,9/24/2017 13:00,3,DEN,BUF,16,26,40,3.5,21,1,0,255,40,2,3,4,23,111,16,0,0,197,26,0,4,16,33,75
2017,9/24/2017 13:00,3,TAM,MIN,17,34,41,0,20,2,0,316,40,3,2,12,9,26,25,0,0,369,33,0,0,0,37,125
2017,9/25/2017 20:30,3,DAL,ARI,28,17,46.5,3,15,0,0,174,18,0,1,9,26,99,22,0,0,283,48,0,6,42,21,49
2017,9/28/2017 20:25,4,CHI,GNB,14,35,44,-7.5,20,2,2,205,33,2,1,13,30,103,17,0,0,169,27,0,2,10,24,91
2017,10/1/2017 13:00,4,PIT,BAL,26,9,42,3.5,22,1,0,208,30,1,1,8,42,173,18,3,1,206,49,2,4,29,15,82
2017,10/1/2017 13:00,4,BUF,ATL,23,17,48,-8,15,1,0,164,20,0,3,18,36,117,25,3,1,242,42,2,1,0,29,147
2017,10/1/2017 16:25,4,OAK,DEN,10,16,44,-3.5,11,0,0,230,35,1,3,19,15,24,16,2,0,155,26,0,4,24,32,143
2017,10/1/2017 13:00,4,LAR,DAL,35,30,51,-5,24,1,0,244,36,0,1,11,31,168,22,1,1,251,36,1,2,1,27,189
2017,10/1/2017 20:30,4,IND,SEA,18,46,41.5,-12.5,16,2,1,139,29,1,3,18,25,98,22,0,0,283,26,2,3,12,33,194
2017,10/1/2017 16:05,4,PHI,LAC,26,24,48,-2,26,1,0,240,31,0,1,2,42,214,18,2,1,342,38,0,2,5,13,58
2017,10/1/2017 13:00,4,DET,MIN,14,7,43,-2.5,19,1,0,154,31,0,6,55,31,97,15,3,3,197,30,0,2,22,22,87
2017,10/1/2017 13:00,4,JAX,NYJ,20,23,38.5,4,20,0,0,136,35,1,1,4,39,175,18,3,1,215,32,1,5,40,32,256
2017,10/1/2017 13:00,4,CIN,CLE,31,7,41.5,3,25,3,1,264,30,0,3,22,30,86,16,1,0,170,42,1,2,13,17,45
2017,10/1/2017 16:05,4,NYG,TAM,23,25,45.5,-2.5,24,1,0,288,49,0,0,0,28,91,20,1,0,323,38,0,1,9,23,111
2017,10/1/2017 13:00,4,TEN,HOU,14,57,43,2.5,9,1,1,109,20,4,2,8,19,86,33,0,0,272,34,1,2,11,42,173
2017,10/1/2017 13:00,4,CAR,NWE,33,30,48,-9,28,1,1,304,29,1,2,12,29,140,24,0,0,293,45,0,3,14,19,80
2017,10/1/2017 16:05,4,SFO,ARI,15,18,43,-6,20,1,0,210,49,1,3,24,27,95,25,0,0,317,51,1,6,40,22,51
2017,10/1/2017 9:30,4,NOR,MIA,20,0,51.5,4,22,2,0,261,41,0,1,7,28,86,11,2,0,128,28,1,4,36,15,58
2017,10/2/2017 20:30,4,WAS,KAN,20,29,48,-6.5,15,3,1,220,24,0,0,0,26,111,29,2,0,261,37,0,4,32,31,168
2017,10/5/2017 20:25,5,NWE,TAM,19,14,54.5,3.5,23,1,1,289,40,1,3,14,23,113,26,2,0,319,46,0,2,15,20,90
2017,10/8/2017 13:00,5,TEN,MIA,10,16,41.5,0,14,2,2,119,32,0,6,22,20,69,12,1,1,78,27,1,1,14,31,100
2017,10/8/2017 20:30,5,KAN,HOU,42,34,45,2,29,1,0,323,37,0,1,1,35,127,20,1,1,248,31,0,3,13,23,144
2017,10/8/2017 13:00,5,CAR,DET,27,24,42,-2,16,1,0,334,33,0,3,21,28,28,19,2,1,192,35,0,6,37,15,50
2017,10/8/2017 16:05,5,BAL,OAK,30,17,40.5,-3,19,1,0,222,26,0,0,0,39,143,15,1,1,137,26,0,3,22,25,108
2017,10/8/2017 13:00,5,SFO,IND,23,26,43.5,-1,23,2,0,336,46,0,2,17,22,66,25,3,0,288,34,1,4,26,35,159
2017,10/8/2017 13:00,5,BUF,CIN,16,20,39,-3,17,1,0,139,37,1,6,27,24,82,18,2,1,323,36,2,1,5,27,65
2017,10/8/2017 16:05,5,SEA,LAR,16,10,47,-2,15,0,0,179,38,2,3,19,25,62,21,4,3,275,47,2,2,13,22,100
2017,10/8/2017 16:25,5,GNB,DAL,35,31,52,-2.5,25,1,1,182,29,0,4,39,25,160,26,3,2,245,36,1,1,6,35,163
2017,10/8/2017 13:00,5,NYJ,CLE,17,14,41.5,1.5,14,1,0,178,30,1,3,16,18,34,22,2,1,279,36,2,1,2,33,140
2017,10/8/2017 13:00,5,ARI,PHI,7,34,45,-6,16,1,1,276,44,0,2,15,14,31,19,0,0,297,30,1,1,7,33,122
2017,10/8/2017 13:00,5,LAC,NYG,27,22,45.5,-3,21,2,0,258,44,1,0,0,29,124,18,2,1,183,36,1,5,42,25,152
2017,10/8/2017 13:00,5,JAX,PIT,30,9,41,-7.5,15,0,0,82,14,1,2,13,37,231,21,0,0,301,55,5,2,11,20,70
2017,10/9/2017 20:30,5,MIN,CHI,20,17,41,3.5,17,1,0,141,32,0,4,35,31,159,16,1,1,159,26,1,1,7,29,115
2017,10/12/2017 20:25,6,PHI,CAR,28,23,44,-3,15,2,1,209,30,0,3,13,27,101,23,1,0,225,52,3,2,14,25,80
2017,10/15/2017 20:30,6,NYG,DEN,23,10,37.5,-13.5,12,1,0,118,19,0,3,10,32,148,20,3,1,366,54,2,4,28,17,46
2017,10/15/2017 13:00,6,GNB,MIN,10,23,46,3,14,2,0,155,37,3,4,20,24,72,24,2,1,239,38,1,0,0,33,112
2017,10/15/2017 13:00,6,CLE,HOU,17,33,46,-7.5,16,1,0,113,37,3,4,27,22,134,18,0,0,217,29,1,1,8,33,123
2017,10/15/2017 16:25,6,LAC,OAK,17,16,48.5,-3,20,1,1,263,36,0,1,5,28,80,15,3,0,165,30,2,1,6,22,109
2017,10/15/2017 16:05,6,TAM,ARI,33,38,46.5,2.5,21,0,0,346,42,2,1,5,21,68,23,3,1,272,22,1,2,11,35,160
2017,10/15/2017 16:25,6,PIT,KAN,19,13,46,-3.5,23,1,0,245,25,1,1,7,37,194,12,1,0,223,34,0,3,23,15,28
2017,10/15/2017 16:05,6,LAR,JAX,27,17,42,-1,12,2,1,107,21,0,3,17,32,142,19,2,0,220,35,1,5,21,26,169
2017,10/15/2017 13:00,6,SFO,WAS,24,26,46,-12,21,0,0,250,47,1,3,29,20,85,25,2,1,325,37,1,1,5,33,94
2017,10/15/2017 13:00,6,NWE,NYJ,24,17,48.5,9,23,1,1,257,38,1,0,0,25,118,23,1,1,334,47,2,4,20,24,74
2017,10/15/2017 13:00,6,CHI,BAL,27,24,39.5,-5.5,18,4,2,111,17,0,4,23,54,231,16,1,1,166,41,2,3,14,26,125
2017,10/15/2017 13:00,6,MIA,ATL,20,17,46,-14,20,0,0,151,33,1,0,0,31,138,19,1,0,239,35,1,2,9,19,100
2017,10/15/2017 13:00,6,DET,NOR,38,52,50.5,-6,18,3,2,281,52,3,5,31,19,66,19,2,1,186,31,2,0,0,37,193
2017,10/16/2017 20:30,6,IND,TEN,22,36,46,-7,18,1,1,212,37,0,0,0,20,85,25,0,0,305,32,1,1,1,34,168
2017,10/19/2017 20:25,7,KAN,OAK,30,31,46.5,3,19,1,0,331,36,0,1,11,23,94,32,0,0,417,52,0,0,0,21,88
2017,10/22/2017 20:30,7,ATL,NWE,7,23,56.5,-3,21,0,0,223,33,0,1,10,22,120,25,1,0,241,29,0,2,8,36,162
2017,10/22/2017 13:00,7,NYJ,MIA,28,31,40,-3,16,2,1,180,27,1,3,29,22,92,25,1,0,304,37,2,3,22,25,53
2017,10/22/2017 13:00,7,ARI,LAR,0,33,45.5,-3,10,1,0,168,32,2,3,16,12,25,28,0,0,228,37,1,1,7,40,197
2017,10/22/2017 16:25,7,DEN,LAC,0,21,41,1,12,3,2,182,35,1,5,25,19,69,14,0,0,162,26,0,3,21,26,80
2017,10/22/2017 13:00,7,NOR,GNB,26,17,45.5,3.5,25,1,0,324,38,2,1,7,36,161,16,2,0,79,25,1,1,8,24,181
2017,10/22/2017 13:00,7,JAX,IND,27,0,41,3,23,3,2,330,27,0,1,0,37,188,15,2,0,136,37,0,10,64,20,96
2017,10/22/2017 13:00,7,TEN,CLE,12,9,42.5,5.5,16,1,1,189,34,0,2,14,32,80,19,0,0,218,39,3,2,17,26,66
2017,10/22/2017 13:00,7,CAR,CHI,3,17,39.5,2.5,20,1,1,185,34,2,5,26,30,108,5,0,0,85,7,0,4,22,26,68
2017,10/22/2017 16:05,7,DAL,SFO,40,10,48,6.5,27,0,0,236,27,0,0,0,43,265,23,4,3,187,38,0,5,48,22,103
2017,10/22/2017 13:00,7,BAL,MIN,16,24,37.5,-5,16,3,0,144,39,0,5,42,20,64,17,0,0,188,31,1,0,0,33,169
2017,10/22/2017 13:00,7,TAM,BUF,27,30,46.5,-3,27,6,2,378,44,1,1,6,25,69,23,1,1,261,33,0,1,7,33,173
2017,10/22/2017 16:25,7,SEA,NYG,24,7,39,4,26,1,1,321,39,0,1,13,31,104,14,1,1,131,39,0,1,3,17,46
2017,10/22/2017 16:25,7,CIN,PIT,14,29,40,-4,11,1,0,108,30,2,4,32,17,71,21,0,0,268,25,0,0,0,43,152
2017,10/23/2017 20:30,7,WAS,PHI,24,34,48.5,-5,19,1,0,269,40,1,4,34,18,75,23,2,0,244,25,1,3,24,33,127
2017,10/26/2017 20:25,8,MIA,BAL,0,40,38,-3,13,0,0,151,44,2,3,25,19,45,19,1,0,121,22,0,0,0,40,174
2017,10/29/2017 9:30,8,MIN,CLE,33,16,38.5,11,26,1,0,287,43,1,1,1,34,88,16,2,2,161,34,0,3,18,22,115
2017,10/29/2017 13:00,8,SFO,PHI,10,33,45,-13,14,0,0,144,36,2,4,23,24,94,19,0,0,192,32,1,3,19,31,112
2017,10/29/2017 13:00,8,IND,CIN,23,24,44,-11,19,0,0,216,39,1,4,17,28,115,17,4,2,218,29,0,3,25,21,58
2017,10/29/2017 13:00,8,CHI,NOR,12,20,46,-7.5,17,0,0,150,32,1,2,14,31,157,19,2,2,286,28,0,2,13,30,101
2017,10/29/2017 16:05,8,HOU,SEA,38,41,45,-6,25,1,0,367,30,3,5,35,34,142,21,1,0,446,41,1,2,6,21,33
2017,10/29/2017 13:00,8,OAK,BUF,14,34,47,-2,23,4,2,313,49,2,0,0,14,54,17,0,0,165,27,0,0,0,37,166
2017,10/29/2017 13:00,8,ATL,NYJ,25,20,43.5,6.5,18,4,2,246,29,0,1,8,32,140,15,3,1,236,33,0,3,21,22,43
2017,10/29/2017 13:00,8,LAC,NWE,13,21,49,-6.5,16,2,0,192,30,1,1,20,21,157,27,0,0,317,47,0,3,16,32,97
2017,10/29/2017 20:30,8,PIT,DET,20,15,44.5,3,17,1,1,317,31,1,0,0,29,75,21,1,1,411,45,0,2,12,22,71
2017,10/29/2017 13:00,8,CAR,TAM,17,3,46,-1.5,14,1,0,154,32,1,0,0,31,100,16,1,1,194,38,2,3,16,22,85
2017,10/29/2017 16:25,8,DAL,WAS,33,19,46.5,3,18,1,1,138,22,0,2,5,39,169,16,4,2,236,39,1,4,27,15,49
2017,10/30/2017 20:30,8,DEN,KAN,19,29,42,-7,23,2,2,187,36,3,3,11,31,177,16,1,1,197,32,1,1,5,26,79
2017,11/2/2017 20:25,9,BUF,NYJ,21,34,42,3,21,4,3,244,40,0,7,41,22,63,21,0,0,137,20,0,1,3,41,194
2017,11/5/2017 13:00,9,DEN,PHI,23,51,41,-7,14,1,0,191,38,2,3,17,19,35,25,1,1,222,28,0,2,12,37,197
2017,11/5/2017 13:00,9,TAM,NOR,10,30,54,-7,14,1,1,113,28,0,4,22,25,87,21,4,2,256,27,0,1,7,32,151
2017,11/5/2017 13:00,9,CIN,JAX,7,23,38,-6,8,0,0,119,18,0,2,17,17,29,26,1,1,259,38,0,0,0,40,148
2017,11/5/2017 16:05,9,WAS,SEA,17,14,44.5,-8,16,2,1,193,31,0,6,54,23,51,22,1,0,289,45,2,2,8,28,148
2017,11/5/2017 13:00,9,IND,HOU,20,14,45,-6,17,1,1,279,30,0,3,29,28,92,19,2,1,194,44,0,2,25,21,94
2017,11/5/2017 16:05,9,ARI,SFO,20,10,39,2.5,20,1,1,201,30,1,0,0,43,167,17,1,1,266,51,1,5,28,17,63
2017,11/5/2017 16:25,9,KAN,DAL,17,28,53,-2.5,17,0,0,255,34,1,2,8,19,68,24,0,0,244,33,0,1,5,31,131
2017,11/5/2017 20:30,9,OAK,MIA,27,24,44.5,3,20,3,1,295,30,1,1,5,27,84,23,2,1,309,42,0,1,2,18,86
2017,11/5/2017 13:00,9,ATL,CAR,17,20,42,3,17,1,0,302,38,1,2,11,18,53,20,3,2,129,24,0,1,8,38,201
2017,11/5/2017 13:00,9,LAR,NYG,51,17,42.5,5.5,20,1,0,311,22,0,0,0,39,162,17,2,2,208,38,1,2,12,26,111
2017,11/5/2017 13:00,9,BAL,TEN,20,23,41,-3,24,1,0,268,53,2,2,9,22,73,14,0,0,186,28,1,3,32,21,71
2017,11/6/2017 20:30,9,DET,GNB,30,17,42.5,2.5,24,2,1,353,33,0,1,8,33,64,21,0,0,233,38,0,3,12,17,78
2017,11/9/2017 20:25,10,SEA,ARI,22,16,40,6,14,1,0,212,32,0,5,26,23,75,24,1,1,256,47,0,2,17,24,34
2017,11/12/2017 13:00,10,LAC,JAX,17,20,40.5,-5,16,2,1,235,37,1,0,0,30,87,20,0,0,263,51,2,3,10,27,135
2017,11/12/2017 20:30,10,NWE,DEN,41,16,45,7,28,0,0,297,37,0,1,6,29,99,17,1,1,221,33,1,0,0,28,118
2017,11/12/2017 13:00,10,PIT,IND,20,17,47,10.5,18,1,0,228,31,1,1,8,30,88,13,0,0,196,24,1,3,26,29,71
2017,11/12/2017 16:25,10,DAL,ATL,7,27,49,-3.5,18,2,2,126,30,0,8,50,21,107,22,0,0,204,29,1,1,11,34,132
2017,11/12/2017 16:25,10,NYG,SFO,21,31,41.5,3,19,1,1,260,37,0,3,13,23,114,21,1,1,288,25,1,0,0,33,186
2017,11/12/2017 13:00,10,MIN,WAS,38,30,43,1,21,0,0,304,29,2,0,0,31,102,24,1,0,313,45,1,1,14,27,81
2017,11/12/2017 13:00,10,GNB,CHI,23,16,37.5,-4.5,18,0,0,182,25,0,3,30,37,160,14,1,1,268,35,0,5,29,17,55
2017,11/12/2017 13:00,10,CLE,DET,24,38,42.5,-10.5,26,1,1,212,40,1,4,25,33,201,16,0,0,241,26,1,4,8,19,104
2017,11/12/2017 13:00,10,NYJ,TAM,10,15,44.5,-1,15,2,1,219,39,1,6,43,19,56,17,1,0,181,34,1,1,6,31,90
2017,11/12/2017 13:00,10,NOR,BUF,47,10,48.5,2,32,1,1,184,25,0,0,0,48,298,10,1,0,129,28,1,2,6,15,69
2017,11/12/2017 13:00,10,CIN,TEN,20,24,40.5,-4.5,15,2,2,255,35,0,1,10,14,53,27,1,1,236,44,1,4,28,36,180
2017,11/12/2017 16:05,10,HOU,LAR,7,33,45,-12,17,2,2,194,36,2,3,27,25,89,19,0,0,339,38,0,3,22,25,104
2017,11/13/2017 20:30,10,MIA,CAR,21,45,38.5,-8,17,0,0,213,37,1,0,0,17,100,30,0,0,254,35,0,0,0,36,294
2017,11/16/2017 20:25,11,TEN,PIT,17,40,44.5,-7,17,0,0,264,34,4,5,42,21,52,25,1,0,284,45,0,3,15,21,65
2017,11/19/2017 13:00,11,ARI,HOU,21,31,38,-2.5,17,1,0,244,34,2,2,13,18,48,22,4,1,223,32,1,1,7,34,134
2017,11/19/2017 20:30,11,PHI,DAL,37,9,48,6,17,0,0,168,27,0,0,0,33,215,14,1,1,113,32,3,4,32,27,112
2017,11/19/2017 16:25,11,CIN,DEN,20,17,37.5,-2.5,12,2,0,141,25,0,2,13,26,49,20,1,1,229,42,1,3,25,34,112
2017,11/19/2017 16:05,11,BUF,LAC,24,54,41.5,-7,18,2,1,220,39,5,1,4,22,173,28,1,0,283,37,0,1,1,35,146
2017,11/19/2017 13:00,11,KAN,NYG,9,12,44.5,10,22,1,0,229,41,3,1,1,29,134,20,1,0,205,36,1,0,0,32,112
2017,11/19/2017 13:00,11,LAR,MIN,7,24,46,-1,15,1,1,209,37,0,2,16,17,45,27,0,0,280,38,0,0,0,35,171
2017,11/19/2017 13:00,11,BAL,GNB,23,0,38.5,2.5,14,1,0,161,28,1,3,22,26,58,16,4,2,190,36,3,6,49,25,75
2017,11/19/2017 16:25,11,NWE,OAK,33,8,55,7,25,1,0,331,37,0,1,8,20,89,21,1,1,235,49,1,1,2,21,109
2017,11/19/2017 13:00,11,TAM,MIA,30,20,44,1,19,0,0,268,37,0,1,7,24,53,18,4,2,365,40,3,1,0,19,83
2017,11/19/2017 13:00,11,DET,CHI,27,24,41,3,20,2,1,287,31,0,3,12,24,65,24,1,1,176,30,0,1,3,30,222
2017,11/19/2017 13:00,11,JAX,CLE,19,7,37,7.5,15,5,1,145,30,0,2,9,44,139,11,5,3,134,32,2,5,45,18,50
2017,11/19/2017 13:00,11,WAS,NOR,31,34,52.5,-9.5,24,1,0,300,32,0,2,22,33,156,27,0,0,375,41,1,2,10,23,160
2017,11/20/2017 20:30,11,ATL,SEA,34,31,46,1,22,2,1,190,27,0,1,5,30,89,26,1,1,224,43,1,3,30,23,136
2017,11/23/2017 16:30,12,LAC,DAL,28,6,46.5,1,25,1,0,434,33,0,0,0,33,81,14,1,0,168,27,2,2,11,20,79
2017,11/23/2017 20:30,12,NYG,WAS,10,20,44,-7,7,1,0,86,27,1,4,27,24,84,17,0,0,201,31,1,6,41,31,122
2017,11/23/2017 12:30,12,MIN,DET,30,23,46,2.5,28,0,0,272,30,0,2,10,41,136,17,2,1,236,35,1,3,14,15,53
2017,11/26/2017 13:00,12,MIA,NWE,17,35,49,-17,15,2,1,154,34,2,7,61,19,67,25,4,1,221,28,1,1,6,38,196
2017,11/26/2017 20:30,12,GNB,PIT,28,31,42.5,-14,15,0,0,227,26,0,4,18,24,80,28,1,1,341,45,2,1,10,24,121
2017,11/26/2017 13:00,12,CLE,CIN,16,30,39,-7.5,21,1,0,236,32,0,4,32,31,169,23,0,0,209,28,0,1,5,30,152
2017,11/26/2017 16:25,12,NOR,LAR,20,26,54,-2.5,14,1,0,223,32,0,3,23,17,123,24,1,0,327,44,1,4,27,25,88
2017,11/26/2017 16:25,12,JAX,ARI,24,27,37.5,6,19,3,2,128,33,1,3,32,22,91,20,2,1,236,38,1,1,5,31,108
2017,11/26/2017 13:00,12,TEN,IND,20,16,46.5,3,19,0,0,184,25,2,0,0,28,92,15,2,1,165,29,0,8,31,24,89
2017,11/26/2017 13:00,12,CAR,NYJ,35,27,39.5,5.5,17,1,0,154,28,0,3,14,33,145,21,2,1,282,36,0,3,25,26,109
2017,11/26/2017 16:25,12,DEN,OAK,14,21,41,-3.5,12,1,0,160,35,1,5,30,17,59,21,1,1,244,24,0,2,9,37,104
2017,11/26/2017 13:00,12,CHI,PHI,3,31,43.5,-14,8,2,0,134,33,2,2,13,14,6,24,4,3,244,39,0,1,4,33,176
2017,11/26/2017 13:00,12,BUF,KAN,16,10,47,-8.5,17,1,0,164,29,0,2,19,37,104,14,0,0,181,36,1,2,18,19,55
2017,11/26/2017 16:05,12,SEA,SFO,24,13,45,7,20,1,0,228,34,1,0,0,30,90,16,1,0,196,40,1,3,23,24,84
2017,11/26/2017 13:00,12,TAM,ATL,20,34,47,-10.5,27,0,0,279,44,0,1,4,23,94,23,1,1,368,36,0,0,0,28,148
2017,11/27/2017 20:30,12,HOU,BAL,16,23,39.5,-7.5,20,2,1,237,37,2,2,15,25,66,17,0,0,155,33,0,1,8,31,139
2017,11/30/2017 20:25,13,WAS,DAL,14,38,47,1.5,15,3,2,224,37,2,4,27,19,56,21,0,0,93,22,0,1,9,42,182
2017,12/3/2017 13:00,13,DET,BAL,20,44,43,-2.5,18,2,1,294,34,2,3,22,24,78,24,1,0,269,36,0,0,0,27,101
2017,12/3/2017 16:25,13,NYG,OAK,17,24,43,-10,15,2,2,200,34,0,3,12,24,65,18,4,1,282,36,0,1,5,29,119
2017,12/3/2017 13:00,13,MIN,ATL,14,9,48.5,-2,22,0,0,207,30,0,2,20,31,105,15,0,0,173,29,0,0,0,22,102
2017,12/3/2017 13:00,13,TAM,GNB,20,26,45,-3,25,3,1,230,32,0,7,40,35,165,16,0,0,77,22,1,2,7,29,199
2017,12/3/2017 16:05,13,CLE,LAC,10,19,45,-13.5,17,1,1,202,32,1,3,13,22,89,23,2,0,335,43,0,1,9,25,94
2017,12/3/2017 13:00,13,SFO,CHI,15,14,42,-2.5,23,1,0,278,37,1,2,15,34,110,8,2,0,85,15,0,2,17,19,62
2017,12/3/2017 20:30,13,PHI,SEA,10,24,46.5,3.5,25,2,1,327,45,1,3,21,26,98,20,0,0,209,31,0,2,18,25,101
2017,12/3/2017 13:00,13,KAN,NYJ,31,38,44,4,17,0,0,362,33,0,2,4,11,112,30,0,0,331,36,0,0,0,49,157
