Date,abbrev,abbrev,offense_score,defense_score,quarter,time,down,goal_distance,down_distance,yards_gained,game_id,play_type,no_play,runner,receiver,sacked_qb,passer,penalty,home_on_offense,fumbled,intercepted
9/17/2017,MIA,LAC,3,10,2,0:20:00,1,56,10,6,201709170sdg,pass,0,,LandJa00,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,3,10,2,0:15:00,2,50,4,0,201709170sdg,pass,0,,ParkDe01,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,3,10,2,0:09:00,3,50,4,-2,201709170sdg,pass,0,,LandJa00,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,3,10,2,0:02:00,4,52,6,0,201709170sdg,pass,0,,StilKe00,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,3,10,3,15:00:00,1,75,10,11,201709170sdg,pass,0,,LandJa00,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,3,10,3,14:24:00,1,64,10,7,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,3,10,3,13:59:00,1,42,10,0,201709170sdg,pass,0,,ParkDe01,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,3,10,3,13:51:00,2,42,10,8,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,3,10,3,13:10:00,3,34,2,5,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,3,10,3,12:47:00,1,29,10,0,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,9,10,3,12:15:00,2,29,10,29,201709170sdg,pass,0,,StilKe00,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,10,17,3,8:13:00,1,77,10,3,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,10,17,3,7:45:00,2,74,7,8,201709170sdg,pass,0,,LandJa00,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,10,17,3,7:13:00,1,66,10,-1,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,10,17,3,6:37:00,2,67,11,18,201709170sdg,pass,0,,LandJa00,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,10,17,3,5:52:00,1,49,10,0,201709170sdg,pass,0,,ParkDe01,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,10,17,3,5:46:00,2,49,10,9,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,10,17,3,5:24:00,3,40,1,3,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,10,17,3,4:38:00,1,37,10,31,201709170sdg,pass,0,,ParkDe01,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,10,17,3,4:11:00,1,6,6,0,201709170sdg,pass,0,,LandJa00,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,10,17,3,4:07:00,2,6,6,1,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,10,17,3,3:28:00,3,5,5,-5,201709170sdg,sack,0,,,CutlJa00,,,0,0,0
9/17/2017,MIA,LAC,13,17,4,13:33:00,1,81,10,7,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,13,17,4,13:01:00,2,74,3,5,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,13,17,4,12:29:00,1,69,10,12,201709170sdg,pass,0,,ParkDe01,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,13,17,4,11:52:00,1,57,10,0,201709170sdg,pass,0,,ParkDe01,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,13,17,4,11:46:00,2,57,10,4,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,13,17,4,11:05:00,3,53,6,31,201709170sdg,pass,0,,ParkDe01,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,13,17,4,10:31:00,1,22,10,3,201709170sdg,pass,0,,AjayJa00,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,13,17,4,9:55:00,2,19,7,-2,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,13,17,4,9:15:00,3,21,9,12,201709170sdg,pass,0,,LandJa00,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,13,17,4,8:33:00,1,9,9,0,201709170sdg,pass,0,,ParkDe01,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,13,17,4,8:28:00,2,9,9,3,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,13,17,4,7:52:00,2,16,16,-1,201709170sdg,pass,0,,LandJa00,,CutlJa00,,0,0,0
9/17/2017,MIA,LAC,13,17,4,7:14:00,3,17,17,0,201709170sdg,sack,0,,,CutlJa00,,,0,0,0
9/17/2017,MIA,LAC,16,17,4,3:02:00,1,51,10,10,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,16,17,4,2:18:00,1,41,10,2,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,16,17,4,2:00:00,2,39,8,2,201709170sdg,run,0,AjayJa00,,,,,0,0,0
9/17/2017,MIA,LAC,16,17,4,1:15:00,3,37,6,1,201709170sdg,pass,0,,AjayJa00,,CutlJa00,,0,0,0
11/26/2017,MIA,NWE,0,7,1,11:39:00,1,75,10,5,201711260nwe,pass,0,,ParkDe01,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,0,7,1,11:06:00,2,70,5,3,201711260nwe,pass,0,,WillDa05,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,0,7,1,10:24:00,3,67,2,0,201711260nwe,pass,0,,WillDa05,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,0,14,1,5:28:00,1,74,10,7,201711260nwe,pass,0,,WillDa05,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,0,14,1,5:03:00,1,77,13,8,201711260nwe,run,0,WillDa05,,,,,0,0,0
11/26/2017,MIA,NWE,0,14,1,4:28:00,2,69,5,-1,201711260nwe,run,0,DrakKe00,,,,,0,0,0
11/26/2017,MIA,NWE,0,14,1,3:09:00,1,63,10,0,201711260nwe,run,0,WillDa05,,,,,0,0,0
11/26/2017,MIA,NWE,0,14,1,2:43:00,2,63,10,9,201711260nwe,pass,0,,LandJa00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,0,14,1,2:05:00,3,54,1,0,201711260nwe,run,0,DrakKe00,,,,,0,0,0
11/26/2017,MIA,NWE,0,14,1,1:27:00,4,54,1,2,201711260nwe,run,0,WillDa05,,,,,0,0,0
11/26/2017,MIA,NWE,0,14,1,0:18:00,2,50,8,3,201711260nwe,run,0,DrakKe00,,,,,0,0,0
11/26/2017,MIA,NWE,0,14,2,15:00:00,3,47,5,0,201711260nwe,pass,0,,StilKe00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,6,21,2,8:25:00,1,75,10,3,201711260nwe,run,0,DrakKe00,,,,,0,0,0
11/26/2017,MIA,NWE,6,21,2,7:45:00,2,72,7,7,201711260nwe,pass,0,,LandJa00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,6,21,2,7:04:00,1,65,10,4,201711260nwe,run,0,DrakKe00,,,,,0,0,0
11/26/2017,MIA,NWE,6,21,2,6:26:00,2,61,6,15,201711260nwe,pass,0,,LandJa00,,MoorMa01,,0,1,0
11/26/2017,MIA,NWE,6,21,2,5:43:00,1,46,10,2,201711260nwe,run,0,WillDa05,,,,,0,0,0
11/26/2017,MIA,NWE,6,21,2,5:04:00,2,44,8,0,201711260nwe,pass,1,,StilKe00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,6,21,2,4:56:00,1,10,10,0,201711260nwe,pass,0,,LandJa00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,6,21,2,4:20:00,2,10,10,0,201711260nwe,pass,0,,WillDa05,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,6,21,2,4:16:00,3,10,10,0,201711260nwe,pass,0,,ThomJu00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,21,2,2:30:00,1,65,10,13,201711260nwe,run,0,DrakKe00,,,,,0,0,0
11/26/2017,MIA,NWE,9,21,2,2:03:00,1,52,10,-1,201711260nwe,run,0,DrakKe00,,,,,0,0,0
11/26/2017,MIA,NWE,9,21,2,1:57:00,2,53,11,14,201711260nwe,pass,0,,LandJa00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,21,2,1:18:00,1,39,10,9,201711260nwe,run,0,WillDa05,,,,,0,0,0
11/26/2017,MIA,NWE,9,21,2,0:43:00,2,30,1,5,201711260nwe,run,0,WillDa05,,,,,0,0,0
11/26/2017,MIA,NWE,9,21,2,0:38:00,1,25,10,-5,201711260nwe,sack,0,,,MoorMa01,,,0,0,0
11/26/2017,MIA,NWE,9,21,2,0:33:00,2,30,15,15,201711260nwe,pass,0,,LandJa00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,21,2,0:16:00,2,15,10,0,201711260nwe,pass,0,,ParkDe01,,MoorMa01,,0,0,1
11/26/2017,MIA,NWE,9,21,3,14:53:00,1,76,10,2,201711260nwe,pass,0,,DrakKe00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,21,3,14:28:00,2,74,8,6,201711260nwe,pass,0,,ThomJu00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,21,3,13:54:00,3,68,2,1,201711260nwe,run,0,WillDa05,,,,,0,0,0
11/26/2017,MIA,NWE,9,28,3,10:21:00,1,74,10,4,201711260nwe,pass,0,,WillDa05,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,28,3,9:36:00,2,70,6,11,201711260nwe,run,0,WillDa05,,,,,0,0,0
11/26/2017,MIA,NWE,9,28,3,9:14:00,1,59,10,9,201711260nwe,pass,0,,LandJa00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,28,3,8:38:00,2,50,1,-5,201711260nwe,run,0,DrakKe00,,,,,0,1,0
11/26/2017,MIA,NWE,9,28,3,5:05:00,1,80,10,-3,201711260nwe,sack,0,,,MoorMa01,,,0,0,0
11/26/2017,MIA,NWE,9,28,3,4:22:00,2,83,13,-11,201711260nwe,sack,0,,,MoorMa01,,,0,0,0
11/26/2017,MIA,NWE,9,28,3,3:47:00,3,94,24,4,201711260nwe,run,0,DrakKe00,,,,,0,0,0
11/26/2017,MIA,NWE,9,28,4,14:55:00,1,73,10,1,201711260nwe,pass,0,,LandJa00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,28,4,14:18:00,2,72,9,7,201711260nwe,pass,0,,StilKe00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,28,4,13:40:00,3,65,2,0,201711260nwe,pass,0,,StilKe00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,28,4,13:33:00,4,65,2,28,201711260nwe,pass,0,,StilKe00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,28,4,13:06:00,1,37,10,0,201711260nwe,pass,0,,StilKe00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,28,4,12:58:00,2,37,10,17,201711260nwe,pass,0,,ThomJu00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,9,28,4,12:20:00,1,20,10,12,201711260nwe,pass,0,,StilKe00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,15,28,4,11:49:00,1,8,8,8,201711260nwe,pass,0,,DrakKe00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,16,28,4,10:28:00,1,61,10,-10,201711260nwe,sack,0,,,MoorMa01,,,0,0,0
11/26/2017,MIA,NWE,16,28,4,9:44:00,2,71,20,-8,201711260nwe,run,0,MoorMa01,,,,,0,0,0
11/26/2017,MIA,NWE,16,28,4,9:25:00,3,79,28,17,201711260nwe,pass,0,,DrakKe00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,16,28,4,8:48:00,4,62,11,0,201711260nwe,pass,0,,LandJa00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,16,35,4,6:31:00,1,75,10,8,201711260nwe,pass,0,,ThomJu00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,16,35,4,5:56:00,2,67,2,-15,201711260nwe,sack,0,,,MoorMa01,,,0,0,0
11/26/2017,MIA,NWE,16,35,4,5:11:00,3,82,17,0,201711260nwe,pass,0,,DrakKe00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,16,35,4,2:48:00,1,87,10,9,201711260nwe,pass,0,,ThomJu00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,16,35,4,2:24:00,2,78,1,-9,201711260nwe,sack,0,,,MoorMa01,,,0,0,0
11/26/2017,MIA,NWE,16,35,4,2:00:00,3,87,10,12,201711260nwe,pass,0,,ThomJu00,,MoorMa01,,0,0,0
11/26/2017,MIA,NWE,16,35,4,1:54:00,1,75,10,0,201711260nwe,pass,0,,ParkDe01,,MoorMa01,,0,0,1
10/15/2017,MIA,ATL,0,3,1,9:35:00,1,87,10,12,201710150atl,pass,0,,ThomJu00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,3,1,8:55:00,1,75,10,4,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,3,1,8:16:00,2,71,6,18,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,3,1,7:37:00,1,53,10,0,201710150atl,pass,0,,AjayJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,3,1,7:34:00,2,53,10,0,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,3,1,7:30:00,3,53,10,5,201710150atl,pass,0,,ThomJu00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,10,1,1:11:00,1,62,10,5,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,10,1,0:25:00,2,57,5,9,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,10,2,15:00:00,1,48,10,6,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,10,2,14:13:00,2,42,4,0,201710150atl,run,0,WillDa05,,,,,0,0,0
10/15/2017,MIA,ATL,0,10,2,13:32:00,3,42,4,0,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,10,2,11:48:00,1,56,10,-1,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,10,2,11:07:00,2,57,11,11,201710150atl,pass,0,,StilKe00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,10,2,10:32:00,1,46,10,7,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,10,2,10:05:00,2,54,18,5,201710150atl,run,0,WillDa05,,,,,0,0,0
10/15/2017,MIA,ATL,0,10,2,8:51:00,3,49,13,10,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,10,2,7:57:00,4,39,3,0,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,2,5:29:00,1,75,10,4,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,17,2,4:46:00,2,71,6,7,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,17,2,4:04:00,1,64,10,5,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,2,3:19:00,2,59,5,0,201710150atl,pass,1,,StilKe00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,2,3:13:00,2,59,5,3,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,2,2:38:00,1,41,10,4,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,17,2,2:00:00,2,37,6,0,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,17,2,1:54:00,3,37,6,11,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,2,1:16:00,1,26,10,0,201710150atl,pass,0,,AjayJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,2,1:13:00,2,31,15,0,201710150atl,pass,0,,CarrLe00,,CutlJa00,,0,0,1
10/15/2017,MIA,ATL,0,17,3,15:00:00,1,75,10,3,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,17,3,14:26:00,2,72,7,5,201710150atl,pass,0,,ThomJu00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,3,13:42:00,3,67,2,18,201710150atl,pass,0,,StilKe00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,3,12:54:00,1,49,10,9,201710150atl,pass,0,,StilKe00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,3,12:14:00,2,40,1,1,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,17,3,11:31:00,1,39,10,0,201710150atl,pass,0,,ThomJu00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,3,11:24:00,2,39,10,6,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,17,3,10:39:00,3,33,4,7,201710150atl,pass,0,,WillDa05,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,3,10:06:00,1,26,10,3,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,17,3,9:27:00,2,23,7,2,201710150atl,run,0,WillDa05,,,,,0,0,0
10/15/2017,MIA,ATL,0,17,3,8:38:00,3,21,5,4,201710150atl,pass,0,,WillDa05,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,3,7:53:00,4,17,1,3,201710150atl,pass,0,,WillDa05,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,0,17,3,7:21:00,1,14,10,-2,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,0,17,3,6:30:00,2,16,12,0,201710150atl,pass,0,,CarrLe00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,6,17,3,6:25:00,3,11,7,11,201710150atl,pass,0,,StilKe00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,7,17,3,4:02:00,1,51,10,0,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,7,17,3,3:59:00,2,51,10,1,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,7,17,3,3:14:00,3,50,9,0,201710150atl,pass,1,,GranJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,7,17,3,3:06:00,1,24,10,1,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,7,17,3,2:31:00,2,23,9,0,201710150atl,pass,1,,LandJa00,,CutlJa00,,0,0,1
10/15/2017,MIA,ATL,7,17,3,2:15:00,1,11,10,4,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,13,17,3,1:38:00,2,7,6,7,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,14,17,4,11:42:00,1,52,10,4,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,14,17,4,10:58:00,2,48,6,0,201710150atl,pass,0,,AjayJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,14,17,4,10:53:00,3,48,6,4,201710150atl,pass,0,,GranJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,14,17,4,10:09:00,4,44,2,9,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,14,17,4,9:25:00,1,35,10,0,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,14,17,4,9:24:00,2,35,10,4,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,14,17,4,8:42:00,3,31,6,0,201710150atl,pass,0,,CarrLe00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,17,17,4,7:00:00,1,66,10,0,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,17,17,4,6:57:00,2,66,10,18,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,17,17,4,6:16:00,1,48,10,18,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,17,17,4,5:31:00,1,30,10,2,201710150atl,run,0,WillDa05,,,,,0,0,0
10/15/2017,MIA,ATL,17,17,4,5:08:00,2,28,8,-1,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,17,17,4,4:16:00,3,29,9,10,201710150atl,pass,0,,LandJa00,,CutlJa00,,0,0,0
10/15/2017,MIA,ATL,17,17,4,3:28:00,1,19,10,0,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,17,17,4,2:45:00,2,19,10,-1,201710150atl,run,0,AjayJa00,,,,,0,0,0
10/15/2017,MIA,ATL,17,17,4,2:40:00,3,20,11,0,201710150atl,pass,0,,ThomJu00,,CutlJa00,,0,0,0
12/11/2017,MIA,NWE,0,0,1,14:54:00,1,81,10,0,201712110mia,pass,0,,ParkDe01,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,0,0,1,14:49:00,2,81,10,26,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,0,0,1,14:15:00,1,55,10,9,201712110mia,pass,0,,LandJa00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,0,0,1,13:37:00,2,46,1,1,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,0,0,1,13:03:00,1,45,10,-3,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,0,0,1,12:24:00,2,48,13,12,201712110mia,pass,0,,DrakKe00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,0,0,1,11:45:00,3,36,1,0,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,0,0,1,11:01:00,4,36,1,15,201712110mia,pass,0,,ParkDe01,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,0,0,1,10:22:00,1,21,10,10,201712110mia,pass,0,,LandJa00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,0,0,1,9:57:00,1,11,10,-1,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,0,0,1,9:17:00,2,12,11,0,201712110mia,pass,0,,StilKe00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,3,0,1,8:15:00,1,60,10,4,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,3,0,1,7:44:00,2,56,6,5,201712110mia,pass,0,,ThomJu00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,3,0,1,7:04:00,3,51,1,2,201712110mia,run,0,GrayMa00,,,,,1,0,0
12/11/2017,MIA,NWE,3,0,1,6:25:00,1,49,10,17,201712110mia,pass,0,,GranJa00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,3,0,1,5:54:00,1,32,10,6,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,3,0,1,5:10:00,2,26,4,-4,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,3,0,1,4:31:00,3,30,8,4,201712110mia,pass,0,,ParkDe01,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,6,0,1,2:47:00,1,66,5,6,201712110mia,run,0,CutlJa00,,,,,1,0,0
12/11/2017,MIA,NWE,6,0,1,2:12:00,1,60,10,0,201712110mia,pass,0,,ThomJu00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,6,0,1,2:09:00,2,60,10,0,201712110mia,pass,1,,ParkDe01,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,6,0,1,2:05:00,1,52,10,5,201712110mia,run,1,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,6,0,1,1:35:00,1,62,20,7,201712110mia,pass,0,,StilKe00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,6,0,1,0:52:00,2,55,13,1,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,6,0,1,0:15:00,3,54,12,6,201712110mia,pass,0,,ThomJu00,,CutlJa00,,1,1,0
12/11/2017,MIA,NWE,6,0,2,11:11:00,1,86,10,3,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,6,0,2,10:33:00,2,83,7,-11,201712110mia,sack,0,,,CutlJa00,,,1,0,0
12/11/2017,MIA,NWE,6,0,2,9:56:00,3,94,18,13,201712110mia,pass,0,,DrakKe00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,6,7,2,6:13:00,1,80,10,17,201712110mia,pass,0,,FasaAn00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,6,7,2,5:30:00,1,63,10,47,201712110mia,pass,0,,DrakKe00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,6,7,2,5:12:00,1,16,10,6,201712110mia,pass,0,,LandJa00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,6,7,2,5:07:00,1,20,14,7,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,6,7,2,4:21:00,3,13,7,8,201712110mia,pass,0,,DrakKe00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,12,7,2,3:39:00,1,5,5,5,201712110mia,pass,0,,LandJa00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,13,10,3,13:24:00,1,46,10,6,201712110mia,pass,0,,LandJa00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,13,10,3,12:43:00,2,40,4,0,201712110mia,pass,0,,ThomJu00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,13,10,3,12:37:00,3,40,4,11,201712110mia,pass,0,,StilKe00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,13,10,3,11:53:00,1,29,10,4,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,19,10,3,11:09:00,2,25,6,25,201712110mia,pass,0,,GranJa00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,20,10,3,9:04:00,1,82,10,1,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,20,10,3,8:20:00,2,81,9,8,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,20,10,3,7:50:00,3,73,1,0,201712110mia,pass,1,,LandJa00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,20,10,3,7:44:00,1,52,10,3,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,20,10,3,7:02:00,2,49,7,3,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,20,10,3,6:17:00,3,46,4,11,201712110mia,pass,0,,ParkDe01,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,20,10,3,5:38:00,1,35,10,31,201712110mia,run,0,DrakKe00,,,,,1,0,0
12/11/2017,MIA,NWE,26,10,3,4:48:00,2,4,4,4,201712110mia,pass,0,,LandJa00,,CutlJa00,,1,0,0
12/11/2017,MIA,NWE,27,10,3,3:27:00,1,85,10,10,201712110mia,pass,0,,GrayMa00,,CutlJa00,,1,0,0
