Date,abbrev,abbrev,offense_score,defense_score,quarter,time,down,goal_distance,down_distance,yards_gained,game_id,play_type,no_play,runner,receiver,sacked_qb,passer,penalty,home_on_offense,fumbled,intercepted
12/24/2017,CIN,DET,0,7,2,9:34:00,1,23,10,15,201712240cin,pass,0,,BernGi00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,0,7,2,9:00:00,1,8,8,1,201712240cin,run,0,DaltAn00,,,,,1,0,0
12/24/2017,CIN,DET,0,7,2,8:17:00,2,7,7,-4,201712240cin,sack,0,,,DaltAn00,,,1,0,0
12/24/2017,CIN,DET,0,7,2,7:42:00,3,11,11,0,201712240cin,pass,0,,KrofTy00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,3,7,2,2:33:00,1,80,10,2,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,3,7,2,2:11:00,2,78,8,3,201712240cin,pass,0,,KrofTy00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,3,7,2,2:00:00,3,75,5,28,201712240cin,pass,1,,GreeA.00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,3,7,2,1:54:00,3,85,15,10,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,3,7,2,1:01:00,1,53,10,0,201712240cin,pass,0,,BernGi00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,3,7,2,0:55:00,2,53,10,18,201712240cin,pass,0,,GreeA.00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,3,7,2,0:45:00,2,35,10,11,201712240cin,pass,0,,BernGi00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,3,7,2,0:39:00,1,24,10,7,201712240cin,pass,0,,BernGi00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,3,7,2,0:18:00,2,17,3,0,201712240cin,pass,0,,KrofTy00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,3,7,2,0:13:00,3,17,3,0,201712240cin,pass,1,,GreeA.00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,3,7,2,0:09:00,1,12,10,3,201712240cin,pass,0,,BernGi00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,6,10,3,9:02:00,2,77,12,0,201712240cin,pass,1,,LaFeBr00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,6,10,3,8:56:00,1,52,10,0,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,6,10,3,8:16:00,2,52,10,34,201712240cin,pass,0,,HillBr02,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,6,10,3,7:41:00,1,18,10,3,201712240cin,run,0,HillBr02,,,,,1,0,0
12/24/2017,CIN,DET,6,10,3,7:10:00,2,15,7,8,201712240cin,pass,0,,BernGi00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,6,10,3,6:34:00,1,7,7,6,201712240cin,pass,0,,BoydTy00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,12,10,3,5:56:00,2,1,1,1,201712240cin,pass,0,,UzomC.00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,13,10,3,3:46:00,1,60,10,0,201712240cin,pass,0,,LaFeBr00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,13,10,3,3:41:00,2,60,10,17,201712240cin,pass,0,,GreeA.00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,13,10,3,3:19:00,1,43,10,3,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,13,10,3,2:49:00,2,40,7,4,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,13,10,3,2:13:00,3,36,3,14,201712240cin,pass,0,,GreeA.00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,13,10,3,1:32:00,1,22,10,2,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,13,10,3,0:51:00,2,20,8,8,201712240cin,pass,0,,BernGi00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,13,10,3,0:12:00,1,12,10,1,201712240cin,run,0,HillBr02,,,,,1,0,0
12/24/2017,CIN,DET,13,10,4,15:00:00,2,11,9,-6,201712240cin,sack,0,,,DaltAn00,,,1,0,0
12/24/2017,CIN,DET,13,10,4,14:21:00,3,17,15,0,201712240cin,pass,0,,KrofTy00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,16,17,4,9:39:00,1,86,10,10,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,16,17,4,9:17:00,1,76,10,8,201712240cin,pass,0,,BoydTy00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,16,17,4,9:01:00,2,68,2,-1,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,16,17,4,8:23:00,3,69,3,6,201712240cin,pass,0,,GreeA.00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,16,17,4,7:53:00,1,63,10,0,201712240cin,pass,0,,LaFeBr00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,16,17,4,7:49:00,2,63,10,-2,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,16,17,4,6:58:00,1,60,10,11,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,16,17,4,6:12:00,1,49,10,0,201712240cin,pass,1,,GreeA.00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,16,17,4,6:09:00,1,40,10,-3,201712240cin,pass,0,,LaFeBr00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,16,17,4,5:32:00,2,43,13,10,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,16,17,4,4:52:00,3,33,3,0,201712240cin,pass,0,,GreeA.00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,19,17,4,3:42:00,1,40,10,4,201712240cin,run,1,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,19,17,4,3:36:00,1,35,5,9,201712240cin,pass,0,,BoydTy00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,19,17,4,2:51:00,1,26,10,2,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,19,17,4,2:43:00,2,29,13,13,201712240cin,pass,0,,GreeA.00,,DaltAn00,,1,0,0
12/24/2017,CIN,DET,19,17,4,2:38:00,1,16,10,1,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,19,17,4,2:34:00,2,15,9,3,201712240cin,run,0,BernGi00,,,,,1,0,0
12/24/2017,CIN,DET,25,17,4,2:00:00,3,12,6,12,201712240cin,run,0,BernGi00,,,,,1,0,0
9/24/2017,CIN,GNB,0,0,1,14:55:00,1,79,10,1,201709240gnb,run,0,HillJe01,,,,,0,0,0
9/24/2017,CIN,GNB,0,0,1,14:15:00,2,78,9,13,201709240gnb,pass,0,,KrofTy00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,0,0,1,13:35:00,1,65,10,2,201709240gnb,run,0,HillJe01,,,,,0,0,0
9/24/2017,CIN,GNB,0,0,1,13:00:00,2,63,8,13,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,0,0,1,12:18:00,1,50,10,0,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,0,0,1,12:11:00,2,50,10,6,201709240gnb,pass,0,,HillJe01,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,0,0,1,11:38:00,3,44,4,20,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,0,0,1,11:11:00,1,12,10,3,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,0,0,1,10:29:00,2,9,7,-1,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,7,7,1,7:46:00,1,75,10,17,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,7,7,1,7:12:00,1,58,10,1,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,7,7,1,6:34:00,2,57,9,14,201709240gnb,pass,0,,KrofTy00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,7,7,1,6:04:00,1,43,10,1,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,7,7,1,5:20:00,2,42,9,1,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,7,7,1,4:38:00,3,41,8,-6,201709240gnb,sack,0,,,DaltAn00,,,0,0,0
9/24/2017,CIN,GNB,7,7,1,2:18:00,1,60,10,-6,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,7,7,1,1:35:00,2,66,16,9,201709240gnb,pass,0,,MixoJo00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,7,7,1,0:52:00,3,57,7,9,201709240gnb,pass,0,,MixoJo00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,7,7,1,0:25:00,1,48,10,25,201709240gnb,run,0,BernGi00,,,,,0,0,0
9/24/2017,CIN,GNB,7,7,2,15:00:00,1,23,10,8,201709240gnb,run,0,HillJe01,,,,,0,0,0
9/24/2017,CIN,GNB,7,7,2,14:25:00,2,15,2,1,201709240gnb,run,0,HillJe01,,,,,0,0,0
9/24/2017,CIN,GNB,7,7,2,13:57:00,3,14,1,5,201709240gnb,run,0,HillJe01,,,,,0,0,0
9/24/2017,CIN,GNB,7,7,2,13:15:00,1,9,9,3,201709240gnb,run,0,HillJe01,,,,,0,0,0
9/24/2017,CIN,GNB,13,7,2,12:35:00,2,6,6,6,201709240gnb,pass,0,,BernGi00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,7,2,6:00:00,1,94,10,10,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,20,7,2,5:20:00,1,84,10,11,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,7,2,4:52:00,1,73,10,8,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,20,7,2,4:18:00,2,65,2,-1,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,20,7,2,3:36:00,3,66,3,1,201709240gnb,run,0,BernGi00,,,,,0,0,0
9/24/2017,CIN,GNB,20,7,2,1:41:00,1,63,10,2,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,7,2,1:16:00,2,61,8,6,201709240gnb,pass,0,,BernGi00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,7,2,0:48:00,3,55,2,0,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,14,3,9:54:00,1,75,10,21,201709240gnb,pass,0,,MixoJo00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,14,3,9:24:00,1,54,10,-2,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,20,14,3,8:40:00,2,56,12,0,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,14,3,8:32:00,3,56,12,-7,201709240gnb,sack,0,,,DaltAn00,,,0,0,0
9/24/2017,CIN,GNB,20,14,3,5:23:00,1,47,10,11,201709240gnb,pass,0,,BoydTy00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,14,3,4:52:00,1,36,10,11,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,14,3,4:16:00,1,25,10,3,201709240gnb,run,0,HillJe01,,,,,0,0,0
9/24/2017,CIN,GNB,20,14,3,3:36:00,2,22,7,0,201709240gnb,pass,0,,KrofTy00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,14,3,3:28:00,3,22,7,-8,201709240gnb,sack,0,,,DaltAn00,,,0,0,0
9/24/2017,CIN,GNB,20,17,4,14:43:00,1,75,10,18,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,17,4,14:16:00,1,57,10,0,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,20,17,4,13:35:00,2,57,10,1,201709240gnb,run,0,BernGi00,,,,,0,0,0
9/24/2017,CIN,GNB,20,17,4,9:43:00,1,91,10,2,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,20,17,4,9:07:00,2,89,8,3,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,17,4,8:22:00,3,86,5,0,201709240gnb,pass,1,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,17,4,8:17:00,1,80,10,20,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,17,4,7:48:00,1,60,10,6,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,20,17,4,7:09:00,2,54,4,6,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,20,17,4,6:28:00,1,48,10,5,201709240gnb,pass,0,,LaFeBr00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,17,4,5:59:00,2,43,5,7,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,20,17,4,5:16:00,1,36,10,0,201709240gnb,pass,0,,LaFeBr00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,20,17,4,5:09:00,2,36,10,9,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,20,17,4,4:31:00,3,27,1,-1,201709240gnb,run,0,DaltAn00,,,,,0,0,0
9/24/2017,CIN,GNB,23,24,5,10:00:00,1,75,10,-2,201709240gnb,run,0,MixoJo00,,,,,0,0,0
9/24/2017,CIN,GNB,23,24,5,9:19:00,2,77,12,6,201709240gnb,pass,0,,GreeA.00,,DaltAn00,,0,0,0
9/24/2017,CIN,GNB,23,24,5,8:31:00,3,71,6,1,201709240gnb,pass,0,,KrofTy00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,7,1,10:31:00,1,75,10,9,201712170min,pass,0,,UzomC.00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,7,1,9:57:00,2,66,1,-2,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,7,1,9:10:00,3,68,3,0,201712170min,pass,0,,LaFeBr00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,7,1,6:53:00,1,81,10,4,201712170min,run,0,MaloJo00,,,,,0,0,0
12/17/2017,CIN,MIN,0,7,1,6:10:00,2,77,6,0,201712170min,pass,0,,LaFeBr00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,13,1,6:05:00,3,77,6,0,201712170min,pass,0,,EricAl01,,DaltAn00,,0,0,1
12/17/2017,CIN,MIN,0,14,1,5:49:00,1,71,10,2,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,14,1,5:13:00,2,69,8,4,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,14,1,4:32:00,3,65,4,3,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,14,1,3:46:00,4,62,1,0,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,17,1,1:25:00,1,88,10,-2,201712170min,sack,0,,,DaltAn00,,,0,0,0
12/17/2017,CIN,MIN,0,17,1,0:46:00,2,90,12,8,201712170min,pass,0,,LaFeBr00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,17,1,0:05:00,3,82,4,0,201712170min,pass,0,,GreeA.00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,17,2,12:58:00,1,76,10,14,201712170min,pass,0,,GreeA.00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,17,2,12:39:00,1,62,10,1,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,17,2,11:59:00,2,61,9,0,201712170min,pass,0,,KrofTy00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,17,2,11:52:00,3,61,9,-6,201712170min,sack,0,,,DaltAn00,,,0,0,0
12/17/2017,CIN,MIN,0,24,2,6:41:00,1,75,10,2,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,24,2,6:04:00,2,73,8,7,201712170min,pass,0,,UzomC.00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,24,2,5:21:00,3,66,1,-9,201712170min,sack,0,,,DaltAn00,,,0,0,0
12/17/2017,CIN,MIN,0,24,2,1:07:00,1,98,10,3,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,24,2,1:02:00,2,95,7,0,201712170min,pass,0,,MaloJo00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,24,2,0:59:00,3,95,7,4,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,24,3,15:00:00,1,75,10,1,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,24,3,14:21:00,2,74,9,16,201712170min,pass,0,,GreeA.00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,24,3,13:45:00,1,58,10,-5,201712170min,pass,0,,KrofTy00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,24,3,13:03:00,2,63,15,0,201712170min,pass,0,,KrofTy00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,24,3,12:56:00,3,63,15,12,201712170min,pass,0,,BernGi00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,27,3,6:34:00,1,75,10,0,201712170min,pass,0,,LaFeBr00,,DaltAn00,,0,0,1
12/17/2017,CIN,MIN,0,27,3,3:49:00,1,91,10,6,201712170min,pass,0,,KrofTy00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,27,3,3:11:00,2,85,4,0,201712170min,pass,0,,BernGi00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,27,3,3:07:00,3,90,9,45,201712170min,pass,0,,LaFeBr00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,27,3,2:34:00,1,45,10,0,201712170min,pass,0,,GreeA.00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,27,3,2:29:00,2,45,10,2,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,27,3,1:45:00,3,43,8,0,201712170min,pass,0,,BernGi00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,34,4,12:53:00,1,75,10,4,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,34,4,12:16:00,2,71,6,0,201712170min,pass,0,,BernGi00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,34,4,11:32:00,3,71,6,1,201712170min,pass,0,,BernGi00,,DaltAn00,,0,0,0
12/17/2017,CIN,MIN,0,34,4,9:18:00,1,23,10,2,201712170min,run,0,HillBr02,,,,,0,0,0
12/17/2017,CIN,MIN,0,34,4,8:41:00,2,21,8,1,201712170min,run,0,HillBr02,,,,,0,0,0
12/17/2017,CIN,MIN,0,34,4,7:58:00,3,20,7,0,201712170min,pass,0,,LaFeBr00,,McCaA.00,,0,0,0
12/17/2017,CIN,MIN,0,34,4,7:54:00,4,20,7,11,201712170min,pass,0,,EricAl01,,McCaA.00,,0,0,0
12/17/2017,CIN,MIN,0,34,4,7:17:00,1,9,9,4,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,0,34,4,6:32:00,2,5,5,0,201712170min,pass,1,,GreeA.00,,McCaA.00,,0,0,0
12/17/2017,CIN,MIN,6,34,4,6:26:00,1,2,2,2,201712170min,run,0,BernGi00,,,,,0,0,0
12/17/2017,CIN,MIN,7,34,4,4:44:00,1,76,10,8,201712170min,run,0,HillBr02,,,,,0,0,0
12/17/2017,CIN,MIN,7,34,4,4:07:00,2,68,2,3,201712170min,run,0,HillBr02,,,,,0,0,0
12/17/2017,CIN,MIN,7,34,4,3:33:00,1,65,10,1,201712170min,pass,0,,UzomC.00,,McCaA.00,,0,0,0
12/17/2017,CIN,MIN,7,34,4,3:23:00,1,49,10,-2,201712170min,run,0,HillBr02,,,,,0,0,0
12/17/2017,CIN,MIN,7,34,4,3:01:00,2,51,12,0,201712170min,pass,0,,MaloJo00,,McCaA.00,,0,0,0
12/17/2017,CIN,MIN,7,34,4,2:54:00,3,51,12,7,201712170min,pass,0,,UzomC.00,,McCaA.00,,0,0,0
12/17/2017,CIN,MIN,7,34,4,2:06:00,4,44,5,0,201712170min,pass,0,,MaloJo00,,McCaA.00,,0,0,0
11/19/2017,CIN,DEN,0,0,1,12:34:00,1,70,10,5,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,0,0,1,11:58:00,2,65,5,-1,201711190den,pass,0,,MixoJo00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,0,0,1,8:23:00,1,1,1,0,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,0,0,1,7:50:00,2,1,1,0,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,6,0,1,7:11:00,3,1,1,1,201711190den,pass,0,,KrofTy00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,6,7,1,0:40:00,1,75,10,5,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,6,7,1,0:01:00,2,70,5,1,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,6,7,2,15:00:00,3,69,4,5,201711190den,pass,0,,BoydTy00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,6,7,2,14:18:00,1,64,10,29,201711190den,pass,0,,LaFeBr00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,6,7,2,13:51:00,1,35,10,0,201711190den,pass,0,,GreeA.00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,6,7,2,13:45:00,2,35,10,6,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,12,7,2,13:01:00,3,29,4,29,201711190den,pass,0,,EricAl01,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,7,2,10:33:00,1,82,10,0,201711190den,pass,0,,GreeA.00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,7,2,10:29:00,2,82,10,5,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,13,7,2,9:46:00,3,77,5,-5,201711190den,sack,0,,,DaltAn00,,,0,0,0
11/19/2017,CIN,DEN,13,7,2,5:23:00,1,92,10,4,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,13,7,2,4:44:00,2,88,6,2,201711190den,pass,0,,LaFeBr00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,7,2,4:03:00,3,86,4,1,201711190den,pass,0,,MixoJo00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,7,2,1:10:00,1,88,10,13,201711190den,pass,0,,GreeA.00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,7,2,1:04:00,1,75,10,0,201711190den,pass,0,,GreeA.00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,7,2,0:58:00,2,75,10,0,201711190den,pass,0,,BernGi00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,7,2,0:54:00,3,75,10,-5,201711190den,run,0,BernGi00,,,,,0,0,0
11/19/2017,CIN,DEN,13,7,3,15:00:00,1,75,10,0,201711190den,pass,0,,GreeA.00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,7,3,14:56:00,2,75,10,-2,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,13,7,3,14:22:00,3,77,12,11,201711190den,pass,0,,KrofTy00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,7,3,8:43:00,1,99,10,4,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,13,7,3,7:58:00,2,95,6,3,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,13,7,3,7:27:00,2,96,7,0,201711190den,pass,0,,LaFeBr00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,7,3,7:25:00,3,96,7,0,201711190den,pass,0,,GreeA.00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,10,3,4:54:00,1,75,10,16,201711190den,pass,0,,GreeA.00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,10,3,4:13:00,1,59,10,-3,201711190den,run,0,BernGi00,,,,,0,0,0
11/19/2017,CIN,DEN,13,10,3,3:31:00,2,62,13,8,201711190den,pass,0,,BernGi00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,10,3,2:44:00,3,54,5,6,201711190den,pass,0,,LaFeBr00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,10,3,2:06:00,1,48,10,0,201711190den,pass,0,,KrofTy00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,10,3,2:01:00,2,48,10,4,201711190den,run,0,BernGi00,,,,,0,0,0
11/19/2017,CIN,DEN,13,10,3,1:15:00,3,44,6,-8,201711190den,sack,0,,,DaltAn00,,,0,0,0
11/19/2017,CIN,DEN,13,10,4,12:13:00,1,44,10,2,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,13,10,4,11:32:00,2,42,8,3,201711190den,pass,0,,GreeA.00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,13,10,4,10:48:00,3,39,5,13,201711190den,pass,0,,EricAl01,,DaltAn00,,0,1,0
11/19/2017,CIN,DEN,13,10,4,10:06:00,1,26,10,3,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,13,10,4,9:43:00,2,23,7,5,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,19,10,4,9:02:00,3,18,2,18,201711190den,pass,0,,GreeA.00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,20,17,4,5:05:00,1,75,10,0,201711190den,pass,1,,LaFeBr00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,20,17,4,5:00:00,1,70,10,8,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,20,17,4,4:14:00,2,62,2,-1,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,20,17,4,4:09:00,3,63,3,6,201711190den,run,0,DaltAn00,,,,,0,0,0
11/19/2017,CIN,DEN,20,17,4,3:24:00,1,57,10,0,201711190den,pass,0,,LaFeBr00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,20,17,4,3:20:00,2,57,10,4,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,20,17,4,3:15:00,3,53,6,0,201711190den,pass,1,,GreeA.00,,DaltAn00,,0,0,0
11/19/2017,CIN,DEN,20,17,4,3:10:00,1,38,10,-1,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,20,17,4,2:26:00,2,39,11,0,201711190den,run,0,MixoJo00,,,,,0,0,0
11/19/2017,CIN,DEN,20,17,4,2:22:00,3,39,11,-2,201711190den,run,0,MixoJo00,,,,,0,0,0
12/10/2017,CIN,CHI,0,0,1,14:53:00,1,92,10,1,201712100cin,run,0,BernGi00,,,,,1,0,0
