"","player","year","proj_air","proj_yac","proj_rush","proj_total"
"46","C.Painter-00-0027134",2016,0,0,0,0
"47","C.Painter-00-0027134",2017,NA,NA,NA,NA
"48","C.Painter-00-0027134",2018,NA,NA,NA,NA
"49","C.Palmer-00-0021429",2016,1.50817502145008,0.71050839341996,-0.166806162183498,2.05187725268654
"50","C.Palmer-00-0021429",2017,2.62262042006911,1.31319167879832,-0.428852403222423,3.50695969564501
"51","C.Palmer-00-0021429",2018,2.0605231411777,1.14301262889313,-0.220902197682372,2.98263357238846
"52","C.Pennington-00-0019559",2016,NA,NA,NA,NA
"53","C.Pennington-00-0019559",2017,NA,NA,NA,NA
"54","C.Pennington-00-0019559",2018,NA,NA,NA,NA
"55","C.Redman-00-0019709",2016,NA,NA,NA,NA
"56","C.Redman-00-0019709",2017,NA,NA,NA,NA
"57","C.Redman-00-0019709",2018,NA,NA,NA,NA
"58","C.Simms-00-0022005",2016,NA,NA,NA,NA
"59","C.Simms-00-0022005",2017,NA,NA,NA,NA
"60","C.Simms-00-0022005",2018,NA,NA,NA,NA
"61","D.Anderson-00-0023645",2016,0.0754793372956207,0.00343131048722697,0.0578552983871527,0.13676594617
"62","D.Anderson-00-0023645",2017,0.0251597790985402,0.00114377016240899,0.0192850994623842,0.0455886487233334
"63","D.Anderson-00-0023645",2018,0,0,0,0
"64","D.Brees-00-0020531",2016,1.53061563704599,0.795773032484046,-0.00253533444556312,2.32385333508447
"65","D.Brees-00-0020531",2017,2.25428268287904,1.67606135738908,-0.156214911220928,3.7741291290472
"66","D.Brees-00-0020531",2018,2.80161299668629,2.29894835105105,0.0167391838451997,5.11730053158253
"67","D.Carr-00-0020608",2016,NA,NA,NA,NA
"68","D.Carr-00-0020608",2017,NA,NA,NA,NA
"69","D.Carr-00-0020608",2018,NA,NA,NA,NA
"70","D.Culpepper-00-0003739",2016,NA,NA,NA,NA
"71","D.Culpepper-00-0003739",2017,NA,NA,NA,NA
"72","D.Culpepper-00-0003739",2018,NA,NA,NA,NA
"73","D.Dixon-00-0026296",2016,NA,NA,NA,NA
"74","D.Dixon-00-0026296",2017,NA,NA,NA,NA
"75","D.Dixon-00-0026296",2018,NA,NA,NA,NA
"76","D.Garrard-00-0021231",2016,NA,NA,NA,NA
"77","D.Garrard-00-0021231",2017,NA,NA,NA,NA
"78","D.Garrard-00-0021231",2018,NA,NA,NA,NA
"79","D.McNabb-00-0011022",2016,NA,NA,NA,NA
"80","D.McNabb-00-0011022",2017,NA,NA,NA,NA
"81","D.McNabb-00-0011022",2018,NA,NA,NA,NA
"82","D.Stanton-00-0025430",2016,0.14399403324904,0.0064134099693463,0.119836876280873,0.27024431949926
"83","D.Stanton-00-0025430",2017,0.0479980110830134,0.00213780332311543,0.0399456254269577,0.0900814398330865
"84","D.Stanton-00-0025430",2018,0.365455495863194,0.137519327659469,0.0493226053254494,0.552297428848113
"85","E.Manning-00-0022803",2016,0.362125883544481,-0.184084057907607,-0.187736521211977,-0.0096946955751033
"86","E.Manning-00-0022803",2017,0.235871690159308,0.403546660205925,-0.29799574095969,0.341422609405542
"87","E.Manning-00-0022803",2018,0.93335495174875,1.18928163942463,-0.473980546656836,1.64865604451655
"88","J.Campbell-00-0023460",2016,0.1643338760467,0.11014110205076,-0.001012494764891,0.273462483332569
"89","J.Campbell-00-0023460",2017,0,0,0,0
"90","J.Campbell-00-0023460",2018,NA,NA,NA,NA
"91","J.Cutler-00-0024226",2016,0.409693565492462,0.343506650323344,0.283340066858481,1.03654028267429
"92","J.Cutler-00-0024226",2017,0.416822041557509,0.367877882494383,-0.0104621752520474,0.774237748799844
"93","J.Cutler-00-0024226",2018,0.872896294545826,1.02944122316359,0.00761137860325613,1.90994889631267
"94","J.Delhomme-00-0004161",2016,NA,NA,NA,NA
"95","J.Delhomme-00-0004161",2017,NA,NA,NA,NA
"96","J.Delhomme-00-0004161",2018,NA,NA,NA,NA
"97","J.Flacco-00-0026158",2016,0.322289921873719,0.365439020414018,0.212929779668812,0.900658721956549
"98","J.Flacco-00-0026158",2017,0.662932558432135,1.00962951014581,-0.0645693834390372,1.60799268513891
"99","J.Flacco-00-0026158",2018,0.86118738645584,0.81651057865676,-0.0730612781300116,1.60463668698259
"100","J.Freeman-00-0026993",2016,0.0421856680976771,0.0162182525367566,-0.00520777929947823,0.0531961413349554
"101","J.Freeman-00-0026993",2017,NA,NA,NA,NA
"102","J.Freeman-00-0026993",2018,NA,NA,NA,NA
"103","J.Johnson-00-0026300",2016,NA,NA,NA,NA
"104","J.Johnson-00-0026300",2017,NA,NA,NA,NA
"105","J.Johnson-00-0026300",2018,NA,NA,NA,NA
"106","J.Losman-00-0022912",2016,NA,NA,NA,NA
"107","J.Losman-00-0022912",2017,NA,NA,NA,NA
